"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","afterEpoch","failedAttempts","discovery","firstCheck_corrected","lastCheck_corrected","pPredator","timePressure","recheck","ParticipantIDs","checkAction","schedID"
3,"vigilence3","TRUE",1620292923358,3390,3378,1620292919968,1620292919980,0,4,41,NA,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","1",NA,"NaN",1606,NA,NA,NA,NA,NA,NA,0,24980,42.638,0,0,0,1,0,0.321714285714286,0.150133333333333,0,"sub212",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
3,"vigilence3","TRUE",1620292924082,4114,4102,1620292919968,1620292919980,0,4,90,NA,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","1",NA,"NaN",2330,724,NA,NA,NA,NA,NA,0,25704,43.362,0,0,0,0,0,0.390666666666667,0.182311111111111,1,"sub212",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
3,"vigilence3","FALSE",1620292924741,4773,4761,1620292919968,1620292919980,0,4,90,NA,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"1","0",NA,"NaN",2989,659,NA,NA,NA,NA,NA,0,26363,44.021,0,0,0,0,0,0.453428571428571,0.2116,1,"sub212",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
4,"vigilence4","FALSE",1620292925670,5702,5690,1620292919968,1620292919980,0,4,70,NA,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",NA,"NaN",3918,929,NA,NA,NA,NA,NA,0,27292,44.95,0,0,0,0,0,0.541904761904762,0.252888888888889,1,"sub212",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
5,"vigilence5","FALSE",1620292926541,6573,6561,1620292919968,1620292919980,0,4,57,NA,0,0,"TRUE",5,0.0028,640,512,1,6.5,20,0,1,0,"0","0",NA,"NaN",4789,1800,871,NA,NA,NA,NA,0,28163,45.821,0,0,1,0,0,0.624857142857143,0.2916,1,"sub212",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
3,"vigilence3","TRUE",1620292950591,30623,2595,1620292919968,1620292947996,0,4,9,NA,318,0,"TRUE",4,0.0045,640,512,0,2.5,20,1,2,0,"0","1",9973,"NaN",2386,25850,24921,14455,NA,NA,NA,0,52213,69.871,0,0,0,1,0,0.247142857142857,0.115333333333333,0,"sub212",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
3,"vigilence3","FALSE",1620292951163,31195,3167,1620292919968,1620292947996,0,4,39,NA,318,0,"TRUE",4,0.0331,640,512,0,2.5,20,1,2,0,"1","0",10545,"NaN",2958,572,25493,15027,NA,NA,NA,0,52785,70.443,0,0,0,0,0,0.301619047619048,0.140755555555556,1,"sub212",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
4,"vigilence4","FALSE",1620292951990,32022,3994,1620292919968,1620292947996,0,4,39,NA,318,0,"TRUE",4,0.0745,640,512,1,2.5,20,1,2,0,"0","0",11372,"NaN",3785,827,26320,15854,NA,NA,NA,0,53612,71.27,0,0,1,0,0,0.380380952380952,0.177511111111111,1,"sub212",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
3,"vigilence3","TRUE",1620292973553,53585,1539,1620292919968,1620292972014,0,4,2,NA,713,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,3,0,"0","1",9127,"NaN",1844,22390,11379,37417,NA,NA,NA,0,75175,92.833,0,0,0,1,0,0.146571428571429,0.0684,0,"sub212",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
3,"vigilence3","TRUE",1620292974170,54202,2156,1620292919968,1620292972014,0,4,62,NA,713,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,3,0,"0","1",9744,"NaN",2461,617,11996,38034,NA,NA,NA,0,75792,93.45,0,0,0,0,0,0.205333333333333,0.0958222222222222,1,"sub212",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
