"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","proximity","proxHide","posUncertainty","tpDiscovery","threatSearchDelay","caught","afterEpoch","predatorFirstSeen","failedAttempts","maxPossTime","tpEpoch_MinDisc","ParticipantID","checkAction","schedID"
3,"vigilence3","FALSE",1618217843608,19677,19667,1618217823931,1618217823941,2,2,41,NA,436,0,"TRUE",3,0.5083,640,512,1,9.5,20,0,1,0,"1","0",2351,"NaN",NA,614,10677,NA,NA,NA,NA,0,60089,77.747,-9.833,-9.833,0.0307,19053,9553,0,0,0,0,31000,614,"sub105",TRUE,"sched9_17Jan20_45min_shuffledv2.json"
2,"hide","FALSE",1618217844425,20494,20484,1618217823931,1618217823941,2,2,30,NA,436,0,"TRUE",3,0.5492,640,512,1,9.5,20,0,1,0,"0","0",3168,"NaN",NA,817,11494,NA,NA,NA,NA,0,60906,78.564,-9.016,-9.016,0.04085,19053,9553,0,0,0,0,31000,1431,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
2,"hide","FALSE",1618217868242,44311,13307,1618217823931,1618217854935,2,2,40,NA,588,0,"TRUE",4,0.5403,640,512,1,2.5,20,1,2,0,"0","0",3445,"NaN",13376,1802,768,NA,NA,NA,NA,0,84723,102.381,-9.193,-9.193,0.0384,12539,10039,0,0,0,0,24000,768,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
3,"vigilence3","FALSE",1618217893073,69142,14136,1618217823931,1618217878937,2,2,32,NA,652,0,"TRUE",3,0.1817,640,512,1,10.5,20,2,3,0,"1","0",2113,"NaN",14573,567,8450,NA,NA,NA,NA,0,109554,127.212,-16.364,-16.364,0.02835,13569,3069,0,0,0,0,32000,567,"sub105",TRUE,"sched9_17Jan20_45min_shuffledv2.json"
3,"vigilence3","FALSE",1618217893580,69649,14643,1618217823931,1618217878937,2,2,32,NA,652,0,"TRUE",3,0.2071,640,512,1,10.5,20,2,3,0,"1","0",2620,"NaN",15080,507,8957,NA,NA,NA,NA,0,110061,127.719,-15.857,-15.857,0.02535,13569,3069,0,0,0,0,32000,1074,"sub105",TRUE,"sched9_17Jan20_45min_shuffledv2.json"
3,"vigilence3","TRUE",1618217893994,70063,15057,1618217823931,1618217878937,2,2,36,NA,652,0,"TRUE",3,0.2277,640,512,1,10.5,20,2,3,0,"1","0",3034,"NaN",15494,414,9371,NA,NA,NA,NA,0,110475,128.133,-15.443,-15.443,0.0207,13569,3069,0,0,0,0,32000,1488,"sub105",TRUE,"sched9_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1618217894763,70832,15826,1618217823931,1618217878937,2,2,36,36,688,0,"TRUE",3,0.2662,640,512,1,10.5,20,2,3,0,"0","0",3803,"NaN",16263,769,10140,NA,NA,NA,NA,0,111244,128.902,-14.674,-14.674,0.03845,13569,3069,0,0,0,0,32000,2257,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1618217896091,72160,17154,1618217823931,1618217878937,2,2,38,38,688,0,"TRUE",3,0.3326,640,512,1,10.5,20,2,3,0,"0","0",1328,"NaN",17591,2097,11468,NA,NA,NA,NA,0,112572,130.23,-13.346,-13.346,0.10485,13569,3069,0,0,0,0,32000,3585,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1618217896293,72362,17356,1618217823931,1618217878937,2,2,38,38,726,0,"TRUE",3,0.3427,640,512,1,10.5,20,2,3,0,"0","0",202,"NaN",17793,2299,11670,NA,NA,NA,NA,0,112774,130.432,-13.144,-13.144,0.11495,13569,3069,0,0,0,0,32000,3787,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
3,"vigilence3","FALSE",1618217897879,73948,18942,1618217823931,1618217878937,2,2,38,NA,726,0,"TRUE",3,0.422,640,512,1,10.5,20,2,3,0,"1","0",1586,"NaN",19379,3885,13256,NA,NA,NA,NA,0,114360,132.018,-11.558,-11.558,0.19425,13569,3069,0,0,0,0,32000,5373,"sub105",TRUE,"sched9_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1618217898547,74616,19610,1618217823931,1618217878937,2,2,47,47,773,0,"TRUE",3,0.4554,640,512,1,10.5,20,2,3,0,"0","0",2254,"NaN",20047,668,13924,NA,NA,NA,NA,0,115028,132.686,-10.89,-10.89,0.0334,13569,3069,0,0,0,0,32000,6041,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
2,"hide","TRUE",1618217899791,75860,20854,1618217823931,1618217878937,2,2,60,NA,773,0,"TRUE",3,0.5176,640,512,1,10.5,20,2,3,0,"0","0",1244,"NaN",21291,1912,15168,NA,NA,NA,NA,0,116272,133.93,-9.646,-9.646,0.0956,13569,3069,0,0,0,0,32000,7285,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
2,"hide","TRUE",1618217899992,76061,21055,1618217823931,1618217878937,2,2,60,NA,773,0,"TRUE",3,0.5277,640,512,1,10.5,20,2,3,0,"0","0",1445,"NaN",21492,2113,15369,NA,NA,NA,NA,0,116473,134.131,-9.445,-9.445,0.10565,13569,3069,0,0,0,0,32000,7486,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
2,"hide","FALSE",1618217900206,76275,21269,1618217823931,1618217878937,2,2,57,NA,773,0,"TRUE",3,0.5383,640,512,1,10.5,20,2,3,0,"0","0",1659,"NaN",21706,2327,15583,NA,NA,NA,NA,0,116687,134.345,-9.231,-9.231,0.11635,13569,3069,0,0,0,0,32000,7700,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
2,"hide","TRUE",1618217900409,76478,21472,1618217823931,1618217878937,2,2,57,NA,773,0,"TRUE",3,0.5485,640,512,1,10.5,20,2,3,0,"0","0",1862,"NaN",21909,2530,15786,NA,NA,NA,NA,0,116890,134.548,-9.028,-9.028,0.1265,13569,3069,0,0,0,0,32000,7903,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1618217932633,11693,11686,1618217920940,1618217920947,3,2,2,2,901,0,"TRUE",4,0.3186,640,512,1,8.5,10,0,1,0,"0","0",3200,"NaN",22485,1242,717,NA,NA,NA,NA,0,149114,166.772,-6.814,-6.814,0.0717,10969,2469,0,0,0,0,20000,717,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
2,"hide","TRUE",1618217933774,12834,12827,1618217920940,1618217920947,3,2,5,NA,901,0,"TRUE",4,0.4327,640,512,1,8.5,10,0,1,0,"0","0",1141,"NaN",23626,2383,1858,NA,NA,NA,NA,0,150255,167.913,-5.673,-5.673,0.1858,10969,2469,0,0,0,0,20000,1858,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
2,"hide","TRUE",1618217934033,13093,13086,1618217920940,1618217920947,3,2,10,NA,901,0,"TRUE",4,0.4586,640,512,1,8.5,10,0,1,0,"0","0",1400,"NaN",23885,2642,2117,NA,NA,NA,NA,0,150514,168.172,-5.414,-5.414,0.2117,10969,2469,0,0,0,0,20000,2117,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
2,"hide","FALSE",1618217934190,13250,13243,1618217920940,1618217920947,3,2,10,NA,901,0,"TRUE",4,0.4743,640,512,1,8.5,10,0,1,0,"0","0",1557,"NaN",24042,2799,2274,NA,NA,NA,NA,0,150671,168.329,-5.257,-5.257,0.2274,10969,2469,0,0,0,0,20000,2274,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
2,"hide","TRUE",1618217934441,13501,13494,1618217920940,1618217920947,3,2,10,NA,901,0,"TRUE",4,0.4994,640,512,1,8.5,10,0,1,0,"0","0",1808,"NaN",24293,3050,2525,NA,NA,NA,NA,0,150922,168.58,-5.006,-5.006,0.2525,10969,2469,0,0,0,0,20000,2525,"sub105",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
