"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","proximity","proxHide","posUncertainty","tpDiscovery","threatSearchDelay","caught","afterEpoch","predatorFirstSeen","failedAttempts","maxPossTime","tpEpoch_MinDisc","ParticipantID","checkAction","schedID"
1,"forage","FALSE",1623058648244,9449,9436,1623058638795,1623058638808,0,4,2,2,113,0,"TRUE",5,0.1467,640,512,1,6.5,20,0,1,0,"0","0",3599,"NaN",NA,2107,1435,868,NA,NA,NA,0,56092,73.75,-17.064,-17.064,0.0434,8568,2068,0,0,0,0,28000,868,"sub129",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
5,"vigilence5","FALSE",1623058649744,10949,10936,1623058638795,1623058638808,0,4,10,NA,113,0,"TRUE",5,0.2217,640,512,1,6.5,20,0,1,0,"0","0",1500,"NaN",NA,3607,2935,2368,NA,NA,NA,0,57592,75.25,-15.564,-15.564,0.1184,8568,2068,0,0,0,0,28000,2368,"sub129",TRUE,"sched9_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1623058650353,11558,11545,1623058638795,1623058638808,0,4,38,38,151,0,"TRUE",5,0.2522,640,512,1,6.5,20,0,1,0,"0","0",2109,"NaN",NA,4216,3544,609,NA,NA,NA,0,58201,75.859,-14.955,-14.955,0.03045,8568,2068,0,0,0,0,28000,2977,"sub129",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
5,"vigilence5","FALSE",1623058652002,13207,13194,1623058638795,1623058638808,0,4,38,NA,151,0,"TRUE",5,0.3347,640,512,1,6.5,20,0,1,0,"0","0",1649,"NaN",NA,5865,5193,2258,NA,NA,NA,0,59850,77.508,-13.306,-13.306,0.1129,8568,2068,0,0,0,0,28000,4626,"sub129",TRUE,"sched9_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1623058652919,14124,14111,1623058638795,1623058638808,0,4,13,13,164,0,"TRUE",5,0.3805,640,512,1,6.5,20,0,1,0,"0","0",2566,"NaN",NA,6782,6110,917,NA,NA,NA,0,60767,78.425,-12.389,-12.389,0.04585,8568,2068,0,0,0,0,28000,5543,"sub129",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
2,"hide","TRUE",1623058654304,15509,15496,1623058638795,1623058638808,0,4,8,NA,164,0,"TRUE",5,0.4497,640,512,1,6.5,20,0,1,0,"0","0",1385,"NaN",NA,8167,7495,2302,NA,NA,NA,0,62152,79.81,-11.004,-11.004,0.1151,8568,2068,0,0,0,0,28000,6928,"sub129",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
2,"hide","FALSE",1623058654871,16076,16063,1623058638795,1623058638808,0,4,85,NA,164,0,"TRUE",5,0.4781,640,512,1,6.5,20,0,1,0,"0","0",1952,"NaN",NA,8734,8062,2869,NA,NA,NA,0,62719,80.377,-10.437,-10.437,0.14345,8568,2068,0,0,0,0,28000,7495,"sub129",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
2,"hide","FALSE",1623058709484,70689,18664,1623058638795,1623058690820,0,4,39,NA,582,0,"TRUE",6,0.4082,640,512,1,10.5,20,2,3,0,"0","0",5139,"NaN",19063,3549,2573,1648,823,NA,NA,0,117332,134.99,-11.836,-11.836,0.04115,17841,7341,0,0,0,0,32000,823,"sub129",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
2,"hide","FALSE",1623058749868,8593,8585,1623058741275,1623058741283,1,2,3,NA,660,0,"TRUE",3,0.1084,640,512,1,7.5,10,0,1,0,"0","0",2616,"NaN",6334,767,3283,42032,41207,NA,NA,0,157716,175.374,-8.915,-8.915,0.0767,7818,318,0,0,0,0,19000,767,"sub129",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
2,"hide","FALSE",1623058771954,30679,11653,1623058741275,1623058760301,1,2,11,NA,963,0,"TRUE",4,0.1153,640,512,1,10.5,10,1,2,0,"0","0",3097,"NaN",12428,1133,626,64118,63293,NA,NA,0,179802,197.46,-8.847,-8.847,0.0626,11027,527,0,0,0,0,22000,626,"sub129",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
