"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","afterEpoch","failedAttempts","discovery","firstCheck_corrected","lastCheck_corrected","pPredator","timePressure","recheck","ParticipantIDs","checkAction","schedID"
3,"vigilence3","TRUE",1618996130573,2365,2352,1618996128208,1618996128221,0,4,29,NA,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","1",NA,"NaN",NA,NA,NA,NA,NA,NA,NA,0,67709,85.367,0,0,0,1,0,0.224,0.104533333333333,0,"sub208",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
3,"vigilence3","TRUE",1618996131348,3140,3127,1618996128208,1618996128221,0,4,41,NA,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","1",NA,"NaN",NA,775,NA,NA,NA,NA,NA,0,68484,86.142,0,0,0,0,0,0.297809523809524,0.138977777777778,1,"sub208",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
3,"vigilence3","TRUE",1618996131923,3715,3702,1618996128208,1618996128221,0,4,41,NA,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","1",NA,"NaN",NA,575,NA,NA,NA,NA,NA,0,69059,86.717,0,0,0,0,0,0.352571428571429,0.164533333333333,1,"sub208",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1618996134601,6393,6380,1618996128208,1618996128221,0,4,57,57,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",NA,"NaN",718,2678,NA,NA,NA,NA,NA,0,71737,89.395,0,0,0,0,0,0.607619047619048,0.283555555555556,0,"sub208",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1618996135317,7109,7096,1618996128208,1618996128221,0,4,32,32,32,0,"TRUE",4,0.0296,640,512,0,6.5,20,0,1,0,"0","0",716,"NaN",1434,3394,NA,NA,NA,NA,NA,0,72453,90.111,0,0,0,0,0,0.675809523809524,0.315377777777778,0,"sub208",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
3,"vigilence3","TRUE",1618996136753,8545,8532,1618996128208,1618996128221,0,4,54,NA,32,0,"TRUE",4,0.1014,640,512,0,6.5,20,0,1,0,"0","1",1436,"NaN",2870,4830,NA,NA,NA,NA,NA,0,73889,91.547,0,0,0,0,0,0.812571428571429,0.3792,0,"sub208",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
3,"vigilence3","FALSE",1618996137118,8910,8897,1618996128208,1618996128221,0,4,54,NA,32,0,"TRUE",4,0.1197,640,512,0,6.5,20,0,1,0,"1","0",1801,"NaN",3235,365,NA,NA,NA,NA,NA,0,74254,91.912,0,0,0,0,0,0.847333333333333,0.395422222222222,1,"sub208",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
4,"vigilence4","TRUE",1618996137579,9371,9358,1618996128208,1618996128221,0,4,2,NA,32,0,"TRUE",4,0.1427,640,512,0,6.5,20,0,1,0,"1","0",2262,"NaN",3696,461,NA,NA,NA,NA,NA,0,74715,92.373,0,0,0,0,0,0.891238095238095,0.415911111111111,1,"sub208",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
4,"vigilence4","FALSE",1618996137943,9735,9722,1618996128208,1618996128221,0,4,2,NA,32,0,"TRUE",4,0.1609,640,512,1,6.5,20,0,1,0,"0","0",2626,"NaN",4060,825,364,NA,NA,NA,NA,0,75079,92.737,0,0,1,0,0,0.925904761904762,0.432088888888889,1,"sub208",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1618996156511,28303,281,1618996128208,1618996156230,0,4,20,20,121,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,2,0,"0","0",13365,"NaN",1191,19393,11538,NA,NA,NA,NA,0,93647,111.305,0,0,0,0,0,0.0267619047619048,0.0124888888888889,0,"sub208",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1618996157395,29187,1165,1618996128208,1618996156230,0,4,10,10,121,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,2,0,"0","0",884,"NaN",2075,20277,12422,NA,NA,NA,NA,0,94531,112.189,0,0,0,0,0,0.110952380952381,0.0517777777777778,0,"sub208",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1618996157847,29639,1617,1618996128208,1618996156230,0,4,10,10,131,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,2,0,"0","0",452,"NaN",2527,20729,12874,NA,NA,NA,NA,0,94983,112.641,0,0,0,0,0,0.154,0.0718666666666667,0,"sub208",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
