"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","proximity","proxHide","posUncertainty","tpDiscovery","threatSearchDelay","caught","afterEpoch","predatorFirstSeen","failedAttempts","maxPossTime","tpEpoch_MinDisc","ParticipantID","checkAction","schedID"
3,"vigilence3","TRUE",1623766930054,9306,9295,1623766920748,1623766920759,0,4,2,NA,192,0,"TRUE",3,0.1396,640,512,1,6.5,20,0,1,0,"1","0",1393,"NaN",NA,258,7211,6227,5617,NA,NA,0,53649,71.307,-17.205,-17.205,0.0129,9037,2537,0,0,0,0,28000,258,"sub232",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
3,"vigilence3","TRUE",1623766930161,9413,9402,1623766920748,1623766920759,0,4,2,NA,192,0,"TRUE",3,0.145,640,512,1,6.5,20,0,1,0,"1","0",1500,"NaN",NA,107,7318,6334,5724,NA,NA,0,53756,71.414,-17.098,-17.098,0.00535,9037,2537,0,0,0,0,28000,365,"sub232",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
3,"vigilence3","FALSE",1623766930369,9621,9610,1623766920748,1623766920759,0,4,2,NA,192,0,"TRUE",3,0.1554,640,512,1,6.5,20,0,1,0,"1","0",1708,"NaN",NA,208,7526,6542,5932,NA,NA,0,53964,71.622,-16.89,-16.89,0.0104,9037,2537,0,0,0,0,28000,573,"sub232",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
3,"vigilence3","TRUE",1623766930527,9779,9768,1623766920748,1623766920759,0,4,2,NA,192,0,"TRUE",3,0.1633,640,512,1,6.5,20,0,1,0,"1","0",1866,"NaN",NA,158,7684,6700,6090,NA,NA,0,54122,71.78,-16.732,-16.732,0.0079,9037,2537,0,0,0,0,28000,731,"sub232",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
3,"vigilence3","TRUE",1623766930729,9981,9970,1623766920748,1623766920759,0,4,2,NA,192,0,"TRUE",3,0.1734,640,512,1,6.5,20,0,1,0,"1","0",2068,"NaN",NA,202,7886,6902,6292,NA,NA,0,54324,71.982,-16.53,-16.53,0.0101,9037,2537,0,0,0,0,28000,933,"sub232",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1623766931137,10389,10378,1623766920748,1623766920759,0,4,10,10,202,0,"TRUE",3,0.1938,640,512,1,6.5,20,0,1,0,"0","0",2476,"NaN",NA,408,8294,7310,6700,NA,NA,0,54732,72.39,-16.122,-16.122,0.0204,9037,2537,0,0,0,0,28000,1341,"sub232",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1623766931496,10748,10737,1623766920748,1623766920759,0,4,10,10,202,0,"TRUE",3,0.2118,640,512,1,6.5,20,0,1,0,"0","0",359,"NaN",NA,767,8653,7669,7059,NA,NA,0,55091,72.749,-15.763,-15.763,0.03835,9037,2537,0,0,0,0,28000,1700,"sub232",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1623766931648,10900,10889,1623766920748,1623766920759,0,4,10,10,202,0,"TRUE",3,0.2193,640,512,1,6.5,20,0,1,0,"0","0",152,"NaN",NA,919,8805,7821,7211,NA,NA,0,55243,72.901,-15.611,-15.611,0.04595,9037,2537,0,0,0,0,28000,1852,"sub232",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1623766931855,11107,11096,1623766920748,1623766920759,0,4,38,38,202,0,"TRUE",3,0.2297,640,512,1,6.5,20,0,1,0,"0","0",207,"NaN",NA,1126,9012,8028,7418,NA,NA,0,55450,73.108,-15.404,-15.404,0.0563,9037,2537,0,0,0,0,28000,2059,"sub232",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1623766932011,11263,11252,1623766920748,1623766920759,0,4,38,38,202,0,"TRUE",3,0.2375,640,512,1,6.5,20,0,1,0,"0","0",156,"NaN",NA,1282,9168,8184,7574,NA,NA,0,55606,73.264,-15.248,-15.248,0.0641,9037,2537,0,0,0,0,28000,2215,"sub232",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1623766932218,11470,11459,1623766920748,1623766920759,0,4,38,38,202,0,"TRUE",3,0.2478,640,512,1,6.5,20,0,1,0,"0","0",207,"NaN",NA,1489,9375,8391,7781,NA,NA,0,55813,73.471,-15.041,-15.041,0.07445,9037,2537,0,0,0,0,28000,2422,"sub232",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1623766932428,11680,11669,1623766920748,1623766920759,0,4,38,38,202,0,"TRUE",3,0.2583,640,512,1,6.5,20,0,1,0,"0","0",210,"NaN",NA,1699,9585,8601,7991,NA,NA,0,56023,73.681,-14.831,-14.831,0.08495,9037,2537,0,0,0,0,28000,2632,"sub232",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
