,Phase,ActionType,TransitionType,RT,ParticipantID,envIndex,predatorTotal_currEnv,timeInCurrEnv,tpEpoch,noOfCones,predatorSpeed,timePressure,rewAvail_currTP,firstActionPostDisc,NForageBeforeCheck,NCheckBeforeForage,Unnamed: 0
4023,Pre,forage,Forage-to-forage,369.9651914470413,sub123,10,1,8116,,1,20,0.360444444444444,25,,1,,0.0
4024,Pre,forage,Forage-to-forage,371.4569865738439,sub123,10,1,6520,,1,20,0.289511111111111,27,,2,,0.0
4025,Pre,forage,Forage-to-forage,343.7095972153158,sub123,10,1,4919,,1,20,0.218355555555556,17,,3,,0.0
4026,Pre,forage,Forage-to-forage,401.2928891098956,sub123,10,1,3411,,1,20,0.151333333333333,21,,4,,0.0
4027,Post,forage,Forage-to-forage,401.2928891098956,sub123,10,1,16171,,1,20,,21,,1,,0.0
4028,Post,forage,Forage-to-forage,431.12879164594733,sub123,10,1,14470,,1,20,,26,,2,,0.0
4029,Post,forage,Forage-to-forage,385.77821979114873,sub123,10,1,12669,,1,20,,43,,3,,0.0
4030,Post,forage,Forage-to-forage,31.924415713575343,sub123,10,1,11020,,1,20,,56,,4,,0.0
4031,Post,forage,Forage-to-forage,34.60964694182002,sub123,10,1,22034,,1,20,,44,,1,,0.0
4032,Post,forage,Forage-to-forage,341.6210840377922,sub123,10,1,21562,,1,20,,38,,2,,0.0
4033,Post,forage,Forage-to-forage,407.26006961710596,sub123,10,1,20061,,1,20,,21,,3,,0.0
4034,Pre,forage,Forage-to-forage,415.9124813525609,sub123,10,2,39965,,1,20,0.487244444444444,36,,1,,0.0
4035,Pre,forage,Forage-to-forage,401.2928891098956,sub123,10,2,38215,,1,20,0.409466666666667,44,,2,,0.0
4036,Pre,forage,Forage-to-forage,389.65688712083545,sub123,10,2,36514,,1,20,0.333866666666667,27,,3,,0.0
4037,Pre,forage,Forage-to-forage,416.8075584286425,sub123,10,2,34852,,1,20,0.26,24,,4,,0.0
4038,Pre,forage,Forage-to-forage,420.3878667329687,sub123,10,2,33099,,1,20,0.182088888888889,34,,5,,0.0
4039,Pre,forage,Forage-to-forage,33.416210840377914,sub123,10,2,31334,,1,20,0.103644444444444,40,,6,,0.0
4040,Post,forage,Forage-to-forage,389.0601690701144,sub123,10,2,49208,,1,20,,18,,1,,0.0
4041,Post,forage,Forage-to-forage,400.69617105917456,sub123,10,2,47548,,1,20,,32,,2,,0.0
4042,Post,forage,Forage-to-forage,389.0601690701144,sub123,10,2,45849,,1,20,,14,,3,,0.0
4043,Post,forage,Forage-to-forage,403.0830432620587,sub123,10,2,44189,,1,20,,12,,4,,0.0
4044,Pre,forage,Forage-to-forage,415.9124813525609,sub123,10,3,67185,,1,20,0.408177777777778,44,,1,,0.0
4045,Pre,forage,Forage-to-forage,454.40079562406765,sub123,10,3,65435,,1,20,0.3304,16,,2,,0.0
4046,Pre,forage,Forage-to-forage,438.2894082545997,sub123,10,3,63556,,1,20,0.246888888888889,2,,3,,0.0
4047,Pre,forage,Forage-to-forage,418.29935355544507,sub123,10,3,61731,,1,20,0.165777777777778,17,,4,,0.0
4048,Pre,forage,Forage-to-forage,31.626056688214817,sub123,10,3,59973,,1,20,0.0876444444444444,28,,5,,0.0
4049,Pre,forage,Forage-to-forage,32.521133764296394,sub123,10,3,59511,,1,20,0.0671111111111111,28,,6,,0.0
4050,Post,forage,Forage-to-forage,374.44057682744904,sub123,10,3,77398,,1,20,,37,,1,,0.0
4051,Post,forage,Forage-to-forage,403.38140228741923,sub123,10,3,75787,,1,20,,28,,2,,0.0
4052,Post,forage,Forage-to-forage,354.1521631029339,sub123,10,3,74079,,1,20,,46,,3,,0.0
4053,Post,forage,Forage-to-forage,373.247140726007,sub123,10,3,72536,,1,20,,22,,4,,0.0
4054,Post,forage,Forage-to-forage,375.0372948781701,sub123,10,3,70929,,1,20,,10,,5,,0.0
4055,Pre,forage,Forage-to-forage,375.9323719542516,sub123,11,1,4233,,2,15,0.241485714285714,25,,1,,0.0
4056,Pre,forage,Forage-to-forage,385.1815017404277,sub123,11,1,2617,,2,15,0.149142857142857,29,,2,,0.0
4057,Pre,forage,Forage-to-forage,344.0079562406763,sub123,11,1,10705,,2,15,0.278628571428571,58,,1,,0.0
4058,Pre,forage,Forage-to-forage,381.6011934361015,sub123,11,1,14603,,2,15,0.341542857142857,41,,1,,0.0
4059,Post,forage,Forage-to-forage,399.5027349577325,sub123,11,1,20130,,2,15,,53,,1,,0.0
4060,Post,forage,Forage-to-forage,344.0079562406763,sub123,11,1,18435,,2,15,,63,,2,,0.0
4061,Pre,forage,Forage-to-forage,463.9482844356042,sub123,11,2,32838,,2,15,0.332457142857143,27,,1,,0.0
4062,Pre,forage,Forage-to-forage,437.3943311785182,sub123,11,2,30927,,2,15,0.223257142857143,45,,2,,0.0
4063,Pre,forage,Forage-to-forage,46.544007956240705,sub123,11,2,29105,,2,15,0.119142857142857,46,,3,,0.0
4064,Pre,forage,Forage-to-forage,418.8960716061661,sub123,11,2,39356,,2,15,0.277828571428571,50,,1,,0.0
4065,Pre,forage,Forage-to-forage,32.521133764296394,sub123,11,2,37596,,2,15,0.177257142857143,54,,2,,0.0
4066,Post,forage,Forage-to-forage,350.57185479860766,sub123,11,2,44557,,2,15,,33,,1,,0.0
4067,Post,forage,Forage-to-forage,339.53257086026855,sub123,11,2,43026,,2,15,,39,,2,,0.0
4068,Pre,forage,Forage-to-forage,494.38090502237696,sub123,11,3,56784,,2,15,0.328171428571429,15,,1,,0.0
4069,Pre,forage,Forage-to-forage,447.83689706613626,sub123,11,3,54771,,2,15,0.213142857142857,4,,2,,0.0
4070,Post,forage,Forage-to-forage,494.977623073098,sub123,11,3,63259,,2,15,,7,,1,,0.0
4071,Pre,forage,Forage-to-forage,418.29935355544507,sub123,11,4,82004,,2,15,0.512,49,,1,,0.0
4072,Pre,forage,Forage-to-forage,387.2700149179513,sub123,11,4,80246,,2,15,0.411542857142857,59,,2,,0.0
4073,Pre,forage,Forage-to-forage,384.2864246643461,sub123,11,4,78592,,2,15,0.317028571428571,52,,3,,0.0
4074,Pre,forage,Forage-to-forage,412.3321730482347,sub123,11,4,76948,,2,15,0.223085714285714,39,,4,,0.0
4075,Pre,forage,Forage-to-forage,62.65539532570858,sub123,11,4,75210,,2,15,0.123771428571429,35,,5,,0.0
4076,Pre,forage,Forage-to-forage,13.42615614122326,sub123,11,4,74644,,2,15,0.0914285714285714,44,,6,,0.0
4077,Pre,forage,Forage-to-forage,372.65042267528594,sub123,12,1,9246,,2,20,0.410622222222222,41,,1,,0.0
4078,Pre,forage,Forage-to-forage,417.40427647936355,sub123,12,1,7641,,2,20,0.339288888888889,21,,2,,0.0
4079,Pre,forage,Forage-to-forage,355.04724017901543,sub123,12,1,5886,,2,20,0.261288888888889,22,,3,,0.0
4080,Pre,forage,Forage-to-forage,450.52212829438093,sub123,12,1,4340,,2,20,0.192577777777778,13,,4,,0.0
4081,Pre,forage,Forage-to-forage,385.1815017404277,sub123,12,1,2474,,2,20,0.109644444444444,18,,5,,0.0
4082,Post,forage,Forage-to-forage,372.05370462456494,sub123,12,1,17398,,2,20,,38,,1,,0.0
4083,Post,forage,Forage-to-forage,402.18796618597713,sub123,12,1,15795,,2,20,,50,,2,,0.0
4084,Post,forage,Forage-to-forage,31.626056688214817,sub123,12,1,14091,,2,20,,54,,3,,0.0
4085,Pre,forage,Forage-to-forage,430.5320735952263,sub123,12,2,35040,,2,20,0.401466666666667,49,,1,,0.0
4086,Pre,forage,Forage-to-forage,398.3092988562904,sub123,12,2,33241,,2,20,0.321511111111111,44,,2,,0.0
4087,Pre,forage,Forage-to-forage,448.73197414221784,sub123,12,2,31550,,2,20,0.246355555555556,36,,3,,0.0
4088,Pre,forage,Forage-to-forage,405.46991546494286,sub123,12,2,29690,,2,20,0.163688888888889,51,,4,,0.0
4089,Pre,forage,Forage-to-forage,16.708105420188986,sub123,12,2,27975,,2,20,0.0874666666666667,18,,5,,0.0
4090,Pre,forage,Forage-to-forage,33.11785181501739,sub123,12,2,37674,,2,20,0.518533333333333,58,,1,,0.0
4091,Pre,forage,Forage-to-forage,435.00745897563405,sub123,12,3,60615,,2,20,0.426888888888889,22,,1,,0.0
4092,Pre,forage,Forage-to-forage,460.367976131278,sub123,12,3,58801,,2,20,0.346266666666667,18,,2,,0.0
4093,Pre,forage,Forage-to-forage,445.4500248632521,sub123,12,3,56902,,2,20,0.261866666666667,11,,3,,0.0
4094,Pre,forage,Forage-to-forage,463.0532073595227,sub123,12,3,55053,,2,20,0.179688888888889,3,,4,,0.0
4095,Pre,forage,Forage-to-forage,105.61909497762309,sub123,12,3,53145,,2,20,0.0948888888888889,4,,5,,0.0
4096,Post,forage,Forage-to-forage,401.2928891098956,sub123,12,3,68756,,2,20,,37,,1,,0.0
4097,Post,forage,Forage-to-forage,459.77125808055695,sub123,12,3,67055,,2,20,,22,,2,,0.0
4098,Pre,forage,Forage-to-forage,478.26951765290903,sub123,13,1,3188,,2,15,0.181771428571429,23,,1,,0.0
4099,Pre,forage,Forage-to-forage,402.7846842366982,sub123,13,1,7739,,2,15,0.441828571428571,33,,1,,0.0
4100,Pre,forage,Forage-to-forage,34.012928891098966,sub123,13,1,6033,,2,15,0.344342857142857,35,,2,,0.0
4101,Post,forage,Forage-to-forage,428.14520139234213,sub123,13,1,13931,,2,15,,30,,1,,0.0
4102,Post,forage,Forage-to-forage,438.2894082545997,sub123,13,1,12140,,2,15,,51,,2,,0.0
4103,Pre,forage,Forage-to-forage,403.97812033814023,sub123,13,2,27526,,2,15,0.314171428571429,36,,1,,0.0
4104,Pre,forage,Forage-to-forage,434.1123818995525,sub123,13,2,25816,,2,15,0.216457142857143,45,,2,,0.0
4105,Pre,forage,Forage-to-forage,32.22277473893587,sub123,13,2,24005,,2,15,0.112971428571429,41,,3,,0.0
4106,Pre,forage,Forage-to-forage,34.908005967180486,sub123,13,2,30123,,2,15,0.462571428571429,37,,1,,0.0
4107,Post,forage,Forage-to-forage,418.00099453008454,sub123,13,2,34584,,2,15,,10,,1,,0.0
4108,Post,forage,Forage-to-forage,31.32769766285429,sub123,13,2,32827,,2,15,,14,,2,,0.0
4109,Pre,forage,Forage-to-forage,445.15166583789164,sub123,13,3,52563,,2,15,0.544514285714286,33,,1,,0.0
4110,Pre,forage,Forage-to-forage,434.1123818995525,sub123,13,3,50715,,2,15,0.438914285714286,42,,2,,0.0
4111,Pre,forage,Forage-to-forage,465.14172053704624,sub123,13,3,48904,,2,15,0.335428571428571,26,,3,,0.0
4112,Pre,forage,Forage-to-forage,453.20735952262555,sub123,13,3,46989,,2,15,0.226,8,,4,,0.0
4113,Pre,forage,Forage-to-forage,31.32769766285429,sub123,13,3,45114,,2,15,0.118857142857143,19,,5,,0.0
4114,Post,forage,Forage-to-forage,415.9124813525609,sub123,13,3,60238,,2,15,,27,,1,,0.0
4115,Post,forage,Forage-to-forage,416.21084037792144,sub123,13,3,58488,,2,15,,24,,2,,0.0
4116,Post,forage,Forage-to-forage,400.9945300845351,sub123,13,3,56737,,2,15,,25,,3,,0.0
4117,Pre,forage,Forage-to-forage,418.8960716061661,sub123,13,4,75423,,2,15,0.422285714285714,38,,1,,0.0
4118,Pre,forage,Forage-to-forage,398.3092988562904,sub123,13,4,73663,,2,15,0.321714285714286,40,,2,,0.0
4119,Pre,forage,Forage-to-forage,463.0532073595227,sub123,13,4,71972,,2,15,0.225085714285714,20,,3,,0.0
4120,Pre,forage,Forage-to-forage,16.111387369467934,sub123,13,4,70064,,2,15,0.116057142857143,46,,4,,0.0
4121,Pre,forage,Forage-to-forage,420.08950770760816,sub123,13,4,79814,,2,15,0.6732,52,,1,,0.0
4122,Pre,forage,Forage-to-forage,32.81949278965692,sub123,13,4,78050,,2,15,0.5724,54,,2,,0.0
4123,Pre,forage,Forage-to-forage,403.0830432620587,sub123,14,1,6241,,3,20,0.276933333333333,31,,1,,0.0
4124,Pre,forage,Forage-to-forage,386.67329686723025,sub123,14,1,4534,,3,20,0.201066666666667,25,,2,,0.0
4125,Pre,forage,Forage-to-forage,355.942317255097,sub123,14,1,2882,,3,20,0.127644444444444,8,,3,,0.0
4126,Pre,forage,Forage-to-forage,47.439085032322225,sub123,14,1,8822,,3,20,0.391644444444444,41,,1,,0.0
4127,Post,forage,Forage-to-forage,454.10243659870713,sub123,14,1,15934,,3,20,,22,,1,,0.0
4128,Post,forage,Forage-to-forage,462.1581302834411,sub123,14,1,14056,,3,20,,23,,2,,0.0
4129,Pre,forage,Forage-to-forage,32.22277473893587,sub123,14,2,41505,,3,20,0.644488888888889,24,,1,,0.0
4130,Pre,forage,Forage-to-forage,337.1456986573844,sub123,14,2,41041,,3,20,0.623866666666667,27,,2,,0.0
4131,Pre,forage,Forage-to-forage,400.9945300845351,sub123,14,2,39555,,3,20,0.557822222222222,29,,3,,0.0
4132,Pre,forage,Forage-to-forage,466.0367976131278,sub123,14,2,37855,,3,20,0.482266666666667,19,,4,,0.0
4133,Pre,forage,Forage-to-forage,405.46991546494286,sub123,14,2,35937,,3,20,0.397022222222222,16,,5,,0.0
4134,Pre,forage,Forage-to-forage,416.50919940328197,sub123,14,2,34222,,3,20,0.3208,8,,6,,0.0
4135,Pre,forage,Forage-to-forage,388.7618100447539,sub123,14,3,65060,,3,20,0.446711111111111,58,,1,,0.0
4136,Pre,forage,Forage-to-forage,366.38488314271507,sub123,14,3,63401,,3,20,0.372977777777778,50,,2,,0.0
4137,Pre,forage,Forage-to-forage,402.7846842366982,sub123,14,3,61817,,3,20,0.302577777777778,44,,3,,0.0
4138,Pre,forage,Forage-to-forage,429.33863749378423,sub123,14,3,60111,,3,20,0.226755555555556,55,,4,,0.0
4139,Pre,forage,Forage-to-forage,401.2928891098956,sub123,14,3,58316,,3,20,0.146977777777778,35,,5,,0.0
4140,Pre,forage,Forage-to-forage,47.73744405768275,sub123,14,3,56615,,3,20,0.0713777777777778,35,,6,,0.0
4141,Post,forage,Forage-to-forage,353.25708602685233,sub123,14,3,73850,,3,20,,85,,1,,0.0
4142,Post,forage,Forage-to-forage,386.3749378418697,sub123,14,3,72310,,3,20,,60,,2,,0.0
4143,Post,forage,Forage-to-forage,385.77821979114873,sub123,14,3,70659,,3,20,,33,,3,,0.0
4144,Post,forage,Forage-to-forage,376.23073097961213,sub123,14,3,69010,,3,20,,34,,4,,0.0
4145,Pre,forage,Forage-to-forage,400.39781203381403,sub123,15,1,7703,,3,15,0.439714285714286,29,,1,,0.0
4146,Pre,forage,Forage-to-forage,418.00099453008454,sub123,15,1,6005,,3,15,0.342685714285714,42,,2,,0.0
4147,Pre,forage,Forage-to-forage,362.2078567876679,sub123,15,1,4248,,3,15,0.242285714285714,44,,3,,0.0
4148,Pre,forage,Forage-to-forage,401.59124813525614,sub123,15,1,2678,,3,15,0.152571428571429,46,,4,,0.0
4149,Pre,forage,Forage-to-forage,400.39781203381403,sub123,15,2,29297,,3,15,0.588571428571429,71,,1,,0.0
4150,Pre,forage,Forage-to-forage,371.4569865738439,sub123,15,2,27599,,3,15,0.491542857142857,89,,2,,0.0
4151,Pre,forage,Forage-to-forage,372.3520636499254,sub123,15,2,25998,,3,15,0.400057142857143,90,,3,,0.0
4152,Pre,forage,Forage-to-forage,372.94878170064646,sub123,15,2,24394,,3,15,0.3084,84,,4,,0.0
4153,Pre,forage,Forage-to-forage,383.3913475882646,sub123,15,2,22788,,3,15,0.216628571428571,71,,5,,0.0
4154,Pre,forage,Forage-to-forage,51.317752362008946,sub123,15,2,21147,,3,15,0.122857142857143,68,,6,,0.0
4155,Pre,forage,Forage-to-forage,68.02585778219793,sub123,15,3,51270,,3,15,0.301371428571429,19,,1,,0.0
4156,Pre,forage,Forage-to-forage,341.9194430631527,sub123,15,3,50686,,3,15,0.268,17,,2,,0.0
4157,Pre,forage,Forage-to-forage,386.07657881650925,sub123,15,3,49184,,3,15,0.182171428571429,10,,3,,0.0
4158,Pre,forage,Forage-to-forage,18.199900546991557,sub123,15,3,47534,,3,15,0.0878857142857143,25,,4,,0.0
4159,Pre,forage,Forage-to-forage,19.393336648433603,sub123,15,3,47117,,3,15,0.0640571428571429,25,,5,,0.0
4160,Post,forage,Forage-to-forage,434.7090999502735,sub123,15,3,59714,,3,15,,35,,1,,0.0
4161,Post,forage,Forage-to-forage,386.3749378418697,sub123,15,3,57901,,3,15,,28,,2,,0.0
4162,Post,forage,Forage-to-forage,453.20735952262555,sub123,15,3,56250,,3,15,,21,,3,,0.0
4163,Pre,forage,Forage-to-forage,428.7419194430632,sub123,15,4,75305,,3,15,0.417142857142857,25,,1,,0.0
4164,Pre,forage,Forage-to-forage,373.5454997513675,sub123,15,4,73512,,3,15,0.314685714285714,30,,2,,0.0
4165,Pre,forage,Forage-to-forage,418.00099453008454,sub123,15,4,71904,,3,15,0.2228,14,,3,,0.0
4166,Pre,forage,Forage-to-forage,80.25857782197915,sub123,15,4,70147,,3,15,0.1224,19,,4,,0.0
4167,Pre,forage,Forage-to-forage,1.193436101442046,sub123,15,4,69522,,3,15,0.0866857142857143,25,,5,,0.0
4168,Pre,forage,Forage-to-forage,15.514669318746883,sub123,15,4,69162,,3,15,0.0661142857142857,25,,6,,0.0
4169,Post,forage,Forage-to-forage,376.52909000497266,sub123,15,4,84323,,3,15,,44,,1,,0.0
4170,Post,forage,Forage-to-forage,419.7911486822477,sub123,15,4,82705,,3,15,,36,,2,,0.0
4171,Post,forage,Forage-to-forage,434.7090999502735,sub123,15,4,80942,,3,15,,40,,3,,0.0
4172,Pre,forage,Forage-to-forage,463.0532073595227,sub123,16,1,6789,,1,15,0.3876,17,,1,,0.0
4173,Pre,forage,Forage-to-forage,32.81949278965692,sub123,16,1,4881,,1,15,0.278571428571429,22,,2,,0.0
4174,Pre,forage,Forage-to-forage,339.53257086026855,sub123,16,1,4415,,1,15,0.251942857142857,22,,3,,0.0
4175,Pre,forage,Forage-to-forage,400.69617105917456,sub123,16,1,2921,,1,15,0.166571428571429,13,,4,,0.0
4176,Pre,forage,Forage-to-forage,370.2635504724018,sub123,16,1,15820,,1,15,0.421714285714286,25,,1,,0.0
4177,Pre,forage,Forage-to-forage,415.61412232720045,sub123,16,1,14223,,1,15,0.330457142857143,33,,2,,0.0
4178,Pre,forage,Forage-to-forage,374.14221780208857,sub123,16,1,12474,,1,15,0.230514285714286,17,,3,,0.0
4179,Pre,forage,Forage-to-forage,418.29935355544507,sub123,16,1,10864,,1,15,0.138514285714286,20,,4,,0.0
4180,Pre,forage,Forage-to-forage,420.3878667329687,sub123,16,2,37159,,1,15,0.580457142857143,11,,1,,0.0
4181,Pre,forage,Forage-to-forage,386.3749378418697,sub123,16,2,35394,,1,15,0.4796,31,,2,,0.0
4182,Pre,forage,Forage-to-forage,406.06663351566385,sub123,16,2,33743,,1,15,0.385257142857143,47,,3,,0.0
4183,Pre,forage,Forage-to-forage,418.29935355544507,sub123,16,2,32026,,1,15,0.287142857142857,27,,4,,0.0
4184,Pre,forage,Forage-to-forage,403.97812033814023,sub123,16,2,30268,,1,15,0.186685714285714,28,,5,,0.0
4185,Pre,forage,Forage-to-forage,31.32769766285429,sub123,16,2,28558,,1,15,0.0889714285714286,29,,6,,0.0
4186,Pre,forage,Forage-to-forage,414.1223272003978,sub123,16,3,56296,,1,15,0.416114285714286,18,,1,,0.0
4187,Pre,forage,Forage-to-forage,436.4992541024366,sub123,16,3,54552,,1,15,0.316457142857143,11,,2,,0.0
4188,Pre,forage,Forage-to-forage,387.5683739433118,sub123,16,3,52733,,1,15,0.212514285714286,2,,3,,0.0
4189,Pre,forage,Forage-to-forage,46.842366981601174,sub123,16,3,51078,,1,15,0.117942857142857,16,,4,,0.0
4190,Pre,forage,Forage-to-forage,14.022874191944311,sub123,16,3,50565,,1,15,0.0886285714285714,16,,5,,0.0
4191,Post,forage,Forage-to-forage,403.38140228741923,sub123,16,3,63698,,1,15,,15,,1,,0.0
4192,Post,forage,Forage-to-forage,389.0601690701144,sub123,16,3,61990,,1,15,,12,,2,,0.0
4193,Post,forage,Forage-to-forage,435.60417702635505,sub123,16,3,60330,,1,15,,17,,3,,0.0
4194,Pre,forage,Forage-to-forage,33.416210840377914,sub123,16,4,82907,,1,15,0.794228571428571,84,,1,,0.0
4195,Pre,forage,Forage-to-forage,342.8145201392342,sub123,16,4,82439,,1,15,0.767485714285714,84,,2,,0.0
4196,Pre,forage,Forage-to-forage,353.55544505221286,sub123,16,4,80934,,1,15,0.681485714285714,71,,3,,0.0
4197,Pre,forage,Forage-to-forage,354.1521631029339,sub123,16,4,79393,,1,15,0.593428571428571,57,,4,,0.0
4198,Pre,forage,Forage-to-forage,418.29935355544507,sub123,16,4,77850,,1,15,0.505257142857143,29,,5,,0.0
4199,Pre,forage,Forage-to-forage,418.8960716061661,sub123,16,4,76092,,1,15,0.4048,27,,6,,0.0
4200,Pre,forage,Forage-to-forage,384.2864246643461,sub123,17,1,6299,,4,15,0.359485714285714,17,,1,,0.0
4201,Pre,forage,Forage-to-forage,403.38140228741923,sub123,17,1,4655,,4,15,0.265542857142857,32,,2,,0.0
4202,Pre,forage,Forage-to-forage,381.00447538538043,sub123,17,1,2947,,4,15,0.167942857142857,6,,3,,0.0
4203,Pre,forage,Forage-to-forage,430.8304326205868,sub123,17,2,27569,,4,15,0.431028571428571,3,,1,,0.0
4204,Pre,forage,Forage-to-forage,433.814022874192,sub123,17,2,25769,,4,15,0.328171428571429,5,,2,,0.0
4205,Pre,forage,Forage-to-forage,520.338140228742,sub123,17,2,23959,,4,15,0.224742857142857,9,,3,,0.0
4206,Pre,forage,Forage-to-forage,18.199900546991557,sub123,17,2,21859,,4,15,0.104742857142857,18,,4,,0.0
4207,Pre,forage,Forage-to-forage,436.2008950770761,sub123,17,3,48489,,4,15,0.426171428571429,48,,1,,0.0
4208,Pre,forage,Forage-to-forage,432.9189457981104,sub123,17,3,46671,,4,15,0.322285714285714,42,,2,,0.0
4209,Pre,forage,Forage-to-forage,398.60765788165094,sub123,17,3,44864,,4,15,0.219028571428571,53,,3,,0.0
4210,Pre,forage,Forage-to-forage,46.842366981601174,sub123,17,3,43172,,4,15,0.122342857142857,55,,4,,0.0
4211,Pre,forage,Forage-to-forage,48.63252113376433,sub123,17,3,42659,,4,15,0.0930285714285714,48,,5,,0.0
4212,Pre,forage,Forage-to-forage,48.3341621084038,sub123,17,3,42140,,4,15,0.0633714285714286,48,,6,,0.0
4213,Pre,forage,Forage-to-forage,375.63401292889114,sub123,17,4,70066,,4,15,0.573085714285714,55,,1,,0.0
4214,Pre,forage,Forage-to-forage,369.36847339632027,sub123,17,4,68451,,4,15,0.4808,41,,2,,0.0
4215,Pre,forage,Forage-to-forage,369.6668324216808,sub123,17,4,66857,,4,15,0.389714285714286,21,,3,,0.0
4216,Pre,forage,Forage-to-forage,341.32272501243165,sub123,17,4,65262,,4,15,0.298571428571429,32,,4,,0.0
4217,Pre,forage,Forage-to-forage,402.7846842366982,sub123,17,4,63762,,4,15,0.212857142857143,17,,5,,0.0
4218,Pre,forage,Forage-to-forage,62.35703630034811,sub123,17,4,62056,,4,15,0.115371428571429,24,,6,,0.0
4219,Pre,forage,Forage-to-forage,411.73545499751367,sub123,18,1,3079,,3,10,0.24576,38,,1,,0.0
4220,Pre,forage,Forage-to-forage,31.32769766285429,sub123,18,1,11903,,3,10,0.45536,25,,1,,0.0
4221,Pre,forage,Forage-to-forage,371.15862754848337,sub123,18,2,24014,,3,10,0.40088,29,,1,,0.0
4222,Pre,forage,Forage-to-forage,371.15862754848337,sub123,18,2,22414,,3,10,0.27288,28,,2,,0.0
4223,Pre,forage,Forage-to-forage,17.603182496270506,sub123,18,2,20814,,3,10,0.14488,23,,3,,0.0
4224,Pre,forage,Forage-to-forage,390.8503232222775,sub123,18,3,38299,,3,10,0.42304,4,,1,,0.0
4225,Pre,forage,Forage-to-forage,18.199900546991557,sub123,18,3,36633,,3,10,0.28976,23,,2,,0.0
4226,Pre,forage,Forage-to-forage,336.54898060666335,sub123,18,3,36216,,3,10,0.2564,23,,3,,0.0
4227,Pre,forage,Forage-to-forage,1.7901541521630975,sub123,18,3,34732,,3,10,0.13768,21,,4,,0.0
4228,Pre,forage,Forage-to-forage,423.07309796121336,sub123,18,4,56026,,3,10,0.40064,23,,1,,0.0
4229,Pre,forage,Forage-to-forage,403.67976131277976,sub123,18,4,54252,,3,10,0.25872,6,,2,,0.0
4230,Pre,forage,Forage-to-forage,0.8950770760815772,sub123,18,4,52543,,3,10,0.122,20,,3,,0.0
4231,Pre,forage,Forage-to-forage,403.97812033814023,sub123,18,5,73955,,3,10,0.4752,42,,1,,0.0
4232,Pre,forage,Forage-to-forage,452.31228244654403,sub123,18,5,72245,,3,10,0.3384,26,,2,,0.0
4233,Pre,forage,Forage-to-forage,47.73744405768275,sub123,18,5,70373,,3,10,0.18864,16,,3,,0.0
4234,Pre,forage,Forage-to-forage,385.77821979114873,sub123,19,1,9157,,4,20,0.406622222222222,59,,1,,0.0
4235,Pre,forage,Forage-to-forage,382.496270512183,sub123,19,1,7508,,4,20,0.333333333333333,44,,2,,0.0
4236,Pre,forage,Forage-to-forage,385.77821979114873,sub123,19,1,5870,,4,20,0.260533333333333,15,,3,,0.0
4237,Pre,forage,Forage-to-forage,360.71606166086525,sub123,19,1,4221,,4,20,0.187244444444444,14,,4,,0.0
4238,Pre,forage,Forage-to-forage,395.02734957732474,sub123,19,1,2656,,4,20,0.117688888888889,13,,5,,0.0
4239,Post,forage,Forage-to-forage,375.0372948781701,sub123,19,1,17080,,4,20,,50,,1,,0.0
4240,Post,forage,Forage-to-forage,401.59124813525614,sub123,19,1,15467,,4,20,,41,,2,,0.0
4241,Post,forage,Forage-to-forage,30.134261561412245,sub123,19,1,13765,,4,20,,35,,3,,0.0
4242,Pre,forage,Forage-to-forage,371.4569865738439,sub123,19,2,37795,,4,20,0.523511111111111,48,,1,,0.0
4243,Pre,forage,Forage-to-forage,349.3784186971656,sub123,19,2,36194,,4,20,0.452355555555556,38,,2,,0.0
4244,Pre,forage,Forage-to-forage,360.4177026355047,sub123,19,2,34667,,4,20,0.384488888888889,39,,3,,0.0
4245,Pre,forage,Forage-to-forage,369.6668324216808,sub123,19,2,33103,,4,20,0.314977777777778,47,,4,,0.0
4246,Pre,forage,Forage-to-forage,34.60964694182002,sub123,19,2,31508,,4,20,0.244088888888889,61,,5,,0.0
4247,Pre,forage,Forage-to-forage,339.234211834908,sub123,19,2,31036,,4,20,0.223111111111111,50,,6,,0.0
4248,Pre,forage,Forage-to-forage,433.21730482347095,sub123,19,3,56907,,4,20,0.261911111111111,7,,1,,0.0
4249,Pre,forage,Forage-to-forage,386.67329686723025,sub123,19,3,55099,,4,20,0.181555555555556,19,,2,,0.0
4250,Pre,forage,Forage-to-forage,450.82048731974146,sub123,20,1,6208,,3,20,0.2756,19,,1,,0.0
4251,Pre,forage,Forage-to-forage,435.60417702635505,sub123,20,1,4341,,3,20,0.192622222222222,22,,2,,0.0
4252,Pre,forage,Forage-to-forage,403.67976131277976,sub123,20,1,2525,,3,20,0.111911111111111,46,,3,,0.0
4253,Pre,forage,Forage-to-forage,386.07657881650925,sub123,20,1,13609,,3,20,0.239866666666667,23,,1,,0.0
4254,Pre,forage,Forage-to-forage,378.31924415713576,sub123,20,1,11959,,3,20,0.166533333333333,28,,2,,0.0
4255,Pre,forage,Forage-to-forage,384.88314271506715,sub123,20,2,40574,,3,20,0.380266666666667,21,,1,,0.0
4256,Pre,forage,Forage-to-forage,358.3291894579811,sub123,20,2,38928,,3,20,0.307111111111111,14,,2,,0.0
4257,Pre,forage,Forage-to-forage,373.5454997513675,sub123,20,2,37371,,3,20,0.237911111111111,10,,3,,0.0
