,Phase,ActionType,TransitionType,RT,ParticipantID,envIndex,predatorTotal_currEnv,timeInCurrEnv,tpEpoch,noOfCones,predatorSpeed,timePressure,rewAvail_currTP,firstActionPostDisc,NForageBeforeCheck,NCheckBeforeForage,Unnamed: 0
0,Pre,forage,Forage-to-forage,123.83367139959432,sub103,2,1,4371,,3,20,0.193777777777778,20,,1,,0.0
1,Pre,forage,Forage-to-forage,93.4077079107505,sub103,2,1,3862,,3,20,0.171155555555556,29,,2,,0.0
2,Post,forage,Forage-to-forage,436.61257606490875,sub103,2,1,10071,,3,20,,13,,1,,0.0
3,Pre,forage,Forage-to-forage,47.464503042596334,sub103,2,2,30170,,3,20,0.228844444444444,28,,1,,0.0
4,Pre,forage,Forage-to-forage,62.068965517241395,sub103,2,2,29912,,3,20,0.217377777777778,38,,2,,0.0
5,Pre,forage,Forage-to-forage,143.00202839756594,sub103,2,2,29606,,3,20,0.203777777777778,38,,3,,0.0
6,Pre,forage,Forage-to-forage,124.74645030425967,sub103,2,2,29034,,3,20,0.178355555555556,38,,4,,0.0
7,Pre,forage,Forage-to-forage,93.71196754563897,sub103,2,2,28522,,3,20,0.1556,65,,5,,0.0
8,Pre,forage,Forage-to-forage,347.7687626774848,sub103,2,2,28112,,3,20,0.137377777777778,65,,6,,0.0
9,Pre,forage,Forage-to-forage,48.68154158215009,sub103,2,3,53011,,3,20,0.176577777777778,2,,1,,0.0
10,Pre,forage,Forage-to-forage,63.59026369168356,sub103,2,3,52749,,3,20,0.164933333333333,2,,2,,0.0
11,Pre,forage,Forage-to-forage,278.70182555780934,sub103,2,3,52438,,3,20,0.151111111111111,2,,3,,0.0
12,Pre,forage,Forage-to-forage,78.19472616632862,sub103,2,3,51420,,3,20,0.105866666666667,15,,4,,0.0
13,Pre,forage,Forage-to-forage,96.45030425963489,sub103,2,3,51061,,3,20,0.0899111111111111,15,,5,,0.0
14,Pre,forage,Forage-to-forage,125.35496957403655,sub103,2,3,50642,,3,20,0.0712888888888889,10,,6,,0.0
15,Pre,forage,Forage-to-forage,425.35496957403655,sub103,2,3,59341,,3,20,0.230933333333333,21,,1,,0.0
16,Pre,forage,Forage-to-forage,467.64705882352945,sub103,2,3,57841,,3,20,0.164266666666667,23,,2,,0.0
17,Pre,forage,Forage-to-forage,124.13793103448279,sub103,3,1,3514,,1,20,0.155911111111111,19,,1,,0.0
18,Pre,forage,Forage-to-forage,111.05476673427995,sub103,3,1,3004,,1,20,0.133244444444444,9,,2,,0.0
19,Pre,forage,Forage-to-forage,94.01622718052738,sub103,3,1,2537,,1,20,0.112488888888889,9,,3,,0.0
20,Pre,forage,Forage-to-forage,237.93103448275863,sub103,3,1,10281,,1,20,0.227688888888889,13,,1,,0.0
21,Pre,forage,Forage-to-forage,63.28600405679515,sub103,3,1,9397,,1,20,0.1884,13,,2,,0.0
22,Pre,forage,Forage-to-forage,412.2718052738337,sub103,3,1,9087,,1,20,0.174622222222222,13,,3,,0.0
23,Pre,forage,Forage-to-forage,79.10750507099391,sub103,3,1,7630,,1,20,0.109866666666667,29,,4,,0.0
24,Pre,forage,Forage-to-forage,407.4036511156187,sub103,3,1,7268,,1,20,0.0937777777777778,29,,5,,0.0
25,Post,forage,Forage-to-forage,80.62880324543613,sub103,3,1,15556,,1,20,,3,,1,,0.0
26,Post,forage,Forage-to-forage,409.2292089249493,sub103,3,1,15189,,1,20,,3,,2,,0.0
27,Post,forage,Forage-to-forage,472.210953346856,sub103,3,1,13742,,1,20,,23,,3,,0.0
28,Post,forage,Forage-to-forage,33.46855983772821,sub103,3,1,19915,,1,20,,8,,1,,0.0
29,Post,forage,Forage-to-forage,80.32454361054766,sub103,3,1,19703,,1,20,,8,,2,,0.0
30,Post,forage,Forage-to-forage,413.48884381338746,sub103,3,1,19337,,1,20,,8,,3,,0.0
31,Pre,forage,Forage-to-forage,62.373225152129805,sub103,3,2,37439,,1,20,0.240888888888889,34,,1,,0.0
32,Pre,forage,Forage-to-forage,60.85192697768764,sub103,3,2,37132,,1,20,0.227244444444444,34,,2,,0.0
33,Pre,forage,Forage-to-forage,65.11156186612578,sub103,3,2,36830,,1,20,0.213822222222222,42,,3,,0.0
34,Pre,forage,Forage-to-forage,79.71602434077079,sub103,3,2,36514,,1,20,0.199777777777778,42,,4,,0.0
35,Pre,forage,Forage-to-forage,172.51521298174444,sub103,3,2,36150,,1,20,0.1836,42,,5,,0.0
36,Pre,forage,Forage-to-forage,160.9533468559838,sub103,3,2,35481,,1,20,0.153866666666667,57,,6,,0.0
37,Pre,forage,Forage-to-forage,78.49898580121703,sub103,3,2,44964,,1,20,0.267866666666667,19,,1,,0.0
38,Pre,forage,Forage-to-forage,62.373225152129805,sub103,3,2,44604,,1,20,0.251866666666667,19,,2,,0.0
39,Pre,forage,Forage-to-forage,80.62880324543613,sub103,3,2,44297,,1,20,0.238222222222222,19,,3,,0.0
40,Pre,forage,Forage-to-forage,64.19878296146044,sub103,3,2,43930,,1,20,0.221911111111111,28,,4,,0.0
41,Pre,forage,Forage-to-forage,80.02028397565925,sub103,3,2,43617,,1,20,0.208,28,,5,,0.0
42,Pre,forage,Forage-to-forage,78.19472616632862,sub103,3,2,43252,,1,20,0.191777777777778,28,,6,,0.0
43,Pre,forage,Forage-to-forage,46.24746450304258,sub103,3,3,67341,,1,20,0.191244444444444,43,,1,,0.0
44,Pre,forage,Forage-to-forage,61.76470588235293,sub103,3,3,67087,,1,20,0.179955555555556,43,,2,,0.0
45,Pre,forage,Forage-to-forage,94.01622718052738,sub103,3,3,66782,,1,20,0.1664,31,,3,,0.0
46,Pre,forage,Forage-to-forage,112.88032454361058,sub103,3,3,66371,,1,20,0.148133333333333,31,,4,,0.0
47,Pre,forage,Forage-to-forage,126.26774847870183,sub103,3,3,65898,,1,20,0.127111111111111,37,,5,,0.0
48,Pre,forage,Forage-to-forage,205.37525354969577,sub103,3,3,65381,,1,20,0.104133333333333,37,,6,,0.0
49,Pre,forage,Forage-to-forage,32.86004056795133,sub103,4,1,6227,,3,15,0.355371428571429,25,,1,,0.0
50,Pre,forage,Forage-to-forage,63.59026369168356,sub103,4,1,6017,,3,15,0.343371428571429,25,,2,,0.0
51,Pre,forage,Forage-to-forage,287.5253549695741,sub103,4,1,5706,,3,15,0.3256,22,,3,,0.0
52,Pre,forage,Forage-to-forage,63.59026369168356,sub103,4,1,4659,,3,15,0.265771428571429,22,,4,,0.0
53,Pre,forage,Forage-to-forage,64.5030425963489,sub103,4,1,4348,,3,15,0.248,22,,5,,0.0
54,Pre,forage,Forage-to-forage,410.7505070993915,sub103,4,1,4034,,3,15,0.230057142857143,22,,6,,0.0
55,Pre,forage,Forage-to-forage,62.373225152129805,sub103,4,1,14543,,3,15,0.712914285714286,15,,1,,0.0
56,Pre,forage,Forage-to-forage,32.25152129817445,sub103,4,1,14236,,3,15,0.695371428571429,15,,2,,0.0
57,Pre,forage,Forage-to-forage,45.6389452332657,sub103,4,1,14028,,3,15,0.683485714285714,15,,3,,0.0
58,Pre,forage,Forage-to-forage,62.98174442190668,sub103,4,1,13776,,3,15,0.669085714285714,25,,4,,0.0
59,Pre,forage,Forage-to-forage,77.89046653144015,sub103,4,1,13467,,3,15,0.651428571428571,25,,5,,0.0
60,Pre,forage,Forage-to-forage,46.551724137931046,sub103,4,1,13109,,3,15,0.630971428571429,25,,6,,0.0
61,Pre,forage,Forage-to-forage,125.65922920892496,sub103,4,2,26975,,3,15,0.112342857142857,35,,1,,0.0
62,Pre,forage,Forage-to-forage,108.92494929006085,sub103,4,2,26460,,3,15,0.0829142857142857,35,,2,,0.0
63,Pre,forage,Forage-to-forage,47.160243407707924,sub103,4,3,46200,,3,15,0.124571428571429,21,,1,,0.0
64,Pre,forage,Forage-to-forage,48.37728194726168,sub103,4,3,45943,,3,15,0.109885714285714,17,,2,,0.0
65,Pre,forage,Forage-to-forage,62.068965517241395,sub103,4,3,45682,,3,15,0.0949714285714286,17,,3,,0.0
66,Pre,forage,Forage-to-forage,62.98174442190668,sub103,4,3,45376,,3,15,0.0774857142857143,17,,4,,0.0
67,Pre,forage,Forage-to-forage,61.76470588235293,sub103,4,3,45067,,3,15,0.0598285714285714,17,,5,,0.0
68,Pre,forage,Forage-to-forage,49.29006085192697,sub103,4,3,44762,,3,15,0.0424,25,,6,,0.0
69,Pre,forage,Forage-to-forage,62.67748478701827,sub103,4,3,52082,,3,15,0.268228571428571,22,,1,,0.0
70,Pre,forage,Forage-to-forage,422.6166328600406,sub103,4,3,51774,,3,15,0.250628571428571,30,,2,,0.0
71,Pre,forage,Forage-to-forage,48.985801217038556,sub103,5,1,7536,,2,20,0.309777777777778,25,,1,,0.0
72,Pre,forage,Forage-to-forage,62.068965517241395,sub103,5,1,7273,,2,20,0.298088888888889,25,,2,,0.0
73,Pre,forage,Forage-to-forage,349.290060851927,sub103,5,1,6967,,2,20,0.284488888888889,19,,3,,0.0
74,Pre,forage,Forage-to-forage,47.464503042596334,sub103,5,1,5717,,2,20,0.228933333333333,18,,4,,0.0
75,Pre,forage,Forage-to-forage,32.25152129817445,sub103,5,1,5459,,2,20,0.217466666666667,18,,5,,0.0
76,Pre,forage,Forage-to-forage,344.421906693712,sub103,5,1,5251,,2,20,0.208222222222222,18,,6,,0.0
77,Pre,forage,Forage-to-forage,64.5030425963489,sub103,5,2,27093,,2,20,0.0925777777777778,32,,1,,0.0
78,Pre,forage,Forage-to-forage,63.59026369168356,sub103,5,2,26779,,2,20,0.0786222222222222,38,,2,,0.0
79,Pre,forage,Forage-to-forage,17.038539553752514,sub103,5,2,26468,,2,20,0.0648,38,,3,,0.0
80,Pre,forage,Forage-to-forage,62.98174442190668,sub103,5,2,26310,,2,20,0.0577777777777778,38,,4,,0.0
81,Pre,forage,Forage-to-forage,47.7687626774848,sub103,5,2,26001,,2,20,0.0440444444444444,25,,5,,0.0
82,Pre,forage,Forage-to-forage,61.76470588235293,sub103,5,2,25742,,2,20,0.0325333333333333,25,,6,,0.0
83,Pre,forage,Forage-to-forage,78.8032454361055,sub103,5,2,34834,,2,20,0.320666666666667,38,,1,,0.0
84,Pre,forage,Forage-to-forage,46.85598377281946,sub103,5,2,34473,,2,20,0.304622222222222,38,,2,,0.0
85,Pre,forage,Forage-to-forage,30.121703853955353,sub103,5,2,34217,,2,20,0.293244444444444,38,,3,,0.0
86,Pre,forage,Forage-to-forage,313.08316430020284,sub103,5,2,34016,,2,20,0.284311111111111,45,,4,,0.0
87,Pre,forage,Forage-to-forage,15.517241379310349,sub103,5,2,32885,,2,20,0.234044444444444,62,,5,,0.0
88,Pre,forage,Forage-to-forage,64.80730223123732,sub103,5,2,32732,,2,20,0.227244444444444,62,,6,,0.0
89,Pre,forage,Forage-to-forage,15.821501014198759,sub103,5,3,57444,,2,20,0.0636,29,,1,,0.0
90,Pre,forage,Forage-to-forage,138.7423935091278,sub103,5,3,57290,,2,20,0.0567555555555556,29,,2,,0.0
91,Pre,forage,Forage-to-forage,79.71602434077079,sub103,5,3,56732,,2,20,0.0319555555555556,20,,3,,0.0
92,Pre,forage,Forage-to-forage,14.908722109533471,sub103,5,3,56368,,2,20,0.0157777777777778,20,,4,,0.0
93,Pre,forage,Forage-to-forage,79.41176470588238,sub103,6,1,4584,,3,10,0.36608,41,,1,,0.0
94,Pre,forage,Forage-to-forage,425.65922920892496,sub103,6,1,4221,,3,10,0.33704,41,,2,,0.0
95,Pre,forage,Forage-to-forage,459.73630831643004,sub103,6,1,11416,,3,10,0.75736,37,,1,,0.0
96,Pre,forage,Forage-to-forage,488.3367139959432,sub103,6,1,9803,,3,10,0.62832,18,,2,,0.0
97,Pre,forage,Forage-to-forage,31.643002028397575,sub103,6,2,22540,,3,10,0.1228,26,,1,,0.0
98,Pre,forage,Forage-to-forage,63.89452332657203,sub103,6,2,22334,,3,10,0.10632,26,,2,,0.0
99,Pre,forage,Forage-to-forage,16.125760649087226,sub103,6,2,22022,,3,10,0.08136,25,,3,,0.0
100,Pre,forage,Forage-to-forage,141.48073022312377,sub103,6,2,21867,,3,10,0.06896,25,,4,,0.0
101,Pre,forage,Forage-to-forage,17.64705882352939,sub103,6,2,21300,,3,10,0.0236,25,,5,,0.0
102,Pre,forage,Forage-to-forage,188.64097363083167,sub103,6,3,42046,,3,10,0.16288,21,,1,,0.0
103,Pre,forage,Forage-to-forage,111.05476673427995,sub103,6,3,41324,,3,10,0.10512,29,,2,,0.0
104,Pre,forage,Forage-to-forage,31.947261663285985,sub103,6,3,49357,,3,10,0.46136,11,,1,,0.0
105,Pre,forage,Forage-to-forage,453.34685598377285,sub103,6,3,49150,,3,10,0.4448,11,,2,,0.0
106,Pre,forage,Forage-to-forage,77.58620689655174,sub103,6,3,47558,,3,10,0.31744,24,,3,,0.0
107,Pre,forage,Forage-to-forage,410.4462474645031,sub103,6,3,47201,,3,10,0.28888,24,,4,,0.0
108,Pre,forage,Forage-to-forage,113.184584178499,sub103,6,4,58712,,3,10,0.1352,39,,1,,0.0
109,Pre,forage,Forage-to-forage,48.37728194726168,sub103,6,4,58238,,3,10,0.09728,39,,2,,0.0
110,Pre,forage,Forage-to-forage,127.48478701825559,sub103,6,4,57977,,3,10,0.0764,30,,3,,0.0
111,Pre,forage,Forage-to-forage,31.643002028397575,sub103,6,4,57456,,3,10,0.03472,30,,4,,0.0
112,Pre,forage,Forage-to-forage,457.606490872211,sub103,6,4,64452,,3,10,0.33952,31,,1,,0.0
113,Pre,forage,Forage-to-forage,454.868154158215,sub103,6,4,70146,,3,10,0.3436,26,,1,,0.0
114,Pre,forage,Forage-to-forage,48.07302231237321,sub103,6,5,80659,,3,10,0.13016,37,,1,,0.0
115,Pre,forage,Forage-to-forage,63.28600405679515,sub103,6,5,80399,,3,10,0.10936,37,,2,,0.0
116,Pre,forage,Forage-to-forage,206.5922920892495,sub103,6,5,80089,,3,10,0.08456,37,,3,,0.0
117,Pre,forage,Forage-to-forage,124.13793103448279,sub103,7,1,5279,,1,10,0.33064,33,,1,,0.0
118,Pre,forage,Forage-to-forage,428.39756592292093,sub103,7,1,4769,,1,10,0.28984,24,,2,,0.0
119,Pre,forage,Forage-to-forage,422.31237322515216,sub103,7,1,3259,,1,10,0.16904,30,,3,,0.0
120,Pre,forage,Forage-to-forage,63.89452332657203,sub103,7,2,17507,,1,10,0.2788,25,,1,,0.0
121,Pre,forage,Forage-to-forage,456.9979716024341,sub103,7,2,17195,,1,10,0.25384,25,,2,,0.0
122,Pre,forage,Forage-to-forage,79.10750507099391,sub103,7,2,15591,,1,10,0.12552,43,,3,,0.0
123,Pre,forage,Forage-to-forage,77.58620689655174,sub103,7,2,15229,,1,10,0.09656,43,,4,,0.0
124,Pre,forage,Forage-to-forage,94.92900608519273,sub103,7,3,29778,,1,10,0.1404,7,,1,,0.0
125,Pre,forage,Forage-to-forage,202.63691683569982,sub103,7,3,29364,,1,10,0.10728,7,,2,,0.0
126,Pre,forage,Forage-to-forage,583.5699797160244,sub103,7,3,34609,,1,10,0.23256,12,,1,,0.0
127,Pre,forage,Forage-to-forage,61.46044624746452,sub103,7,4,50090,,1,10,0.32472,39,,1,,0.0
128,Pre,forage,Forage-to-forage,81.54158215010142,sub103,7,4,49786,,1,10,0.3004,40,,2,,0.0
129,Pre,forage,Forage-to-forage,410.14198782961466,sub103,7,4,49416,,1,10,0.2708,40,,3,,0.0
130,Pre,forage,Forage-to-forage,78.49898580121703,sub103,7,4,47966,,1,10,0.1548,21,,4,,0.0
131,Pre,forage,Forage-to-forage,66.02434077079107,sub103,7,4,47606,,1,10,0.126,21,,5,,0.0
132,Pre,forage,Forage-to-forage,111.66328600405683,sub103,7,4,47287,,1,10,0.10048,21,,6,,0.0
133,Pre,forage,Forage-to-forage,62.373225152129805,sub103,7,4,55337,,1,10,0.30856,21,,1,,0.0
134,Pre,forage,Forage-to-forage,48.37728194726168,sub103,7,4,55030,,1,10,0.284,29,,2,,0.0
135,Pre,forage,Forage-to-forage,219.37119675456393,sub103,7,4,54769,,1,10,0.26312,29,,3,,0.0
136,Pre,forage,Forage-to-forage,77.28194726166328,sub103,7,4,53946,,1,10,0.19728,34,,4,,0.0
137,Pre,forage,Forage-to-forage,440.5679513184584,sub103,7,4,53590,,1,10,0.1688,34,,5,,0.0
138,Pre,forage,Forage-to-forage,63.28600405679515,sub103,7,5,68539,,1,10,0.28024,12,,1,,0.0
139,Pre,forage,Forage-to-forage,47.160243407707924,sub103,7,5,68229,,1,10,0.25544,12,,2,,0.0
140,Pre,forage,Forage-to-forage,378.4989858012171,sub103,7,5,67972,,1,10,0.23488,3,,3,,0.0
141,Pre,forage,Forage-to-forage,79.71602434077079,sub103,7,5,66626,,1,10,0.1272,11,,4,,0.0
142,Pre,forage,Forage-to-forage,62.068965517241395,sub103,7,5,66262,,1,10,0.09808,11,,5,,0.0
143,Pre,forage,Forage-to-forage,80.62880324543613,sub103,7,5,65956,,1,10,0.0736,25,,6,,0.0
144,Pre,forage,Forage-to-forage,60.85192697768764,sub103,7,6,82123,,1,10,0.16592,18,,1,,0.0
145,Pre,forage,Forage-to-forage,95.5375253549696,sub103,7,6,81821,,1,10,0.14176,18,,2,,0.0
146,Pre,forage,Forage-to-forage,48.37728194726168,sub103,7,6,81405,,1,10,0.10848,18,,3,,0.0
147,Pre,forage,Forage-to-forage,62.373225152129805,sub103,7,6,81144,,1,10,0.0876,18,,4,,0.0
148,Pre,forage,Forage-to-forage,94.32048681541585,sub103,7,6,80837,,1,10,0.06304,20,,5,,0.0
149,Pre,forage,Forage-to-forage,64.80730223123732,sub103,7,6,87401,,1,10,0.3188,16,,1,,0.0
150,Pre,forage,Forage-to-forage,64.19878296146044,sub103,7,6,87086,,1,10,0.2936,18,,2,,0.0
151,Pre,forage,Forage-to-forage,266.5314401622718,sub103,7,6,86773,,1,10,0.26856,18,,3,,0.0
152,Pre,forage,Forage-to-forage,63.89452332657203,sub103,7,6,85795,,1,10,0.19032,26,,4,,0.0
153,Pre,forage,Forage-to-forage,423.5294117647059,sub103,7,6,85483,,1,10,0.16536,26,,5,,0.0
154,Pre,forage,Forage-to-forage,422.6166328600406,sub103,8,1,5684,,3,15,0.3244,22,,1,,0.0
155,Pre,forage,Forage-to-forage,440.8722109533469,sub103,8,1,4193,,3,15,0.2392,33,,2,,0.0
156,Post,forage,Forage-to-forage,437.8296146044625,sub103,8,1,10901,,3,15,,23,,1,,0.0
157,Post,forage,Forage-to-forage,438.4381338742394,sub103,8,1,16286,,3,15,,17,,1,,0.0
158,Post,forage,Forage-to-forage,469.1683569979716,sub103,8,1,14743,,3,15,,24,,2,,0.0
159,Pre,forage,Forage-to-forage,477.6876267748479,sub103,8,2,28609,,3,15,0.206285714285714,7,,1,,0.0
160,Pre,forage,Forage-to-forage,124.13793103448279,sub103,8,2,26937,,3,15,0.110742857142857,19,,2,,0.0
161,Pre,forage,Forage-to-forage,77.28194726166328,sub103,8,3,45901,,3,15,0.107714285714286,40,,1,,0.0
162,Pre,forage,Forage-to-forage,96.14604462474648,sub103,8,3,45545,,3,15,0.0873714285714286,40,,2,,0.0
163,Pre,forage,Forage-to-forage,108.92494929006085,sub103,8,3,45127,,3,15,0.0634857142857143,40,,3,,0.0
164,Pre,forage,Forage-to-forage,63.59026369168356,sub103,8,3,53660,,3,15,0.551085714285714,39,,1,,0.0
165,Pre,forage,Forage-to-forage,31.338742393509108,sub103,8,3,53349,,3,15,0.533314285714286,39,,2,,0.0
166,Pre,forage,Forage-to-forage,17.95131845841786,sub103,8,3,53144,,3,15,0.5216,39,,3,,0.0
167,Pre,forage,Forage-to-forage,267.44421906693714,sub103,8,3,52983,,3,15,0.5124,58,,4,,0.0
168,Pre,forage,Forage-to-forage,46.24746450304258,sub103,8,3,52002,,3,15,0.456342857142857,69,,5,,0.0
169,Pre,forage,Forage-to-forage,31.947261663285985,sub103,8,3,51748,,3,15,0.441828571428571,69,,6,,0.0
170,Pre,forage,Forage-to-forage,62.373225152129805,sub103,8,4,69986,,3,15,0.112628571428571,25,,1,,0.0
171,Pre,forage,Forage-to-forage,66.02434077079107,sub103,8,4,69679,,3,15,0.0950857142857143,25,,2,,0.0
172,Pre,forage,Forage-to-forage,60.54766734279917,sub103,8,4,69360,,3,15,0.0768571428571429,25,,3,,0.0
173,Pre,forage,Forage-to-forage,63.59026369168356,sub103,8,4,79310,,3,15,0.450285714285714,6,,1,,0.0
174,Pre,forage,Forage-to-forage,126.26774847870183,sub103,8,4,78999,,3,15,0.432514285714286,11,,2,,0.0
175,Pre,forage,Forage-to-forage,295.7403651115619,sub103,8,4,78482,,3,15,0.402971428571429,11,,3,,0.0
176,Pre,forage,Forage-to-forage,64.19878296146044,sub103,8,4,77408,,3,15,0.3416,17,,4,,0.0
177,Pre,forage,Forage-to-forage,79.41176470588238,sub103,8,4,77095,,3,15,0.323714285714286,17,,5,,0.0
178,Pre,forage,Forage-to-forage,376.67342799188646,sub103,8,4,76732,,3,15,0.302971428571429,16,,6,,0.0
179,Pre,forage,Forage-to-forage,46.85598377281946,sub103,9,1,5049,,4,10,0.36296,25,,1,,0.0
180,Pre,forage,Forage-to-forage,437.5253549695741,sub103,9,1,4793,,4,10,0.34248,22,,2,,0.0
181,Pre,forage,Forage-to-forage,63.89452332657203,sub103,9,2,17775,,4,10,0.30056,32,,1,,0.0
182,Pre,forage,Forage-to-forage,46.85598377281946,sub103,9,2,17463,,4,10,0.2756,32,,2,,0.0
183,Pre,forage,Forage-to-forage,0.0,sub103,9,2,17207,,4,10,0.25512,32,,3,,0.0
184,Pre,forage,Forage-to-forage,92.79918864097363,sub103,9,2,17105,,4,10,0.24696,32,,4,,0.0
185,Pre,forage,Forage-to-forage,188.0324543610548,sub103,9,2,16698,,4,10,0.2144,33,,5,,0.0
186,Pre,forage,Forage-to-forage,31.034482758620697,sub103,9,2,15978,,4,10,0.1568,23,,6,,0.0
187,Pre,forage,Forage-to-forage,30.42596348884382,sub103,9,2,23255,,4,10,0.3388,52,,1,,0.0
188,Pre,forage,Forage-to-forage,63.89452332657203,sub103,9,2,23053,,4,10,0.32264,52,,2,,0.0
189,Pre,forage,Forage-to-forage,345.3346855983773,sub103,9,2,22741,,4,10,0.29768,43,,3,,0.0
190,Pre,forage,Forage-to-forage,63.28600405679515,sub103,9,3,41236,,4,10,0.41784,23,,1,,0.0
191,Pre,forage,Forage-to-forage,16.734279918864104,sub103,9,3,40926,,4,10,0.39304,31,,2,,0.0
192,Pre,forage,Forage-to-forage,298.47870182555783,sub103,9,3,40769,,4,10,0.38048,31,,3,,0.0
193,Pre,forage,Forage-to-forage,48.985801217038556,sub103,9,3,39686,,4,10,0.29384,47,,4,,0.0
194,Pre,forage,Forage-to-forage,48.07302231237321,sub103,9,3,39423,,4,10,0.2728,47,,5,,0.0
195,Pre,forage,Forage-to-forage,63.28600405679515,sub103,9,3,39163,,4,10,0.252,47,,6,,0.0
196,Pre,forage,Forage-to-forage,125.96348884381342,sub103,9,4,57069,,4,10,0.16448,30,,1,,0.0
197,Pre,forage,Forage-to-forage,80.32454361054766,sub103,9,4,56553,,4,10,0.1232,13,,2,,0.0
198,Pre,forage,Forage-to-forage,48.07302231237321,sub103,9,5,73921,,4,10,0.31256,29,,1,,0.0
199,Pre,forage,Forage-to-forage,77.58620689655174,sub103,9,5,73661,,4,10,0.29176,29,,2,,0.0
200,Pre,forage,Forage-to-forage,407.70791075050715,sub103,9,5,73304,,4,10,0.2632,29,,3,,0.0
201,Pre,forage,Forage-to-forage,78.19472616632862,sub103,9,5,71862,,4,10,0.14784,24,,4,,0.0
202,Pre,forage,Forage-to-forage,456.69371196754565,sub103,9,5,79537,,4,10,0.34752,24,,1,,0.0
203,Pre,forage,Forage-to-forage,441.48073022312377,sub103,10,1,8167,,4,20,0.333066666666667,59,,1,,0.0
204,Pre,forage,Forage-to-forage,453.04259634888444,sub103,10,1,6614,,4,20,0.264044444444444,61,,2,,0.0
205,Pre,forage,Forage-to-forage,440.5679513184584,sub103,10,1,5023,,4,20,0.193333333333333,64,,3,,0.0
206,Pre,forage,Forage-to-forage,443.9148073022313,sub103,10,2,37071,,4,20,0.294488888888889,2,,1,,0.0
207,Pre,forage,Forage-to-forage,502.6369168356998,sub103,10,2,35510,,4,20,0.225111111111111,18,,2,,0.0
208,Pre,forage,Forage-to-forage,108.62068965517244,sub103,10,3,55614,,4,20,0.0704,17,,1,,0.0
209,Pre,forage,Forage-to-forage,437.8296146044625,sub103,10,3,63514,,4,20,0.270755555555556,17,,1,,0.0
210,Pre,forage,Forage-to-forage,455.78093306288037,sub103,10,3,61973,,4,20,0.202266666666667,23,,2,,0.0
211,Post,forage,Forage-to-forage,450.60851926977693,sub103,10,3,70688,,4,20,,15,,1,,0.0
212,Post,forage,Forage-to-forage,475.86206896551727,sub103,10,3,69105,,4,20,,9,,2,,0.0
213,Pre,forage,Forage-to-forage,484.98985801217043,sub103,11,1,5457,,4,10,0.37056,22,,1,,0.0
214,Pre,forage,Forage-to-forage,454.5638945233266,sub103,11,1,13155,,4,10,0.48256,19,,1,,0.0
215,Pre,forage,Forage-to-forage,451.8255578093307,sub103,11,1,11559,,4,10,0.35488,33,,2,,0.0
216,Pre,forage,Forage-to-forage,141.48073022312377,sub103,11,2,21973,,4,10,0.15672,40,,1,,0.0
217,Pre,forage,Forage-to-forage,90.97363083164299,sub103,11,2,21406,,4,10,0.11136,40,,2,,0.0
218,Pre,forage,Forage-to-forage,77.58620689655174,sub103,11,2,28377,,4,10,0.37584,40,,1,,0.0
219,Pre,forage,Forage-to-forage,374.23935091277895,sub103,11,2,28020,,4,10,0.34728,35,,2,,0.0
220,Pre,forage,Forage-to-forage,127.78904665314406,sub103,11,2,26688,,4,10,0.24072,55,,3,,0.0
221,Pre,forage,Forage-to-forage,17.34279918864098,sub103,11,3,49838,,4,10,0.57992,25,,1,,0.0
222,Pre,forage,Forage-to-forage,62.068965517241395,sub103,11,3,49679,,4,10,0.5672,25,,2,,0.0
223,Pre,forage,Forage-to-forage,233.97565922920896,sub103,11,3,49373,,4,10,0.54272,25,,3,,0.0
224,Pre,forage,Forage-to-forage,109.8377281947262,sub103,11,3,48502,,4,10,0.47304,33,,4,,0.0
225,Pre,forage,Forage-to-forage,454.2596348884382,sub103,11,3,48039,,4,10,0.436,38,,5,,0.0
226,Pre,forage,Forage-to-forage,123.52941176470591,sub103,11,4,60981,,4,10,0.15544,5,,1,,0.0
227,Pre,forage,Forage-to-forage,484.68559837728196,sub103,11,4,67533,,4,10,0.37096,10,,1,,0.0
228,Pre,forage,Forage-to-forage,458.82352941176475,sub103,11,5,81072,,4,10,0.40208,62,,1,,0.0
229,Pre,forage,Forage-to-forage,79.71602434077079,sub103,11,5,79462,,4,10,0.27328,49,,2,,0.0
230,Pre,forage,Forage-to-forage,362.0689655172414,sub103,11,5,79098,,4,10,0.24416,49,,3,,0.0
231,Pre,forage,Forage-to-forage,94.01622718052738,sub103,11,5,77806,,4,10,0.1408,24,,4,,0.0
232,Pre,forage,Forage-to-forage,62.068965517241395,sub103,11,5,77395,,4,10,0.10792,24,,5,,0.0
233,Pre,forage,Forage-to-forage,63.28600405679515,sub103,11,5,77089,,4,10,0.08344,24,,6,,0.0
234,Pre,forage,Forage-to-forage,508.1135902636917,sub103,12,1,4856,,3,10,0.32704,17,,1,,0.0
235,Pre,forage,Forage-to-forage,465.8215010141988,sub103,12,1,12114,,3,10,0.43584,13,,1,,0.0
236,Pre,forage,Forage-to-forage,474.03651115618663,sub103,12,1,10481,,3,10,0.3052,5,,2,,0.0
237,Pre,forage,Forage-to-forage,453.34685598377285,sub103,12,2,29071,,3,10,0.54064,21,,1,,0.0
238,Pre,forage,Forage-to-forage,502.9411764705883,sub103,12,3,43452,,3,10,0.40104,30,,1,,0.0
