"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","proximity","proxHide","posUncertainty","tpDiscovery","threatSearchDelay","caught","afterEpoch","predatorFirstSeen","failedAttempts","maxPossTime","tpEpoch_MinDisc","ParticipantID","checkAction","schedID"
5,"vigilence5","TRUE",1622730739290,9654,9641,1622730729636,1622730729649,0,4,2,NA,147,0,"TRUE",5,0.157,640,512,1,6.5,20,0,1,0,"0","0",3256,"NaN",NA,1749,924,366,6208,NA,NA,0,55951,73.609,-16.859,-16.859,0.0183,9275,2775,0,0,0,0,28000,366,"sub127",TRUE,"sched9_17Jan20_45min_shuffledv3.json"
5,"vigilence5","FALSE",1622730739866,10230,10217,1622730729636,1622730729649,0,4,10,NA,147,0,"TRUE",5,0.1858,640,512,1,6.5,20,0,1,0,"0","0",3832,"NaN",NA,2325,1500,576,6784,NA,NA,0,56527,74.185,-16.283,-16.283,0.0288,9275,2775,0,0,0,0,28000,942,"sub127",TRUE,"sched9_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622730740742,11106,11093,1622730729636,1622730729649,0,4,38,38,185,0,"TRUE",5,0.2296,640,512,1,6.5,20,0,1,0,"0","0",4708,"NaN",NA,3201,2376,876,7660,NA,NA,0,57403,75.061,-15.407,-15.407,0.0438,9275,2775,0,0,0,0,28000,1818,"sub127",FALSE,"sched9_17Jan20_45min_shuffledv3.json"
5,"vigilence5","FALSE",1622730742867,13231,13218,1622730729636,1622730729649,0,4,38,NA,185,0,"TRUE",5,0.3358,640,512,1,6.5,20,0,1,0,"0","0",2125,"NaN",NA,5326,4501,3001,9785,NA,NA,0,59528,77.186,-13.282,-13.282,0.15005,9275,2775,0,0,0,0,28000,3943,"sub127",TRUE,"sched9_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622730746117,16481,16468,1622730729636,1622730729649,0,4,85,85,270,0,"TRUE",5,0.4984,640,512,1,6.5,20,0,1,0,"0","0",5375,"NaN",NA,8576,7751,3250,13035,NA,NA,0,62778,80.436,-10.032,-10.032,0.1625,9275,2775,0,0,0,0,28000,7193,"sub127",FALSE,"sched9_17Jan20_45min_shuffledv3.json"
1,"forage","TRUE",1622730747363,17727,17714,1622730729636,1622730729649,0,4,68,68,270,0,"TRUE",5,0.5606,640,512,1,6.5,20,0,1,0,"0","0",1246,"NaN",NA,9822,8997,4496,14281,NA,NA,0,64024,81.682,-8.786,-8.786,0.2248,9275,2775,0,0,0,0,28000,8439,"sub127",FALSE,"sched9_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622730747784,18148,18135,1622730729636,1622730729649,0,4,42,42,312,0,"TRUE",5,0.5817,640,512,1,6.5,20,0,1,0,"0","0",421,"NaN",NA,10243,9418,4917,14702,NA,NA,0,64445,82.103,-8.365,-8.365,0.24585,9275,2775,0,0,0,0,28000,8860,"sub127",FALSE,"sched9_17Jan20_45min_shuffledv3.json"
5,"vigilence5","TRUE",1622730748456,18820,18807,1622730729636,1622730729649,0,4,42,NA,312,0,"TRUE",5,0.6153,640,512,1,6.5,20,0,1,0,"0","0",672,"NaN",NA,10915,10090,5589,15374,NA,NA,0,65117,82.775,-7.693,-7.693,0.27945,9275,2775,0,0,0,0,28000,9532,"sub127",TRUE,"sched9_17Jan20_45min_shuffledv3.json"
5,"vigilence5","TRUE",1622730749136,19500,19487,1622730729636,1622730729649,0,4,26,NA,312,0,"TRUE",5,0.6493,640,512,1,6.5,20,0,1,0,"0","0",1352,"NaN",NA,11595,10770,680,16054,NA,NA,0,65797,83.455,-7.013,-7.013,0.034,9275,2775,0,0,0,0,28000,10212,"sub127",TRUE,"sched9_17Jan20_45min_shuffledv3.json"
5,"vigilence5","FALSE",1622730749602,19966,19953,1622730729636,1622730729649,0,4,26,NA,312,0,"TRUE",5,0.6726,640,512,1,6.5,20,0,1,0,"0","0",1818,"NaN",NA,12061,11236,466,16520,NA,NA,0,66263,83.921,-6.547,-6.547,0.0233,9275,2775,0,0,0,0,28000,10678,"sub127",TRUE,"sched9_17Jan20_45min_shuffledv3.json"
2,"hide","FALSE",1622730750272,20636,20623,1622730729636,1622730729649,0,4,89,NA,312,0,"TRUE",5,0.7061,640,512,1,6.5,20,0,1,0,"0","0",2488,"NaN",NA,12731,11906,670,17190,NA,NA,0,66933,84.591,-5.877,-5.877,0.0335,9275,2775,0,0,0,0,28000,11348,"sub127",FALSE,"sched9_17Jan20_45min_shuffledv3.json"
4,"vigilence4","FALSE",1622730769839,40203,12195,1622730729636,1622730757644,0,4,4,NA,570,0,"TRUE",4,0.4846,640,512,1,2.5,20,1,2,0,"0","0",3534,"NaN",13064,1776,935,20237,36757,NA,NA,0,86500,104.158,-10.305,-10.305,0.04675,11260,8760,0,0,0,0,24000,935,"sub127",TRUE,"sched9_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622730770615,40979,12971,1622730729636,1622730757644,0,4,4,4,574,0,"TRUE",4,0.5234,640,512,1,2.5,20,1,2,0,"0","0",4310,"NaN",13840,2552,776,21013,37533,NA,NA,0,87276,104.934,-9.529,-9.529,0.0388,11260,8760,0,0,0,0,24000,1711,"sub127",FALSE,"sched9_17Jan20_45min_shuffledv3.json"
1,"forage","TRUE",1622730772114,42478,14470,1622730729636,1622730757644,0,4,74,74,574,0,"TRUE",4,0.5984,640,512,1,2.5,20,1,2,0,"0","0",1499,"NaN",15339,4051,2275,22512,39032,NA,NA,0,88775,106.433,-8.03,-8.03,0.11375,11260,8760,0,0,0,0,24000,3210,"sub127",FALSE,"sched9_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622730772623,42987,14979,1622730729636,1622730757644,0,4,74,74,648,0,"TRUE",4,0.6239,640,512,1,2.5,20,1,2,0,"0","0",509,"NaN",15848,4560,2784,23021,39541,NA,NA,0,89284,106.942,-7.521,-7.521,0.1392,11260,8760,0,0,0,0,24000,3719,"sub127",FALSE,"sched9_17Jan20_45min_shuffledv3.json"
