"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","afterEpoch","failedAttempts","discovery","firstCheck_corrected","lastCheck_corrected","pPredator","timePressure","recheck","ParticipantIDs","checkAction","schedID"
1,"forage","FALSE",1622549858647,964,951,1622549857683,1622549857696,0,4,25,25,25,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",NA,"NaN",NA,NA,NA,NA,NA,NA,NA,0,55885,73.543,0,0,0,0,0,0.0905714285714286,0.0422666666666667,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622549860197,2514,2501,1622549857683,1622549857696,0,4,29,29,54,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",1550,"NaN",NA,NA,NA,NA,NA,NA,NA,0,57435,75.093,0,0,0,0,0,0.238190476190476,0.111155555555556,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
3,"vigilence3","TRUE",1622549864464,6781,6768,1622549857683,1622549857696,0,4,57,NA,54,0,"TRUE",4,0.0134,640,512,0,6.5,20,0,1,0,"0","1",4267,"NaN",1225,NA,NA,NA,NA,NA,NA,0,61702,79.36,0,0,0,1,0,0.644571428571429,0.3008,0,"sub222",TRUE,"sched10_17Jan20_45min_shuffledv3.json"
3,"vigilence3","TRUE",1622549865453,7770,7757,1622549857683,1622549857696,0,4,32,NA,54,0,"TRUE",4,0.0628,640,512,0,6.5,20,0,1,0,"0","1",5256,"NaN",2214,989,NA,NA,NA,NA,NA,0,62691,80.349,0,0,0,0,0,0.738761904761905,0.344755555555556,1,"sub222",TRUE,"sched10_17Jan20_45min_shuffledv3.json"
3,"vigilence3","FALSE",1622549865865,8182,8169,1622549857683,1622549857696,0,4,54,NA,54,0,"TRUE",4,0.0834,640,512,0,6.5,20,0,1,0,"1","0",5668,"NaN",2626,412,NA,NA,NA,NA,NA,0,63103,80.761,0,0,0,0,0,0.778,0.363066666666667,1,"sub222",TRUE,"sched10_17Jan20_45min_shuffledv3.json"
4,"vigilence4","FALSE",1622549866433,8750,8737,1622549857683,1622549857696,0,4,54,NA,54,0,"TRUE",4,0.1118,640,512,1,6.5,20,0,1,0,"0","0",6236,"NaN",3194,568,NA,NA,NA,NA,NA,0,63671,81.329,0,0,1,0,0,0.832095238095238,0.388311111111111,1,"sub222",TRUE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","TRUE",1622549887065,29382,1372,1622549857683,1622549885693,0,4,10,10,67,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,2,0,"0","0",15099,"NaN",2273,21200,20632,NA,NA,NA,NA,0,84303,101.961,0,0,0,0,0,0.130666666666667,0.0609777777777778,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622549887678,29995,1985,1622549857683,1622549885693,0,4,10,10,77,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,2,0,"0","0",613,"NaN",2886,21813,21245,NA,NA,NA,NA,0,84916,102.574,0,0,0,0,0,0.189047619047619,0.0882222222222222,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622549890108,32425,4415,1622549857683,1622549885693,0,4,46,46,123,0,"TRUE",6,0.0956,640,512,0,2.5,20,1,2,0,"0","0",2430,"NaN",5316,24243,23675,NA,NA,NA,NA,0,87346,105.004,0,0,0,0,0,0.42047619047619,0.196222222222222,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622549891908,34225,6215,1622549857683,1622549885693,0,4,83,83,206,0,"TRUE",6,0.1856,640,512,0,2.5,20,1,2,0,"0","0",1800,"NaN",7116,26043,25475,NA,NA,NA,NA,0,89146,106.804,0,0,0,0,0,0.591904761904762,0.276222222222222,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
3,"vigilence3","FALSE",1622549893777,36094,8084,1622549857683,1622549885693,0,4,80,NA,206,0,"TRUE",6,0.2791,640,512,0,2.5,20,1,2,0,"1","0",1869,"NaN",8985,27912,27344,NA,NA,NA,NA,0,91015,108.673,0,0,0,1,0,0.769904761904762,0.359288888888889,0,"sub222",TRUE,"sched10_17Jan20_45min_shuffledv3.json"
4,"vigilence4","TRUE",1622549894237,36554,8544,1622549857683,1622549885693,0,4,80,NA,206,0,"TRUE",6,0.3021,640,512,0,2.5,20,1,2,0,"1","0",2329,"NaN",9445,460,27804,NA,NA,NA,NA,0,91475,109.133,0,0,0,0,0,0.813714285714286,0.379733333333333,1,"sub222",TRUE,"sched10_17Jan20_45min_shuffledv3.json"
4,"vigilence4","FALSE",1622549894754,37071,9061,1622549857683,1622549885693,0,4,79,NA,206,0,"TRUE",6,0.3279,640,512,0,2.5,20,1,2,0,"0","0",2846,"NaN",9962,977,517,NA,NA,NA,NA,0,91992,109.65,0,0,0,0,0,0.862952380952381,0.402711111111111,1,"sub222",TRUE,"sched10_17Jan20_45min_shuffledv3.json"
5,"vigilence5","FALSE",1622549895278,37595,9585,1622549857683,1622549885693,0,4,79,NA,206,0,"TRUE",6,0.3541,640,512,0,2.5,20,1,2,0,"0","0",3370,"NaN",10486,1501,524,NA,NA,NA,NA,0,92516,110.174,0,0,0,0,0,0.912857142857143,0.426,1,"sub222",TRUE,"sched10_17Jan20_45min_shuffledv3.json"
6,"vigilence6","FALSE",1622549896154,38471,10461,1622549857683,1622549885693,0,4,79,NA,206,0,"TRUE",6,0.3979,640,512,1,2.5,20,1,2,0,"0","1",4246,"NaN",11362,2377,1400,876,NA,NA,NA,0,93392,111.05,0,0,1,0,1,0.996285714285714,0.464933333333333,1,"sub222",TRUE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","TRUE",1622549910296,52613,606,1622549857683,1622549909690,0,4,25,25,206,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,3,0,"0","0",18388,"NaN",1082,16519,15542,15018,14142,NA,NA,0,107534,125.192,0,0,0,0,0,0.0577142857142857,0.0269333333333333,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","TRUE",1622549911535,53852,1845,1622549857683,1622549909690,0,4,2,2,206,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,3,0,"0","0",1239,"NaN",2321,17758,16781,16257,15381,NA,NA,0,108773,126.431,0,0,0,0,0,0.175714285714286,0.082,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622549912254,54571,2564,1622549857683,1622549909690,0,4,62,62,268,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,3,0,"0","0",719,"NaN",3040,18477,17500,16976,16100,NA,NA,0,109492,127.15,0,0,0,0,0,0.244190476190476,0.113955555555556,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622549914840,57157,5150,1622549857683,1622549909690,0,4,73,73,341,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,3,0,"0","0",2586,"NaN",5626,21063,20086,19562,18686,NA,NA,0,112078,129.736,0,0,0,0,0,0.49047619047619,0.228888888888889,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622549917156,59473,7466,1622549857683,1622549909690,0,4,45,45,386,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,3,0,"0","0",2316,"NaN",7942,23379,22402,21878,21002,NA,NA,0,114394,132.052,0,0,0,0,0,0.711047619047619,0.331822222222222,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622549919887,62204,10197,1622549857683,1622549909690,0,4,36,36,422,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,3,0,"0","0",2731,"NaN",10673,26110,25133,24609,23733,NA,NA,0,117125,134.783,0,0,0,0,0,0.971142857142857,0.4532,0,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
3,"vigilence3","TRUE",1622549921216,63533,11526,1622549857683,1622549909690,0,4,46,NA,422,0,"TRUE",3,0.0512,640,512,0,10.5,20,2,3,0,"0","1",1329,"NaN",12002,27439,26462,25938,25062,NA,NA,0,118454,136.112,0,0,0,1,0,1,0.512266666666667,0,"sub222",TRUE,"sched10_17Jan20_45min_shuffledv3.json"
3,"vigilence3","FALSE",1622549921837,64154,12147,1622549857683,1622549909690,0,4,54,NA,422,0,"TRUE",3,0.0823,640,512,1,10.5,20,2,3,0,"1","0",1950,"NaN",12623,621,27083,26559,25683,NA,NA,0,119075,136.733,0,0,1,0,0,1,0.539866666666667,1,"sub222",TRUE,"sched10_17Jan20_45min_shuffledv3.json"
