"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","proximity","proxHide","posUncertainty","tpDiscovery","threatSearchDelay","caught","afterEpoch","predatorFirstSeen","failedAttempts","maxPossTime","tpEpoch_MinDisc","ParticipantID","checkAction","schedID"
4,"vigilence4","FALSE",1622797880521,11190,11179,1622797869331,1622797869342,0,4,38,NA,143,0,"TRUE",4,0.2338,640,512,1,6.5,20,0,1,0,"0","0",4150,"NaN",NA,1598,766,8476,2534,NA,NA,0,60451,78.109,-15.321,-15.321,0.0383,10413,3913,0,0,0,0,28000,766,"sub228",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1622797881252,11921,11910,1622797869331,1622797869342,0,4,38,38,181,0,"TRUE",4,0.2704,640,512,1,6.5,20,0,1,0,"0","0",4881,"NaN",NA,2329,731,9207,3265,NA,NA,0,61182,78.84,-14.59,-14.59,0.03655,10413,3913,0,0,0,0,28000,1497,"sub228",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1622797882695,13364,13353,1622797869331,1622797869342,0,4,38,38,181,0,"TRUE",4,0.3426,640,512,1,6.5,20,0,1,0,"0","0",1443,"NaN",NA,3772,2174,10650,4708,NA,NA,0,62625,80.283,-13.147,-13.147,0.1087,10413,3913,0,0,0,0,28000,2940,"sub228",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1622797883255,13924,13913,1622797869331,1622797869342,0,4,38,38,219,0,"TRUE",4,0.3705,640,512,1,6.5,20,0,1,0,"0","0",560,"NaN",NA,4332,2734,11210,5268,NA,NA,0,63185,80.843,-12.587,-12.587,0.1367,10413,3913,0,0,0,0,28000,3500,"sub228",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
4,"vigilence4","TRUE",1622797884071,14740,14729,1622797869331,1622797869342,0,4,13,NA,219,0,"TRUE",4,0.4113,640,512,1,6.5,20,0,1,0,"0","0",816,"NaN",NA,5148,3550,12026,6084,NA,NA,0,64001,81.659,-11.771,-11.771,0.1775,10413,3913,0,0,0,0,28000,4316,"sub228",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
4,"vigilence4","TRUE",1622797884379,15048,15037,1622797869331,1622797869342,0,4,8,NA,219,0,"TRUE",4,0.4268,640,512,1,6.5,20,0,1,0,"0","0",1124,"NaN",NA,5456,308,12334,6392,NA,NA,0,64309,81.967,-11.463,-11.463,0.0154,10413,3913,0,0,0,0,28000,4624,"sub228",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
4,"vigilence4","TRUE",1622797884744,15413,15402,1622797869331,1622797869342,0,4,8,NA,219,0,"TRUE",4,0.445,640,512,1,6.5,20,0,1,0,"0","0",1489,"NaN",NA,5821,365,12699,6757,NA,NA,0,64674,82.332,-11.098,-11.098,0.01825,10413,3913,0,0,0,0,28000,4989,"sub228",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
4,"vigilence4","FALSE",1622797885203,15872,15861,1622797869331,1622797869342,0,4,8,NA,219,0,"TRUE",4,0.4679,640,512,1,6.5,20,0,1,0,"0","0",1948,"NaN",NA,6280,459,13158,7216,NA,NA,0,65133,82.791,-10.639,-10.639,0.02295,10413,3913,0,0,0,0,28000,5448,"sub228",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1622797885820,16489,16478,1622797869331,1622797869342,0,4,85,85,304,0,"TRUE",4,0.4988,640,512,1,6.5,20,0,1,0,"0","0",2565,"NaN",NA,6897,617,13775,7833,NA,NA,0,65750,83.408,-10.022,-10.022,0.03085,10413,3913,0,0,0,0,28000,6065,"sub228",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1622797887155,17824,17813,1622797869331,1622797869342,0,4,68,68,304,0,"TRUE",4,0.5655,640,512,1,6.5,20,0,1,0,"0","0",1335,"NaN",NA,8232,1952,15110,9168,NA,NA,0,67085,84.743,-8.687,-8.687,0.0976,10413,3913,0,0,0,0,28000,7400,"sub228",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
