"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","afterEpoch","failedAttempts","discovery","firstCheck_corrected","lastCheck_corrected","pPredator","timePressure","recheck","ParticipantIDs","checkAction","schedID"
1,"forage","FALSE",1622624832847,857,844,1622624831990,1622624832003,0,4,25,25,25,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",NA,"NaN",NA,NA,NA,NA,NA,NA,NA,0,74245,91.903,0,0,0,0,0,0.0803809523809524,0.0375111111111111,0,"sub123",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1622624834580,2590,2577,1622624831990,1622624832003,0,4,29,29,54,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",1733,"NaN",NA,NA,NA,NA,NA,NA,NA,0,75978,93.636,0,0,0,0,0,0.245428571428571,0.114533333333333,0,"sub123",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1622624836699,4709,4696,1622624831990,1622624832003,0,4,90,90,144,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",2119,"NaN",NA,NA,NA,NA,NA,NA,NA,0,78097,95.755,0,0,0,0,0,0.447238095238095,0.208711111111111,0,"sub123",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
3,"vigilence3","FALSE",1622624838566,6576,6563,1622624831990,1622624832003,0,4,57,NA,144,0,"TRUE",5,0.0031,640,512,0,6.5,20,0,1,0,"1","0",1867,"NaN",NA,NA,NA,NA,NA,NA,NA,0,79964,97.622,0,0,0,1,0,0.625047619047619,0.291688888888889,0,"sub123",TRUE,"sched9_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1622624839349,7359,7346,1622624831990,1622624832003,0,4,32,32,176,0,"TRUE",5,0.0422,640,512,0,6.5,20,0,1,0,"0","0",2650,"NaN",NA,783,NA,NA,NA,NA,NA,0,80747,98.405,0,0,0,0,0,0.699619047619048,0.326488888888889,1,"sub123",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
4,"vigilence4","TRUE",1622624839965,7975,7962,1622624831990,1622624832003,0,4,32,NA,176,0,"TRUE",5,0.0731,640,512,0,6.5,20,0,1,0,"1","0",616,"NaN",NA,1399,NA,NA,NA,NA,NA,0,81363,99.021,0,0,0,0,0,0.758285714285714,0.353866666666667,1,"sub123",TRUE,"sched9_17Jan20_45min_shuffledv1.json"
4,"vigilence4","TRUE",1622624840640,8650,8637,1622624831990,1622624832003,0,4,54,NA,176,0,"TRUE",5,0.1068,640,512,0,6.5,20,0,1,0,"1","0",1291,"NaN",NA,2074,675,NA,NA,NA,NA,0,82038,99.696,0,0,0,0,0,0.822571428571429,0.383866666666667,1,"sub123",TRUE,"sched9_17Jan20_45min_shuffledv1.json"
4,"vigilence4","FALSE",1622624841109,9119,9106,1622624831990,1622624832003,0,4,2,NA,176,0,"TRUE",5,0.1303,640,512,0,6.5,20,0,1,0,"0","0",1760,"NaN",NA,2543,469,NA,NA,NA,NA,0,82507,100.165,0,0,0,0,0,0.867238095238095,0.404711111111111,1,"sub123",TRUE,"sched9_17Jan20_45min_shuffledv1.json"
5,"vigilence5","FALSE",1622624842404,10414,10401,1622624831990,1622624832003,0,4,10,NA,176,0,"TRUE",5,0.195,640,512,1,6.5,20,0,1,0,"0","0",3055,"NaN",NA,3838,1295,NA,NA,NA,NA,0,83802,101.46,0,0,1,0,0,0.990571428571429,0.462266666666667,1,"sub123",TRUE,"sched9_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1622624862576,30586,2581,1622624831990,1622624859995,0,4,9,9,388,0,"TRUE",6,0.0038,640,512,0,2.5,20,1,2,0,"0","0",12288,"NaN",2762,24010,21467,10592,NA,NA,NA,0,103974,121.632,0,0,0,0,0,0.245809523809524,0.114711111111111,0,"sub123",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
