ParticipantID,ROI,Cope number,Phase,Action,Regressor,Value
sub121,SN,1,post,firstCheck,Constant,0.5972
sub121,SN,2,post,firstCheck,TimeSinceLastCheck,0.1043
sub121,SN,3,post,firstCheck,Proximity,0.3797
sub121,SN,4,post,firstCheck,Reward,0.2206
sub121,SN,5,post,firstForage,Constant,-0.5139
sub121,SN,6,post,firstForage,TimeSinceLastCheck,0.2986
sub121,SN,7,post,firstForage,Proximity,0.1978
sub121,SN,8,post,firstForage,Reward,0.2267
sub121,SN,9,post,Hide,Constant,-0.9081
sub121,SN,10,post,Hide,TimeSinceLastCheck,-0.054
sub121,SN,11,post,Hide,Proximity,0.0673
sub121,SN,12,post,Hide,Reward,-0.1559
sub121,SN,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.078
sub121,SN,15,pre,firstCheck,Reward,-0.3972
sub121,SN,16,pre,firstCheck,TimePressure,0.2782
sub121,SN,18,pre,firstForage,Reward,0.083
sub121,SN,19,pre,firstForage,TimePressure,0.6501
sub121,SN,20,pre,firstCheck,Constant,0.1973
sub121,SN,21,pre,firstForage,Constant,-1.0962
sub121,SN,70,pre_plus_post,firstForage,Reward,0.2155
sub121,SN,73,post,firstCheck,ThreatLevel,-0.245
sub121,SN,74,pre_plus_post,firstCheck,ThreatLevel,-0.2673
sub121,SN,63,pre,firstForage_minus_firstCheck,Reward,0.2721
sub121,ACC,1,post,firstCheck,Constant,0.8775
sub121,ACC,2,post,firstCheck,TimeSinceLastCheck,0.3996
sub121,ACC,3,post,firstCheck,Proximity,0.649
sub121,ACC,4,post,firstCheck,Reward,0.6795
sub121,ACC,5,post,firstForage,Constant,-0.0855
sub121,ACC,6,post,firstForage,TimeSinceLastCheck,0.1269
sub121,ACC,7,post,firstForage,Proximity,1.4355
sub121,ACC,8,post,firstForage,Reward,0.0376
sub121,ACC,9,post,Hide,Constant,0.2161
sub121,ACC,10,post,Hide,TimeSinceLastCheck,0.8034
sub121,ACC,11,post,Hide,Proximity,-0.4691
sub121,ACC,12,post,Hide,Reward,-0.6119
sub121,ACC,14,pre,SuccessfulFirstCheck,ThreatLevel,0.2883
sub121,ACC,15,pre,firstCheck,Reward,0.1327
sub121,ACC,16,pre,firstCheck,TimePressure,1.6863
sub121,ACC,18,pre,firstForage,Reward,-0.3728
sub121,ACC,19,pre,firstForage,TimePressure,0.5701
sub121,ACC,20,pre,firstCheck,Constant,0.9379
sub121,ACC,21,pre,firstForage,Constant,-0.8805
sub121,ACC,70,pre_plus_post,firstForage,Reward,-0.2017
sub121,ACC,73,post,firstCheck,ThreatLevel,-0.5372
sub121,ACC,74,pre_plus_post,firstCheck,ThreatLevel,-0.2232
sub121,ACC,63,pre,firstForage_minus_firstCheck,Reward,-0.3055
sub121,AI,1,post,firstCheck,Constant,0.9161
sub121,AI,2,post,firstCheck,TimeSinceLastCheck,0.2167
sub121,AI,3,post,firstCheck,Proximity,0.6097
sub121,AI,4,post,firstCheck,Reward,-0.4417
sub121,AI,5,post,firstForage,Constant,-2.2732
sub121,AI,6,post,firstForage,TimeSinceLastCheck,-0.2245
sub121,AI,7,post,firstForage,Proximity,1.6508
sub121,AI,8,post,firstForage,Reward,0.492
sub121,AI,9,post,Hide,Constant,0.5683
sub121,AI,10,post,Hide,TimeSinceLastCheck,0.2007
sub121,AI,11,post,Hide,Proximity,-0.1094
sub121,AI,12,post,Hide,Reward,-0.8099
sub121,AI,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.0769
sub121,AI,15,pre,firstCheck,Reward,-0.4679
sub121,AI,16,pre,firstCheck,TimePressure,1.6571
sub121,AI,18,pre,firstForage,Reward,0.2732
sub121,AI,19,pre,firstForage,TimePressure,1.2883
sub121,AI,20,pre,firstCheck,Constant,0.0131
sub121,AI,21,pre,firstForage,Constant,-1.423
sub121,AI,70,pre_plus_post,firstForage,Reward,0.5255
sub121,AI,73,post,firstCheck,ThreatLevel,-0.0773
sub121,AI,74,pre_plus_post,firstCheck,ThreatLevel,-0.1251
sub121,AI,63,pre,firstForage_minus_firstCheck,Reward,0.4305
sub121,Striatum,1,post,firstCheck,Constant,-0.3693
sub121,Striatum,2,post,firstCheck,TimeSinceLastCheck,-0.048
sub121,Striatum,3,post,firstCheck,Proximity,0.0288
sub121,Striatum,4,post,firstCheck,Reward,0.4526
sub121,Striatum,5,post,firstForage,Constant,-0.3553
sub121,Striatum,6,post,firstForage,TimeSinceLastCheck,-0.528
sub121,Striatum,7,post,firstForage,Proximity,1.5049
sub121,Striatum,8,post,firstForage,Reward,0.337
sub121,Striatum,9,post,Hide,Constant,-1.7325
sub121,Striatum,10,post,Hide,TimeSinceLastCheck,0.0361
sub121,Striatum,11,post,Hide,Proximity,-0.5269
sub121,Striatum,12,post,Hide,Reward,-1.1061
sub121,Striatum,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.6547
sub121,Striatum,15,pre,firstCheck,Reward,-1.1132
sub121,Striatum,16,pre,firstCheck,TimePressure,0.0342
sub121,Striatum,18,pre,firstForage,Reward,1.078
sub121,Striatum,19,pre,firstForage,TimePressure,-0.3957
sub121,Striatum,20,pre,firstCheck,Constant,0.6631
sub121,Striatum,21,pre,firstForage,Constant,-1.3012
sub121,Striatum,70,pre_plus_post,firstForage,Reward,0.9066
sub121,Striatum,73,post,firstCheck,ThreatLevel,-0.1102
sub121,Striatum,74,pre_plus_post,firstCheck,ThreatLevel,-0.6102
sub121,Striatum,63,pre,firstForage_minus_firstCheck,Reward,1.2853
sub121,PAG,1,post,firstCheck,Constant,0.3256
sub121,PAG,2,post,firstCheck,TimeSinceLastCheck,0.9422
sub121,PAG,3,post,firstCheck,Proximity,0.1489
sub121,PAG,4,post,firstCheck,Reward,0.9672
sub121,PAG,5,post,firstForage,Constant,0.0348
sub121,PAG,6,post,firstForage,TimeSinceLastCheck,0.1681
sub121,PAG,7,post,firstForage,Proximity,-0.1832
sub121,PAG,8,post,firstForage,Reward,-0.1244
sub121,PAG,9,post,Hide,Constant,0.2887
sub121,PAG,10,post,Hide,TimeSinceLastCheck,0.4289
sub121,PAG,11,post,Hide,Proximity,-1.3074
sub121,PAG,12,post,Hide,Reward,-0.176
sub121,PAG,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.1043
sub121,PAG,15,pre,firstCheck,Reward,0.1057
sub121,PAG,16,pre,firstCheck,TimePressure,1.604
sub121,PAG,18,pre,firstForage,Reward,-0.4308
sub121,PAG,19,pre,firstForage,TimePressure,-0.074
sub121,PAG,20,pre,firstCheck,Constant,0.2386
sub121,PAG,21,pre,firstForage,Constant,-0.5877
sub121,PAG,70,pre_plus_post,firstForage,Reward,-0.3566
sub121,PAG,73,post,firstCheck,ThreatLevel,-0.5682
sub121,PAG,74,pre_plus_post,firstCheck,ThreatLevel,-0.5636
sub121,PAG,63,pre,firstForage_minus_firstCheck,Reward,-0.3275
sub121,SC,1,post,firstCheck,Constant,0.8787
sub121,SC,2,post,firstCheck,TimeSinceLastCheck,1.1959
sub121,SC,3,post,firstCheck,Proximity,0.4312
sub121,SC,4,post,firstCheck,Reward,-0.6474
sub121,SC,5,post,firstForage,Constant,-0.5529
sub121,SC,6,post,firstForage,TimeSinceLastCheck,-0.7637
sub121,SC,7,post,firstForage,Proximity,0.3288
sub121,SC,8,post,firstForage,Reward,1.7041
sub121,SC,9,post,Hide,Constant,-1.2726
sub121,SC,10,post,Hide,TimeSinceLastCheck,0.3098
sub121,SC,11,post,Hide,Proximity,0.2045
sub121,SC,12,post,Hide,Reward,0.0723
sub121,SC,14,pre,SuccessfulFirstCheck,ThreatLevel,0.6379
sub121,SC,15,pre,firstCheck,Reward,-0.7028
sub121,SC,16,pre,firstCheck,TimePressure,1.473
sub121,SC,18,pre,firstForage,Reward,1.0654
sub121,SC,19,pre,firstForage,TimePressure,0.829
sub121,SC,20,pre,firstCheck,Constant,1.1123
sub121,SC,21,pre,firstForage,Constant,-0.9959
sub121,SC,70,pre_plus_post,firstForage,Reward,1.8952
sub121,SC,73,post,firstCheck,ThreatLevel,-0.6651
sub121,SC,74,pre_plus_post,firstCheck,ThreatLevel,-0.0599
sub121,SC,63,pre,firstForage_minus_firstCheck,Reward,1.0545
sub121,Pulvinar,1,post,firstCheck,Constant,-0.0946
sub121,Pulvinar,2,post,firstCheck,TimeSinceLastCheck,-0.2706
sub121,Pulvinar,3,post,firstCheck,Proximity,0.2636
sub121,Pulvinar,4,post,firstCheck,Reward,-0.0108
sub121,Pulvinar,5,post,firstForage,Constant,-0.1099
sub121,Pulvinar,6,post,firstForage,TimeSinceLastCheck,-0.177
sub121,Pulvinar,7,post,firstForage,Proximity,0.2938
sub121,Pulvinar,8,post,firstForage,Reward,-0.0691
sub121,Pulvinar,9,post,Hide,Constant,-0.0091
sub121,Pulvinar,10,post,Hide,TimeSinceLastCheck,0.2063
sub121,Pulvinar,11,post,Hide,Proximity,-0.3492
sub121,Pulvinar,12,post,Hide,Reward,-0.1934
sub121,Pulvinar,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.2897
sub121,Pulvinar,15,pre,firstCheck,Reward,-0.1767
sub121,Pulvinar,16,pre,firstCheck,TimePressure,0.325
sub121,Pulvinar,18,pre,firstForage,Reward,0.1776
sub121,Pulvinar,19,pre,firstForage,TimePressure,0.2702
sub121,Pulvinar,20,pre,firstCheck,Constant,0.0598
sub121,Pulvinar,21,pre,firstForage,Constant,-0.1079
sub121,Pulvinar,70,pre_plus_post,firstForage,Reward,0.0586
sub121,Pulvinar,73,post,firstCheck,ThreatLevel,-0.208
sub121,Pulvinar,74,pre_plus_post,firstCheck,ThreatLevel,-0.4042
sub121,Pulvinar,63,pre,firstForage_minus_firstCheck,Reward,0.2079
sub121,Precentral gyrus,1,post,firstCheck,Constant,1.3338
sub121,Precentral gyrus,2,post,firstCheck,TimeSinceLastCheck,0.608
sub121,Precentral gyrus,3,post,firstCheck,Proximity,-0.6366
sub121,Precentral gyrus,4,post,firstCheck,Reward,-0.7672
sub121,Precentral gyrus,5,post,firstForage,Constant,1.5708
sub121,Precentral gyrus,6,post,firstForage,TimeSinceLastCheck,0.1784
sub121,Precentral gyrus,7,post,firstForage,Proximity,1.9087
sub121,Precentral gyrus,8,post,firstForage,Reward,-0.3344
sub121,Precentral gyrus,9,post,Hide,Constant,-1.3956
sub121,Precentral gyrus,10,post,Hide,TimeSinceLastCheck,2.6469
sub121,Precentral gyrus,11,post,Hide,Proximity,1.5355
sub121,Precentral gyrus,12,post,Hide,Reward,0.5526
sub121,Precentral gyrus,14,pre,SuccessfulFirstCheck,ThreatLevel,0.0985
sub121,Precentral gyrus,15,pre,firstCheck,Reward,0.0593
sub121,Precentral gyrus,16,pre,firstCheck,TimePressure,-0.4395
sub121,Precentral gyrus,18,pre,firstForage,Reward,0.2903
sub121,Precentral gyrus,19,pre,firstForage,TimePressure,-0.0187
sub121,Precentral gyrus,20,pre,firstCheck,Constant,1.5318
sub121,Precentral gyrus,21,pre,firstForage,Constant,2.9513
sub121,Precentral gyrus,70,pre_plus_post,firstForage,Reward,-0.0648
sub121,Precentral gyrus,73,post,firstCheck,ThreatLevel,-0.7399
sub121,Precentral gyrus,74,pre_plus_post,firstCheck,ThreatLevel,-0.5425
sub121,Precentral gyrus,63,pre,firstForage_minus_firstCheck,Reward,0.147
sub123,DRN,1,post,firstCheck,Constant,1.0317
sub123,DRN,2,post,firstCheck,TimeSinceLastCheck,-0.6828
sub123,DRN,3,post,firstCheck,Proximity,-0.3232
sub123,DRN,4,post,firstCheck,Reward,1.2345
sub123,DRN,5,post,firstForage,Constant,0.0707
sub123,DRN,6,post,firstForage,TimeSinceLastCheck,-0.145
sub123,DRN,7,post,firstForage,Proximity,0.0465
sub123,DRN,8,post,firstForage,Reward,-0.3166
sub123,DRN,9,post,Hide,Constant,1.0717
sub123,DRN,10,post,Hide,TimeSinceLastCheck,0.1922
sub123,DRN,11,post,Hide,Proximity,0.2753
sub123,DRN,12,post,Hide,Reward,0.3206
sub123,DRN,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.0247
sub123,DRN,15,pre,firstCheck,Reward,0.4715
sub123,DRN,16,pre,firstCheck,TimePressure,-0.0034
sub123,DRN,18,pre,firstForage,Reward,0.2308
sub123,DRN,19,pre,firstForage,TimePressure,0.0627
sub123,DRN,20,pre,firstCheck,Constant,0.3451
sub123,DRN,21,pre,firstForage,Constant,-0.9248
sub123,DRN,70,pre_plus_post,firstForage,Reward,-0.1162
sub123,DRN,73,post,firstCheck,ThreatLevel,0.231
sub123,DRN,74,pre_plus_post,firstCheck,ThreatLevel,0.1498
sub123,DRN,63,pre,firstForage_minus_firstCheck,Reward,-0.229
sub123,HB,1,post,firstCheck,Constant,0.137
sub123,HB,2,post,firstCheck,TimeSinceLastCheck,0.5634
sub123,HB,3,post,firstCheck,Proximity,0.7451
sub123,HB,4,post,firstCheck,Reward,-1.1004
sub123,HB,5,post,firstForage,Constant,0.4062
sub123,HB,6,post,firstForage,TimeSinceLastCheck,-1.1707
sub123,HB,7,post,firstForage,Proximity,0.1672
sub123,HB,8,post,firstForage,Reward,0.6008
sub123,HB,9,post,Hide,Constant,-0.3157
sub123,HB,10,post,Hide,TimeSinceLastCheck,-0.4659
sub123,HB,11,post,Hide,Proximity,0.4471
sub123,HB,12,post,Hide,Reward,0.6371
sub123,HB,14,pre,SuccessfulFirstCheck,ThreatLevel,1.3289
sub123,HB,15,pre,firstCheck,Reward,0.1226
sub123,HB,16,pre,firstCheck,TimePressure,-0.4893
sub123,HB,18,pre,firstForage,Reward,1.3197
sub123,HB,19,pre,firstForage,TimePressure,0.8474
sub123,HB,20,pre,firstCheck,Constant,-0.1542
sub123,HB,21,pre,firstForage,Constant,-0.907
sub123,HB,70,pre_plus_post,firstForage,Reward,1.2533
sub123,HB,73,post,firstCheck,ThreatLevel,-0.8164
sub123,HB,74,pre_plus_post,firstCheck,ThreatLevel,0.2654
sub123,HB,63,pre,firstForage_minus_firstCheck,Reward,0.5852
sub123,VTA,1,post,firstCheck,Constant,0.1435
sub123,VTA,2,post,firstCheck,TimeSinceLastCheck,-0.8341
sub123,VTA,3,post,firstCheck,Proximity,-0.3512
sub123,VTA,4,post,firstCheck,Reward,0.6015
sub123,VTA,5,post,firstForage,Constant,-0.4472
sub123,VTA,6,post,firstForage,TimeSinceLastCheck,-1.0388
sub123,VTA,7,post,firstForage,Proximity,0.688
sub123,VTA,8,post,firstForage,Reward,0.0294
sub123,VTA,9,post,Hide,Constant,-0.4815
sub123,VTA,10,post,Hide,TimeSinceLastCheck,-0.3305
sub123,VTA,11,post,Hide,Proximity,0.7963
sub123,VTA,12,post,Hide,Reward,-0.3231
sub123,VTA,14,pre,SuccessfulFirstCheck,ThreatLevel,0.5387
sub123,VTA,15,pre,firstCheck,Reward,-0.0828
sub123,VTA,16,pre,firstCheck,TimePressure,-0.2637
sub123,VTA,18,pre,firstForage,Reward,0.8027
sub123,VTA,19,pre,firstForage,TimePressure,0.4903
sub123,VTA,20,pre,firstCheck,Constant,0.1727
sub123,VTA,21,pre,firstForage,Constant,-1.3857
sub123,VTA,70,pre_plus_post,firstForage,Reward,0.4984
sub123,VTA,73,post,firstCheck,ThreatLevel,0.4984
sub123,VTA,74,pre_plus_post,firstCheck,ThreatLevel,0.7116
sub123,VTA,63,pre,firstForage_minus_firstCheck,Reward,0.4793
sub123,SN,1,post,firstCheck,Constant,0.7303
sub123,SN,2,post,firstCheck,TimeSinceLastCheck,-0.2146
sub123,SN,3,post,firstCheck,Proximity,-0.1528
sub123,SN,4,post,firstCheck,Reward,0.1682
sub123,SN,5,post,firstForage,Constant,-0.4039
sub123,SN,6,post,firstForage,TimeSinceLastCheck,-0.8786
sub123,SN,7,post,firstForage,Proximity,0.1446
sub123,SN,8,post,firstForage,Reward,0.1715
sub123,SN,9,post,Hide,Constant,0.3787
sub123,SN,10,post,Hide,TimeSinceLastCheck,0.0762
sub123,SN,11,post,Hide,Proximity,0.0919
sub123,SN,12,post,Hide,Reward,0.4327
sub123,SN,14,pre,SuccessfulFirstCheck,ThreatLevel,0.6221
sub123,SN,15,pre,firstCheck,Reward,0.1139
sub123,SN,16,pre,firstCheck,TimePressure,-0.2169
sub123,SN,18,pre,firstForage,Reward,0.3856
sub123,SN,19,pre,firstForage,TimePressure,0.0842
sub123,SN,20,pre,firstCheck,Constant,0.2197
sub123,SN,21,pre,firstForage,Constant,-1.0415
sub123,SN,70,pre_plus_post,firstForage,Reward,0.3643
sub123,SN,73,post,firstCheck,ThreatLevel,0.2059
sub123,SN,74,pre_plus_post,firstCheck,ThreatLevel,0.5529
sub123,SN,63,pre,firstForage_minus_firstCheck,Reward,0.1159
sub123,ACC,1,post,firstCheck,Constant,1.3688
sub123,ACC,2,post,firstCheck,TimeSinceLastCheck,-0.2805
sub123,ACC,3,post,firstCheck,Proximity,-0.0082
sub123,ACC,4,post,firstCheck,Reward,-0.2458
sub123,ACC,5,post,firstForage,Constant,0.5934
sub123,ACC,6,post,firstForage,TimeSinceLastCheck,-1.3262
sub123,ACC,7,post,firstForage,Proximity,-0.3019
sub123,ACC,8,post,firstForage,Reward,-0.0868
sub123,ACC,9,post,Hide,Constant,1.559
sub123,ACC,10,post,Hide,TimeSinceLastCheck,0.4928
sub123,ACC,11,post,Hide,Proximity,-0.5012
sub123,ACC,12,post,Hide,Reward,0.0033
sub123,ACC,14,pre,SuccessfulFirstCheck,ThreatLevel,0.649
sub123,ACC,15,pre,firstCheck,Reward,-0.4619
sub123,ACC,16,pre,firstCheck,TimePressure,-0.1049
sub123,ACC,18,pre,firstForage,Reward,-0.0383
sub123,ACC,19,pre,firstForage,TimePressure,-0.7837
sub123,ACC,20,pre,firstCheck,Constant,0.3395
sub123,ACC,21,pre,firstForage,Constant,-0.9747
sub123,ACC,70,pre_plus_post,firstForage,Reward,-0.0911
sub123,ACC,73,post,firstCheck,ThreatLevel,1.051
sub123,ACC,74,pre_plus_post,firstCheck,ThreatLevel,1.189
sub123,ACC,63,pre,firstForage_minus_firstCheck,Reward,0.3222
sub123,AI,1,post,firstCheck,Constant,3.0472
sub123,AI,2,post,firstCheck,TimeSinceLastCheck,-0.1923
sub123,AI,3,post,firstCheck,Proximity,0.2025
sub123,AI,4,post,firstCheck,Reward,0.0659
sub123,AI,5,post,firstForage,Constant,-0.0602
sub123,AI,6,post,firstForage,TimeSinceLastCheck,-0.6648
sub123,AI,7,post,firstForage,Proximity,0.4122
sub123,AI,8,post,firstForage,Reward,-0.2177
sub123,AI,9,post,Hide,Constant,3.2257
sub123,AI,10,post,Hide,TimeSinceLastCheck,1.6772
sub123,AI,11,post,Hide,Proximity,-0.7486
sub123,AI,12,post,Hide,Reward,0.0469
sub123,AI,14,pre,SuccessfulFirstCheck,ThreatLevel,0.3644
sub123,AI,15,pre,firstCheck,Reward,0.5293
sub123,AI,16,pre,firstCheck,TimePressure,-0.0533
sub123,AI,18,pre,firstForage,Reward,0.2335
sub123,AI,19,pre,firstForage,TimePressure,0.8053
sub123,AI,20,pre,firstCheck,Constant,0.4872
sub123,AI,21,pre,firstForage,Constant,-1.6798
sub123,AI,70,pre_plus_post,firstForage,Reward,-0.0334
sub123,AI,73,post,firstCheck,ThreatLevel,0.3192
sub123,AI,74,pre_plus_post,firstCheck,ThreatLevel,0.4676
sub123,AI,63,pre,firstForage_minus_firstCheck,Reward,-0.269
sub123,Striatum,1,post,firstCheck,Constant,0.0015
sub123,Striatum,2,post,firstCheck,TimeSinceLastCheck,-0.7514
sub123,Striatum,3,post,firstCheck,Proximity,0.2901
sub123,Striatum,4,post,firstCheck,Reward,0.4324
sub123,Striatum,5,post,firstForage,Constant,-0.478
sub123,Striatum,6,post,firstForage,TimeSinceLastCheck,-0.2162
sub123,Striatum,7,post,firstForage,Proximity,0.1291
sub123,Striatum,8,post,firstForage,Reward,0.4385
sub123,Striatum,9,post,Hide,Constant,0.3892
sub123,Striatum,10,post,Hide,TimeSinceLastCheck,0.2928
sub123,Striatum,11,post,Hide,Proximity,-0.1255
sub123,Striatum,12,post,Hide,Reward,0.3953
sub123,Striatum,14,pre,SuccessfulFirstCheck,ThreatLevel,0.3938
sub123,Striatum,15,pre,firstCheck,Reward,0.1583
sub123,Striatum,16,pre,firstCheck,TimePressure,0.517
sub123,Striatum,18,pre,firstForage,Reward,0.8607
sub123,Striatum,19,pre,firstForage,TimePressure,0.1091
sub123,Striatum,20,pre,firstCheck,Constant,-0.4841
sub123,Striatum,21,pre,firstForage,Constant,-0.5663
sub123,Striatum,70,pre_plus_post,firstForage,Reward,0.8573
sub123,Striatum,73,post,firstCheck,ThreatLevel,0.3593
sub123,Striatum,74,pre_plus_post,firstCheck,ThreatLevel,0.5181
sub123,Striatum,63,pre,firstForage_minus_firstCheck,Reward,0.329
sub123,PAG,1,post,firstCheck,Constant,0.7543
sub123,PAG,2,post,firstCheck,TimeSinceLastCheck,0.3423
sub123,PAG,3,post,firstCheck,Proximity,-0.0609
sub123,PAG,4,post,firstCheck,Reward,0.6241
sub123,PAG,5,post,firstForage,Constant,0.3993
sub123,PAG,6,post,firstForage,TimeSinceLastCheck,-0.8032
sub123,PAG,7,post,firstForage,Proximity,0.4561
sub123,PAG,8,post,firstForage,Reward,-0.2694
sub123,PAG,9,post,Hide,Constant,1.4756
sub123,PAG,10,post,Hide,TimeSinceLastCheck,0.1666
sub123,PAG,11,post,Hide,Proximity,0.3006
sub123,PAG,12,post,Hide,Reward,1.0426
sub123,PAG,14,pre,SuccessfulFirstCheck,ThreatLevel,0.0066
sub123,PAG,15,pre,firstCheck,Reward,0.9007
sub123,PAG,16,pre,firstCheck,TimePressure,-0.006
sub123,PAG,18,pre,firstForage,Reward,0.287
sub123,PAG,19,pre,firstForage,TimePressure,0.2188
sub123,PAG,20,pre,firstCheck,Constant,0.5294
sub123,PAG,21,pre,firstForage,Constant,-1.1386
sub123,PAG,70,pre_plus_post,firstForage,Reward,-0.0465
sub123,PAG,73,post,firstCheck,ThreatLevel,-0.7718
sub123,PAG,74,pre_plus_post,firstCheck,ThreatLevel,-0.5662
sub123,PAG,63,pre,firstForage_minus_firstCheck,Reward,-0.52
sub123,SC,1,post,firstCheck,Constant,1.4383
sub123,SC,2,post,firstCheck,TimeSinceLastCheck,0.4248
sub123,SC,3,post,firstCheck,Proximity,0.1406
sub123,SC,4,post,firstCheck,Reward,0.2537
sub123,SC,5,post,firstForage,Constant,-0.4613
sub123,SC,6,post,firstForage,TimeSinceLastCheck,-0.7481
sub123,SC,7,post,firstForage,Proximity,1.104
sub123,SC,8,post,firstForage,Reward,0.5202
sub123,SC,9,post,Hide,Constant,0.7629
sub123,SC,10,post,Hide,TimeSinceLastCheck,0.2456
sub123,SC,11,post,Hide,Proximity,0.92
sub123,SC,12,post,Hide,Reward,0.9581
sub123,SC,14,pre,SuccessfulFirstCheck,ThreatLevel,0.779
sub123,SC,15,pre,firstCheck,Reward,1.6525
sub123,SC,16,pre,firstCheck,TimePressure,-0.4659
sub123,SC,18,pre,firstForage,Reward,0.5223
sub123,SC,19,pre,firstForage,TimePressure,0.5292
sub123,SC,20,pre,firstCheck,Constant,0.8986
sub123,SC,21,pre,firstForage,Constant,-1.267
sub123,SC,70,pre_plus_post,firstForage,Reward,0.7215
sub123,SC,73,post,firstCheck,ThreatLevel,-1.3482
sub123,SC,74,pre_plus_post,firstCheck,ThreatLevel,-0.4881
sub123,SC,63,pre,firstForage_minus_firstCheck,Reward,-0.9569
sub123,Pulvinar,1,post,firstCheck,Constant,0.4958
sub123,Pulvinar,2,post,firstCheck,TimeSinceLastCheck,-0.4202
sub123,Pulvinar,3,post,firstCheck,Proximity,0.3473
sub123,Pulvinar,4,post,firstCheck,Reward,0.0116
sub123,Pulvinar,5,post,firstForage,Constant,0.5373
sub123,Pulvinar,6,post,firstForage,TimeSinceLastCheck,-0.7602
sub123,Pulvinar,7,post,firstForage,Proximity,-0.2582
sub123,Pulvinar,8,post,firstForage,Reward,-0.1025
sub123,Pulvinar,9,post,Hide,Constant,0.4237
sub123,Pulvinar,10,post,Hide,TimeSinceLastCheck,0.2237
sub123,Pulvinar,11,post,Hide,Proximity,-0.6572
sub123,Pulvinar,12,post,Hide,Reward,-0.2052
sub123,Pulvinar,14,pre,SuccessfulFirstCheck,ThreatLevel,0.6552
sub123,Pulvinar,15,pre,firstCheck,Reward,0.2614
sub123,Pulvinar,16,pre,firstCheck,TimePressure,-0.4006
sub123,Pulvinar,18,pre,firstForage,Reward,-0.1072
sub123,Pulvinar,19,pre,firstForage,TimePressure,-0.3882
sub123,Pulvinar,20,pre,firstCheck,Constant,0.1476
sub123,Pulvinar,21,pre,firstForage,Constant,-0.0072
sub123,Pulvinar,70,pre_plus_post,firstForage,Reward,-0.1447
sub123,Pulvinar,73,post,firstCheck,ThreatLevel,0.6287
sub123,Pulvinar,74,pre_plus_post,firstCheck,ThreatLevel,0.8955
sub123,Pulvinar,63,pre,firstForage_minus_firstCheck,Reward,-0.2484
sub123,Precentral gyrus,1,post,firstCheck,Constant,0.5707
sub123,Precentral gyrus,2,post,firstCheck,TimeSinceLastCheck,-0.5032
sub123,Precentral gyrus,3,post,firstCheck,Proximity,-0.1473
sub123,Precentral gyrus,4,post,firstCheck,Reward,0.3376
sub123,Precentral gyrus,5,post,firstForage,Constant,1.1142
sub123,Precentral gyrus,6,post,firstForage,TimeSinceLastCheck,0.3564
sub123,Precentral gyrus,7,post,firstForage,Proximity,0.8951
sub123,Precentral gyrus,8,post,firstForage,Reward,0.917
sub123,Precentral gyrus,9,post,Hide,Constant,-5.2202
sub123,Precentral gyrus,10,post,Hide,TimeSinceLastCheck,-0.7109
sub123,Precentral gyrus,11,post,Hide,Proximity,1.7104
sub123,Precentral gyrus,12,post,Hide,Reward,1.0213
sub123,Precentral gyrus,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.6237
sub123,Precentral gyrus,15,pre,firstCheck,Reward,-0.7805
sub123,Precentral gyrus,16,pre,firstCheck,TimePressure,-0.2287
sub123,Precentral gyrus,18,pre,firstForage,Reward,0.9833
sub123,Precentral gyrus,19,pre,firstForage,TimePressure,-0.964
sub123,Precentral gyrus,20,pre,firstCheck,Constant,0.6584
sub123,Precentral gyrus,21,pre,firstForage,Constant,2.215
sub123,Precentral gyrus,70,pre_plus_post,firstForage,Reward,1.3054
sub123,Precentral gyrus,73,post,firstCheck,ThreatLevel,0.0299
sub123,Precentral gyrus,74,pre_plus_post,firstCheck,ThreatLevel,-0.3743
sub123,Precentral gyrus,63,pre,firstForage_minus_firstCheck,Reward,1.0892
sub125,DRN,1,post,firstCheck,Constant,-0.8443
sub125,DRN,2,post,firstCheck,TimeSinceLastCheck,0.1648
sub125,DRN,3,post,firstCheck,Proximity,-0.4221
sub125,DRN,4,post,firstCheck,Reward,0.7616
sub125,DRN,5,post,firstForage,Constant,-0.1767
sub125,DRN,6,post,firstForage,TimeSinceLastCheck,0.2953
sub125,DRN,7,post,firstForage,Proximity,0.7931
sub125,DRN,8,post,firstForage,Reward,0.1127
sub125,DRN,9,post,Hide,Constant,-0.7711
sub125,DRN,10,post,Hide,TimeSinceLastCheck,-0.1938
sub125,DRN,11,post,Hide,Proximity,-0.4755
sub125,DRN,12,post,Hide,Reward,0.3599
sub125,DRN,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.5938
sub125,DRN,15,pre,firstCheck,Reward,-0.7492
sub125,DRN,16,pre,firstCheck,TimePressure,1.1888
sub125,DRN,18,pre,firstForage,Reward,0.9804
sub125,DRN,19,pre,firstForage,TimePressure,0.0501
sub125,DRN,20,pre,firstCheck,Constant,-0.1326
sub125,DRN,21,pre,firstForage,Constant,-1.0266
sub125,DRN,70,pre_plus_post,firstForage,Reward,0.6644
