ParticipantID,ROI,Cope number,Phase,Action,Regressor,Value
sub129,PAG,5,post,firstForage,Constant,-0.8215
sub129,PAG,6,post,firstForage,TimeSinceLastCheck,0.2309
sub129,PAG,7,post,firstForage,Proximity,0.5169
sub129,PAG,8,post,firstForage,Reward,0.3772
sub129,PAG,9,post,Hide,Constant,0.4128
sub129,PAG,10,post,Hide,TimeSinceLastCheck,-0.2888
sub129,PAG,11,post,Hide,Proximity,-0.7525
sub129,PAG,12,post,Hide,Reward,0.1942
sub129,PAG,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.7437
sub129,PAG,15,pre,firstCheck,Reward,0.0313
sub129,PAG,16,pre,firstCheck,TimePressure,0.8221
sub129,PAG,18,pre,firstForage,Reward,0.6336
sub129,PAG,19,pre,firstForage,TimePressure,0.5479
sub129,PAG,20,pre,firstCheck,Constant,0.1699
sub129,PAG,21,pre,firstForage,Constant,-0.8753
sub129,PAG,70,pre_plus_post,firstForage,Reward,0.6445
sub129,PAG,73,post,firstCheck,ThreatLevel,0.1617
sub129,PAG,74,pre_plus_post,firstCheck,ThreatLevel,-0.0883
sub129,PAG,63,pre,firstForage_minus_firstCheck,Reward,0.3451
sub129,SC,1,post,firstCheck,Constant,1.7972
sub129,SC,2,post,firstCheck,TimeSinceLastCheck,0.3948
sub129,SC,3,post,firstCheck,Proximity,-0.2121
sub129,SC,4,post,firstCheck,Reward,-0.8062
sub129,SC,5,post,firstForage,Constant,-1.0004
sub129,SC,6,post,firstForage,TimeSinceLastCheck,0.1151
sub129,SC,7,post,firstForage,Proximity,0.1221
sub129,SC,8,post,firstForage,Reward,1.2833
sub129,SC,9,post,Hide,Constant,0.0913
sub129,SC,10,post,Hide,TimeSinceLastCheck,1.4915
sub129,SC,11,post,Hide,Proximity,0.5801
sub129,SC,12,post,Hide,Reward,0.3805
sub129,SC,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.9834
sub129,SC,15,pre,firstCheck,Reward,0.1606
sub129,SC,16,pre,firstCheck,TimePressure,0.9979
sub129,SC,18,pre,firstForage,Reward,0.8838
sub129,SC,19,pre,firstForage,TimePressure,1.0802
sub129,SC,20,pre,firstCheck,Constant,-0.0704
sub129,SC,21,pre,firstForage,Constant,-0.4107
sub129,SC,70,pre_plus_post,firstForage,Reward,1.4808
sub129,SC,73,post,firstCheck,ThreatLevel,0.4301
sub129,SC,74,pre_plus_post,firstCheck,ThreatLevel,0.0887
sub129,SC,63,pre,firstForage_minus_firstCheck,Reward,0.4072
sub129,Pulvinar,1,post,firstCheck,Constant,-0.2931
sub129,Pulvinar,2,post,firstCheck,TimeSinceLastCheck,-0.0114
sub129,Pulvinar,3,post,firstCheck,Proximity,0.0081
sub129,Pulvinar,4,post,firstCheck,Reward,0.2492
sub129,Pulvinar,5,post,firstForage,Constant,-0.0097
sub129,Pulvinar,6,post,firstForage,TimeSinceLastCheck,-0.2425
sub129,Pulvinar,7,post,firstForage,Proximity,0.4152
sub129,Pulvinar,8,post,firstForage,Reward,-0.0334
sub129,Pulvinar,9,post,Hide,Constant,-1.4548
sub129,Pulvinar,10,post,Hide,TimeSinceLastCheck,0.1294
sub129,Pulvinar,11,post,Hide,Proximity,-0.4159
sub129,Pulvinar,12,post,Hide,Reward,0.0047
sub129,Pulvinar,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.0198
sub129,Pulvinar,15,pre,firstCheck,Reward,-0.2132
sub129,Pulvinar,16,pre,firstCheck,TimePressure,0.543
sub129,Pulvinar,18,pre,firstForage,Reward,0.2852
sub129,Pulvinar,19,pre,firstForage,TimePressure,0.1392
sub129,Pulvinar,20,pre,firstCheck,Constant,0.4233
sub129,Pulvinar,21,pre,firstForage,Constant,0.8917
sub129,Pulvinar,70,pre_plus_post,firstForage,Reward,0.1345
sub129,Pulvinar,73,post,firstCheck,ThreatLevel,0.087
sub129,Pulvinar,74,pre_plus_post,firstCheck,ThreatLevel,0.0762
sub129,Pulvinar,63,pre,firstForage_minus_firstCheck,Reward,0.3015
sub129,Precentral gyrus,1,post,firstCheck,Constant,2.1721
sub129,Precentral gyrus,2,post,firstCheck,TimeSinceLastCheck,-0.0649
sub129,Precentral gyrus,3,post,firstCheck,Proximity,0.7318
sub129,Precentral gyrus,4,post,firstCheck,Reward,0.1956
sub129,Precentral gyrus,5,post,firstForage,Constant,0.1292
sub129,Precentral gyrus,6,post,firstForage,TimeSinceLastCheck,0.6398
sub129,Precentral gyrus,7,post,firstForage,Proximity,-0.0317
sub129,Precentral gyrus,8,post,firstForage,Reward,0.239
sub129,Precentral gyrus,9,post,Hide,Constant,-5.7659
sub129,Precentral gyrus,10,post,Hide,TimeSinceLastCheck,-0.0887
sub129,Precentral gyrus,11,post,Hide,Proximity,1.2627
sub129,Precentral gyrus,12,post,Hide,Reward,0.9699
sub129,Precentral gyrus,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.1162
sub129,Precentral gyrus,15,pre,firstCheck,Reward,-0.8474
sub129,Precentral gyrus,16,pre,firstCheck,TimePressure,0.7798
sub129,Precentral gyrus,18,pre,firstForage,Reward,1.3177
sub129,Precentral gyrus,19,pre,firstForage,TimePressure,0.4907
sub129,Precentral gyrus,20,pre,firstCheck,Constant,0.3463
sub129,Precentral gyrus,21,pre,firstForage,Constant,1.8664
sub129,Precentral gyrus,70,pre_plus_post,firstForage,Reward,0.9272
sub129,Precentral gyrus,73,post,firstCheck,ThreatLevel,-0.7518
sub129,Precentral gyrus,74,pre_plus_post,firstCheck,ThreatLevel,-0.7484
sub129,Precentral gyrus,63,pre,firstForage_minus_firstCheck,Reward,1.3277
sub131,DRN,1,post,firstCheck,Constant,-1.057
sub131,DRN,2,post,firstCheck,TimeSinceLastCheck,0.3897
sub131,DRN,3,post,firstCheck,Proximity,-0.5724
sub131,DRN,4,post,firstCheck,Reward,0.0988
sub131,DRN,5,post,firstForage,Constant,0.5398
sub131,DRN,6,post,firstForage,TimeSinceLastCheck,0.3096
sub131,DRN,7,post,firstForage,Proximity,-0.2244
sub131,DRN,8,post,firstForage,Reward,-0.4835
sub131,DRN,9,post,Hide,Constant,0.2491
sub131,DRN,10,post,Hide,TimeSinceLastCheck,-0.4521
sub131,DRN,11,post,Hide,Proximity,0.483
sub131,DRN,12,post,Hide,Reward,0.1767
sub131,DRN,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.3351
sub131,DRN,15,pre,firstCheck,Reward,0.8074
sub131,DRN,16,pre,firstCheck,TimePressure,-0.2096
sub131,DRN,18,pre,firstForage,Reward,-0.2266
sub131,DRN,19,pre,firstForage,TimePressure,-0.4694
sub131,DRN,20,pre,firstCheck,Constant,-0.0351
sub131,DRN,21,pre,firstForage,Constant,1.585
sub131,DRN,70,pre_plus_post,firstForage,Reward,-0.498
sub131,DRN,73,post,firstCheck,ThreatLevel,-0.51
sub131,DRN,74,pre_plus_post,firstCheck,ThreatLevel,-0.5913
sub131,DRN,63,pre,firstForage_minus_firstCheck,Reward,-0.6651
sub131,HB,1,post,firstCheck,Constant,1.3785
sub131,HB,2,post,firstCheck,TimeSinceLastCheck,-0.6019
sub131,HB,3,post,firstCheck,Proximity,1.5153
sub131,HB,4,post,firstCheck,Reward,0.8705
sub131,HB,5,post,firstForage,Constant,-0.9086
sub131,HB,6,post,firstForage,TimeSinceLastCheck,-0.2696
sub131,HB,7,post,firstForage,Proximity,1.5522
sub131,HB,8,post,firstForage,Reward,-0.5226
sub131,HB,9,post,Hide,Constant,-2.1278
sub131,HB,10,post,Hide,TimeSinceLastCheck,0.9473
sub131,HB,11,post,Hide,Proximity,-0.3598
sub131,HB,12,post,Hide,Reward,0.0732
sub131,HB,14,pre,SuccessfulFirstCheck,ThreatLevel,0.0153
sub131,HB,15,pre,firstCheck,Reward,-0.4433
sub131,HB,16,pre,firstCheck,TimePressure,0.5479
sub131,HB,18,pre,firstForage,Reward,0.2881
sub131,HB,19,pre,firstForage,TimePressure,1.8088
sub131,HB,20,pre,firstCheck,Constant,-0.5075
sub131,HB,21,pre,firstForage,Constant,-2.1206
sub131,HB,70,pre_plus_post,firstForage,Reward,-0.2435
sub131,HB,73,post,firstCheck,ThreatLevel,0.1319
sub131,HB,74,pre_plus_post,firstCheck,ThreatLevel,0.1069
sub131,HB,63,pre,firstForage_minus_firstCheck,Reward,0.4535
sub131,VTA,1,post,firstCheck,Constant,0.0278
sub131,VTA,2,post,firstCheck,TimeSinceLastCheck,-0.5125
sub131,VTA,3,post,firstCheck,Proximity,2.0701
sub131,VTA,4,post,firstCheck,Reward,-0.1667
sub131,VTA,5,post,firstForage,Constant,0.5963
sub131,VTA,6,post,firstForage,TimeSinceLastCheck,0.0412
sub131,VTA,7,post,firstForage,Proximity,0.2084
sub131,VTA,8,post,firstForage,Reward,0.5717
sub131,VTA,9,post,Hide,Constant,0.6085
sub131,VTA,10,post,Hide,TimeSinceLastCheck,0.437
sub131,VTA,11,post,Hide,Proximity,-0.2174
sub131,VTA,12,post,Hide,Reward,0.5825
sub131,VTA,14,pre,SuccessfulFirstCheck,ThreatLevel,0.032
sub131,VTA,15,pre,firstCheck,Reward,0.8137
sub131,VTA,16,pre,firstCheck,TimePressure,-0.1799
sub131,VTA,18,pre,firstForage,Reward,0.3252
sub131,VTA,19,pre,firstForage,TimePressure,-1.3819
sub131,VTA,20,pre,firstCheck,Constant,-0.2919
sub131,VTA,21,pre,firstForage,Constant,0.9094
sub131,VTA,70,pre_plus_post,firstForage,Reward,0.6181
sub131,VTA,73,post,firstCheck,ThreatLevel,-0.144
sub131,VTA,74,pre_plus_post,firstCheck,ThreatLevel,-0.0857
sub131,VTA,63,pre,firstForage_minus_firstCheck,Reward,-0.3746
sub131,SN,1,post,firstCheck,Constant,-0.3278
sub131,SN,2,post,firstCheck,TimeSinceLastCheck,-0.1754
sub131,SN,3,post,firstCheck,Proximity,0.4896
sub131,SN,4,post,firstCheck,Reward,-0.4746
sub131,SN,5,post,firstForage,Constant,-0.1676
sub131,SN,6,post,firstForage,TimeSinceLastCheck,0.0405
sub131,SN,7,post,firstForage,Proximity,0.4353
sub131,SN,8,post,firstForage,Reward,0.2608
sub131,SN,9,post,Hide,Constant,0.1079
sub131,SN,10,post,Hide,TimeSinceLastCheck,0.0446
sub131,SN,11,post,Hide,Proximity,0.2798
sub131,SN,12,post,Hide,Reward,0.4781
sub131,SN,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.1527
sub131,SN,15,pre,firstCheck,Reward,0.2949
sub131,SN,16,pre,firstCheck,TimePressure,0.1
sub131,SN,18,pre,firstForage,Reward,0.2218
sub131,SN,19,pre,firstForage,TimePressure,-0.7185
sub131,SN,20,pre,firstCheck,Constant,-0.0541
sub131,SN,21,pre,firstForage,Constant,0.5691
sub131,SN,70,pre_plus_post,firstForage,Reward,0.322
sub131,SN,73,post,firstCheck,ThreatLevel,-0.3075
sub131,SN,74,pre_plus_post,firstCheck,ThreatLevel,-0.3231
sub131,SN,63,pre,firstForage_minus_firstCheck,Reward,-0.0804
sub131,ACC,1,post,firstCheck,Constant,1.162
sub131,ACC,2,post,firstCheck,TimeSinceLastCheck,0.3855
sub131,ACC,3,post,firstCheck,Proximity,-0.5429
sub131,ACC,4,post,firstCheck,Reward,1.2251
sub131,ACC,5,post,firstForage,Constant,-0.573
sub131,ACC,6,post,firstForage,TimeSinceLastCheck,0.283
sub131,ACC,7,post,firstForage,Proximity,1.1868
sub131,ACC,8,post,firstForage,Reward,-0.9403
sub131,ACC,9,post,Hide,Constant,1.9514
sub131,ACC,10,post,Hide,TimeSinceLastCheck,0.918
sub131,ACC,11,post,Hide,Proximity,-0.1432
sub131,ACC,12,post,Hide,Reward,0.2639
sub131,ACC,14,pre,SuccessfulFirstCheck,ThreatLevel,0.3933
sub131,ACC,15,pre,firstCheck,Reward,-0.1812
sub131,ACC,16,pre,firstCheck,TimePressure,0.7406
sub131,ACC,18,pre,firstForage,Reward,0.6843
sub131,ACC,19,pre,firstForage,TimePressure,-0.2145
sub131,ACC,20,pre,firstCheck,Constant,-0.5076
sub131,ACC,21,pre,firstForage,Constant,-1.157
sub131,ACC,70,pre_plus_post,firstForage,Reward,-0.3365
sub131,ACC,73,post,firstCheck,ThreatLevel,-0.6956
sub131,ACC,74,pre_plus_post,firstCheck,ThreatLevel,-0.266
sub131,ACC,63,pre,firstForage_minus_firstCheck,Reward,0.4925
sub131,AI,1,post,firstCheck,Constant,2.4298
sub131,AI,2,post,firstCheck,TimeSinceLastCheck,0.6618
sub131,AI,3,post,firstCheck,Proximity,-0.572
sub131,AI,4,post,firstCheck,Reward,1.1352
sub131,AI,5,post,firstForage,Constant,-1.977
sub131,AI,6,post,firstForage,TimeSinceLastCheck,1.1777
sub131,AI,7,post,firstForage,Proximity,1.8096
sub131,AI,8,post,firstForage,Reward,-1.0417
sub131,AI,9,post,Hide,Constant,2.4533
sub131,AI,10,post,Hide,TimeSinceLastCheck,0.9309
sub131,AI,11,post,Hide,Proximity,-1.219
sub131,AI,12,post,Hide,Reward,0.9971
sub131,AI,14,pre,SuccessfulFirstCheck,ThreatLevel,0.1148
sub131,AI,15,pre,firstCheck,Reward,-0.4072
sub131,AI,16,pre,firstCheck,TimePressure,1.2633
sub131,AI,18,pre,firstForage,Reward,0.3332
sub131,AI,19,pre,firstForage,TimePressure,1.0652
sub131,AI,20,pre,firstCheck,Constant,0.1868
sub131,AI,21,pre,firstForage,Constant,-2.6219
sub131,AI,70,pre_plus_post,firstForage,Reward,-0.6071
sub131,AI,73,post,firstCheck,ThreatLevel,-1.3029
sub131,AI,74,pre_plus_post,firstCheck,ThreatLevel,-0.8833
sub131,AI,63,pre,firstForage_minus_firstCheck,Reward,0.4553
sub131,Striatum,1,post,firstCheck,Constant,-0.2056
sub131,Striatum,2,post,firstCheck,TimeSinceLastCheck,0.393
sub131,Striatum,3,post,firstCheck,Proximity,-0.1357
sub131,Striatum,4,post,firstCheck,Reward,0.3659
sub131,Striatum,5,post,firstForage,Constant,-0.5956
sub131,Striatum,6,post,firstForage,TimeSinceLastCheck,0.7423
sub131,Striatum,7,post,firstForage,Proximity,0.3255
sub131,Striatum,8,post,firstForage,Reward,0.1698
sub131,Striatum,9,post,Hide,Constant,0.0201
sub131,Striatum,10,post,Hide,TimeSinceLastCheck,0.4761
sub131,Striatum,11,post,Hide,Proximity,0.0808
sub131,Striatum,12,post,Hide,Reward,-0.0377
sub131,Striatum,14,pre,SuccessfulFirstCheck,ThreatLevel,0.0268
sub131,Striatum,15,pre,firstCheck,Reward,-0.0722
sub131,Striatum,16,pre,firstCheck,TimePressure,0.7775
sub131,Striatum,18,pre,firstForage,Reward,0.8986
sub131,Striatum,19,pre,firstForage,TimePressure,-0.5088
sub131,Striatum,20,pre,firstCheck,Constant,-0.3812
sub131,Striatum,21,pre,firstForage,Constant,-1.2001
sub131,Striatum,70,pre_plus_post,firstForage,Reward,0.6278
sub131,Striatum,73,post,firstCheck,ThreatLevel,-0.2208
sub131,Striatum,74,pre_plus_post,firstCheck,ThreatLevel,-0.1445
sub131,Striatum,63,pre,firstForage_minus_firstCheck,Reward,0.5331
sub131,PAG,1,post,firstCheck,Constant,0.1124
sub131,PAG,2,post,firstCheck,TimeSinceLastCheck,0.3738
sub131,PAG,3,post,firstCheck,Proximity,-0.5743
sub131,PAG,4,post,firstCheck,Reward,0.2189
sub131,PAG,5,post,firstForage,Constant,-0.4483
sub131,PAG,6,post,firstForage,TimeSinceLastCheck,0.3142
sub131,PAG,7,post,firstForage,Proximity,-0.401
sub131,PAG,8,post,firstForage,Reward,0.1404
sub131,PAG,9,post,Hide,Constant,1.6306
sub131,PAG,10,post,Hide,TimeSinceLastCheck,0.3016
sub131,PAG,11,post,Hide,Proximity,0.2953
sub131,PAG,12,post,Hide,Reward,0.3396
sub131,PAG,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.0292
sub131,PAG,15,pre,firstCheck,Reward,0.5163
sub131,PAG,16,pre,firstCheck,TimePressure,0.5213
sub131,PAG,18,pre,firstForage,Reward,-0.1086
sub131,PAG,19,pre,firstForage,TimePressure,0.3841
sub131,PAG,20,pre,firstCheck,Constant,-0.2138
sub131,PAG,21,pre,firstForage,Constant,0.5349
sub131,PAG,70,pre_plus_post,firstForage,Reward,0.0477
sub131,PAG,73,post,firstCheck,ThreatLevel,-0.1623
sub131,PAG,74,pre_plus_post,firstCheck,ThreatLevel,-0.1384
sub131,PAG,63,pre,firstForage_minus_firstCheck,Reward,-0.4072
sub131,SC,1,post,firstCheck,Constant,0.7395
sub131,SC,2,post,firstCheck,TimeSinceLastCheck,0.0179
sub131,SC,3,post,firstCheck,Proximity,0.0834
sub131,SC,4,post,firstCheck,Reward,0.4187
sub131,SC,5,post,firstForage,Constant,-0.9658
sub131,SC,6,post,firstForage,TimeSinceLastCheck,0.1519
sub131,SC,7,post,firstForage,Proximity,1.2157
sub131,SC,8,post,firstForage,Reward,-0.2924
sub131,SC,9,post,Hide,Constant,0.2028
sub131,SC,10,post,Hide,TimeSinceLastCheck,0.8828
sub131,SC,11,post,Hide,Proximity,0.7777
sub131,SC,12,post,Hide,Reward,0.7047
sub131,SC,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.4413
sub131,SC,15,pre,firstCheck,Reward,0.1322
sub131,SC,16,pre,firstCheck,TimePressure,0.7591
sub131,SC,18,pre,firstForage,Reward,-0.2138
sub131,SC,19,pre,firstForage,TimePressure,0.3021
sub131,SC,20,pre,firstCheck,Constant,0.1972
sub131,SC,21,pre,firstForage,Constant,-0.8781
sub131,SC,70,pre_plus_post,firstForage,Reward,-0.343
sub131,SC,73,post,firstCheck,ThreatLevel,-0.8206
sub131,SC,74,pre_plus_post,firstCheck,ThreatLevel,-0.8874
sub131,SC,63,pre,firstForage_minus_firstCheck,Reward,-0.2038
sub131,Pulvinar,1,post,firstCheck,Constant,-0.5229
sub131,Pulvinar,2,post,firstCheck,TimeSinceLastCheck,0.2642
sub131,Pulvinar,3,post,firstCheck,Proximity,-0.2762
sub131,Pulvinar,4,post,firstCheck,Reward,-0.4314
sub131,Pulvinar,5,post,firstForage,Constant,-0.1828
sub131,Pulvinar,6,post,firstForage,TimeSinceLastCheck,0.1837
sub131,Pulvinar,7,post,firstForage,Proximity,0.1121
sub131,Pulvinar,8,post,firstForage,Reward,-0.0402
sub131,Pulvinar,9,post,Hide,Constant,0.776
sub131,Pulvinar,10,post,Hide,TimeSinceLastCheck,0.123
sub131,Pulvinar,11,post,Hide,Proximity,0.0629
sub131,Pulvinar,12,post,Hide,Reward,0.0381
sub131,Pulvinar,14,pre,SuccessfulFirstCheck,ThreatLevel,0.3373
sub131,Pulvinar,15,pre,firstCheck,Reward,-0.2329
sub131,Pulvinar,16,pre,firstCheck,TimePressure,0.4137
sub131,Pulvinar,18,pre,firstForage,Reward,-0.1921
sub131,Pulvinar,19,pre,firstForage,TimePressure,0.1046
sub131,Pulvinar,20,pre,firstCheck,Constant,0.0562
sub131,Pulvinar,21,pre,firstForage,Constant,0.6047
sub131,Pulvinar,70,pre_plus_post,firstForage,Reward,-0.1366
sub131,Pulvinar,73,post,firstCheck,ThreatLevel,0.0578
sub131,Pulvinar,74,pre_plus_post,firstCheck,ThreatLevel,0.2555
sub131,Pulvinar,63,pre,firstForage_minus_firstCheck,Reward,0.0545
sub131,Precentral gyrus,1,post,firstCheck,Constant,0.7207
sub131,Precentral gyrus,2,post,firstCheck,TimeSinceLastCheck,0.4907
sub131,Precentral gyrus,3,post,firstCheck,Proximity,-0.2512
sub131,Precentral gyrus,4,post,firstCheck,Reward,0.8836
sub131,Precentral gyrus,5,post,firstForage,Constant,-0.0438
sub131,Precentral gyrus,6,post,firstForage,TimeSinceLastCheck,1.0458
sub131,Precentral gyrus,7,post,firstForage,Proximity,0.5992
sub131,Precentral gyrus,8,post,firstForage,Reward,-1.013
sub131,Precentral gyrus,9,post,Hide,Constant,-10.8298
sub131,Precentral gyrus,10,post,Hide,TimeSinceLastCheck,-0.0779
sub131,Precentral gyrus,11,post,Hide,Proximity,5.328
sub131,Precentral gyrus,12,post,Hide,Reward,-1.4011
sub131,Precentral gyrus,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.8674
sub131,Precentral gyrus,15,pre,firstCheck,Reward,0.9064
sub131,Precentral gyrus,16,pre,firstCheck,TimePressure,-0.5808
sub131,Precentral gyrus,18,pre,firstForage,Reward,1.4724
sub131,Precentral gyrus,19,pre,firstForage,TimePressure,-0.7663
sub131,Precentral gyrus,20,pre,firstCheck,Constant,-0.233
sub131,Precentral gyrus,21,pre,firstForage,Constant,3.8043
sub131,Precentral gyrus,70,pre_plus_post,firstForage,Reward,0.0524
sub131,Precentral gyrus,73,post,firstCheck,ThreatLevel,-1.0888
sub131,Precentral gyrus,74,pre_plus_post,firstCheck,ThreatLevel,-1.3337
sub131,Precentral gyrus,63,pre,firstForage_minus_firstCheck,Reward,0.186
sub204,DRN,1,post,firstCheck,Constant,0.2413
sub204,DRN,2,post,firstCheck,TimeSinceLastCheck,-0.0613
sub204,DRN,3,post,firstCheck,Proximity,0.0558
sub204,DRN,4,post,firstCheck,Reward,0.0368
sub204,DRN,5,post,firstForage,Constant,-0.2078
sub204,DRN,6,post,firstForage,TimeSinceLastCheck,0.1527
sub204,DRN,7,post,firstForage,Proximity,0.1849
sub204,DRN,8,post,firstForage,Reward,0.1444
sub204,DRN,9,post,Hide,Constant,0.2957
sub204,DRN,10,post,Hide,TimeSinceLastCheck,0.2719
sub204,DRN,11,post,Hide,Proximity,-0.1114
sub204,DRN,12,post,Hide,Reward,0.228
sub204,DRN,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.0752
sub204,DRN,15,pre,firstCheck,Reward,-0.0657
sub204,DRN,16,pre,firstCheck,TimePressure,1.435
sub204,DRN,18,pre,firstForage,Reward,-0.2543
sub204,DRN,19,pre,firstForage,TimePressure,0.1819
sub204,DRN,20,pre,firstCheck,Constant,-0.2774
sub204,DRN,21,pre,firstForage,Constant,0.9391
sub204,DRN,70,pre_plus_post,firstForage,Reward,-0.0462
sub204,DRN,73,post,firstCheck,ThreatLevel,-0.1075
sub204,DRN,74,pre_plus_post,firstCheck,ThreatLevel,-0.134
sub204,DRN,63,pre,firstForage_minus_firstCheck,Reward,-0.1061
sub204,HB,1,post,firstCheck,Constant,0.0208
sub204,HB,2,post,firstCheck,TimeSinceLastCheck,-0.0391
sub204,HB,3,post,firstCheck,Proximity,0.2954
sub204,HB,4,post,firstCheck,Reward,0.4808
sub204,HB,5,post,firstForage,Constant,0.4135
sub204,HB,6,post,firstForage,TimeSinceLastCheck,-0.5963
sub204,HB,7,post,firstForage,Proximity,0.35
sub204,HB,8,post,firstForage,Reward,-0.837
sub204,HB,9,post,Hide,Constant,-1.2786
sub204,HB,10,post,Hide,TimeSinceLastCheck,0.1188
sub204,HB,11,post,Hide,Proximity,0.2323
sub204,HB,12,post,Hide,Reward,0.5556
sub204,HB,14,pre,SuccessfulFirstCheck,ThreatLevel,1.2306
sub204,HB,15,pre,firstCheck,Reward,0.1671
sub204,HB,16,pre,firstCheck,TimePressure,-0.0599
sub204,HB,18,pre,firstForage,Reward,-0.3858
sub204,HB,19,pre,firstForage,TimePressure,0.6672
sub204,HB,20,pre,firstCheck,Constant,0.4745
sub204,HB,21,pre,firstForage,Constant,-0.3104
sub204,HB,70,pre_plus_post,firstForage,Reward,-0.8815
sub204,HB,73,post,firstCheck,ThreatLevel,-0.418
sub204,HB,74,pre_plus_post,firstCheck,ThreatLevel,0.3119
sub204,HB,63,pre,firstForage_minus_firstCheck,Reward,-0.3228
sub204,VTA,1,post,firstCheck,Constant,0.137
sub204,VTA,2,post,firstCheck,TimeSinceLastCheck,-0.1333
sub204,VTA,3,post,firstCheck,Proximity,-0.0331
sub204,VTA,4,post,firstCheck,Reward,0.0474
sub204,VTA,5,post,firstForage,Constant,-1.171
sub204,VTA,6,post,firstForage,TimeSinceLastCheck,0.0128
sub204,VTA,7,post,firstForage,Proximity,1.1179
sub204,VTA,8,post,firstForage,Reward,-0.8068
sub204,VTA,9,post,Hide,Constant,-0.0292
sub204,VTA,10,post,Hide,TimeSinceLastCheck,-0.2884
sub204,VTA,11,post,Hide,Proximity,-0.0458
sub204,VTA,12,post,Hide,Reward,-0.2111
sub204,VTA,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.4589
sub204,VTA,15,pre,firstCheck,Reward,0.1222
sub204,VTA,16,pre,firstCheck,TimePressure,1.4584
sub204,VTA,18,pre,firstForage,Reward,-0.3711
sub204,VTA,19,pre,firstForage,TimePressure,0.6277
sub204,VTA,20,pre,firstCheck,Constant,0.2174
sub204,VTA,21,pre,firstForage,Constant,0.2131
sub204,VTA,70,pre_plus_post,firstForage,Reward,-0.8478
sub204,VTA,73,post,firstCheck,ThreatLevel,-0.5069
sub204,VTA,74,pre_plus_post,firstCheck,ThreatLevel,-0.6862
sub204,VTA,63,pre,firstForage_minus_firstCheck,Reward,-0.2873
sub204,SN,1,post,firstCheck,Constant,0.0638
sub204,SN,2,post,firstCheck,TimeSinceLastCheck,-0.1549
sub204,SN,3,post,firstCheck,Proximity,0.0872
sub204,SN,4,post,firstCheck,Reward,-0.1011
sub204,SN,5,post,firstForage,Constant,-0.9195
sub204,SN,6,post,firstForage,TimeSinceLastCheck,0.4415
sub204,SN,7,post,firstForage,Proximity,0.4452
sub204,SN,8,post,firstForage,Reward,-0.1259
sub204,SN,9,post,Hide,Constant,-0.2907
sub204,SN,10,post,Hide,TimeSinceLastCheck,0.156
sub204,SN,11,post,Hide,Proximity,-0.0686
sub204,SN,12,post,Hide,Reward,0.3569
sub204,SN,14,pre,SuccessfulFirstCheck,ThreatLevel,-0.2093
sub204,SN,15,pre,firstCheck,Reward,-0.3108
sub204,SN,16,pre,firstCheck,TimePressure,1.7885
sub204,SN,18,pre,firstForage,Reward,-0.0287
sub204,SN,19,pre,firstForage,TimePressure,0.7332
sub204,SN,20,pre,firstCheck,Constant,0.0779
sub204,SN,21,pre,firstForage,Constant,0.6594
sub204,SN,70,pre_plus_post,firstForage,Reward,-0.1142
sub204,SN,73,post,firstCheck,ThreatLevel,-0.6782
sub204,SN,74,pre_plus_post,firstCheck,ThreatLevel,-0.6974
sub204,SN,63,pre,firstForage_minus_firstCheck,Reward,0.1718
sub204,ACC,1,post,firstCheck,Constant,-0.2461
sub204,ACC,2,post,firstCheck,TimeSinceLastCheck,-0.346
sub204,ACC,3,post,firstCheck,Proximity,1.0118
sub204,ACC,4,post,firstCheck,Reward,-0.1276
sub204,ACC,5,post,firstForage,Constant,-0.0215
sub204,ACC,6,post,firstForage,TimeSinceLastCheck,-1.3384
sub204,ACC,7,post,firstForage,Proximity,0.4894
sub204,ACC,8,post,firstForage,Reward,-1.3566
sub204,ACC,9,post,Hide,Constant,0.168
sub204,ACC,10,post,Hide,TimeSinceLastCheck,0.6914
sub204,ACC,11,post,Hide,Proximity,-0.1795
sub204,ACC,12,post,Hide,Reward,-0.5431
sub204,ACC,14,pre,SuccessfulFirstCheck,ThreatLevel,2.1494
sub204,ACC,15,pre,firstCheck,Reward,0.2802
sub204,ACC,16,pre,firstCheck,TimePressure,1.0788
sub204,ACC,18,pre,firstForage,Reward,-0.0417
sub204,ACC,19,pre,firstForage,TimePressure,0.3493
sub204,ACC,20,pre,firstCheck,Constant,-0.0012
sub204,ACC,21,pre,firstForage,Constant,0.0817
sub204,ACC,70,pre_plus_post,firstForage,Reward,-1.0615
sub204,ACC,73,post,firstCheck,ThreatLevel,-0.7319
sub204,ACC,74,pre_plus_post,firstCheck,ThreatLevel,0.5187
sub204,ACC,63,pre,firstForage_minus_firstCheck,Reward,-0.1976
sub204,AI,1,post,firstCheck,Constant,0.6495
