"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","afterEpoch","failedAttempts","discovery","firstCheck_corrected","lastCheck_corrected","pPredator","timePressure","recheck","ParticipantIDs","checkAction","schedID"
3,"vigilence3","FALSE",1623161663595,1569,1557,1623161662026,1623161662038,0,4,18,NA,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"1","0",NA,"NaN",NA,NA,NA,NA,NA,NA,NA,0,38443,56.101,0,0,0,1,0,0.148285714285714,0.0692,0,"sub230",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
4,"vigilence4","FALSE",1623161664370,2344,2332,1623161662026,1623161662038,0,4,29,NA,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",NA,"NaN",NA,775,NA,NA,NA,NA,NA,0,39218,56.876,0,0,0,0,0,0.222095238095238,0.103644444444444,1,"sub230",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
5,"vigilence5","FALSE",1623161665237,3211,3199,1623161662026,1623161662038,0,4,41,NA,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",NA,"NaN",NA,1642,867,NA,NA,NA,NA,0,40085,57.743,0,0,0,0,0,0.304666666666667,0.142177777777778,1,"sub230",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
6,"vigilence6","FALSE",1623161666119,4093,4081,1623161662026,1623161662038,0,4,90,NA,0,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","1",NA,"NaN",NA,2524,1749,882,NA,NA,NA,0,40967,58.625,0,0,0,0,1,0.388666666666667,0.181377777777778,1,"sub230",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1623161666994,4968,4956,1623161662026,1623161662038,0,4,90,90,90,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",NA,"NaN",NA,3399,2624,1757,875,NA,NA,0,41842,59.5,0,0,0,0,0,0.472,0.151066666666667,0,"sub230",FALSE,"sched10_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1623161668592,6566,6554,1623161662026,1623161662038,0,4,57,57,147,0,"TRUE",5,0.0027,640,512,0,6.5,20,0,1,0,"0","0",1598,"NaN",NA,4997,4222,3355,2473,NA,NA,0,43440,61.098,0,0,0,0,0,0.624190476190476,0.222088888888889,0,"sub230",FALSE,"sched10_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1623161670199,8173,8161,1623161662026,1623161662038,0,4,54,54,201,0,"TRUE",5,0.083,640,512,0,6.5,20,0,1,0,"0","0",1607,"NaN",NA,6604,5829,4962,4080,NA,NA,0,45047,62.705,0,0,0,0,0,0.777238095238095,0.293511111111111,0,"sub230",FALSE,"sched10_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1623161671745,9719,9707,1623161662026,1623161662038,0,4,2,2,203,0,"TRUE",5,0.1603,640,512,0,6.5,20,0,1,0,"0","0",1546,"NaN",NA,8150,7375,6508,5626,NA,NA,0,46593,64.251,0,0,0,0,0,0.92447619047619,0.362222222222222,0,"sub230",FALSE,"sched10_17Jan20_45min_shuffledv1.json"
3,"vigilence3","FALSE",1623161673453,11427,11415,1623161662026,1623161662038,0,4,38,NA,203,0,"TRUE",5,0.2457,640,512,0,6.5,20,0,1,0,"1","0",1708,"NaN",NA,9858,9083,8216,7334,NA,NA,0,48301,65.959,0,0,0,1,0,1,0.438133333333333,0,"sub230",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
4,"vigilence4","FALSE",1623161674295,12269,12257,1623161662026,1623161662038,0,4,25,NA,203,0,"TRUE",5,0.2878,640,512,0,6.5,20,0,1,0,"0","0",2550,"NaN",NA,842,9925,9058,8176,NA,NA,0,49143,66.801,0,0,0,0,0,1,0.475555555555556,1,"sub230",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
5,"vigilence5","FALSE",1623161675166,13140,13128,1623161662026,1623161662038,0,4,38,NA,203,0,"TRUE",5,0.3313,640,512,1,6.5,20,0,1,0,"0","0",3421,"NaN",NA,1713,871,9929,9047,NA,NA,0,50014,67.672,0,0,1,0,0,1,0.514266666666667,1,"sub230",TRUE,"sched10_17Jan20_45min_shuffledv1.json"
1,"forage","TRUE",1623161691297,29271,1257,1623161662026,1623161690040,0,4,10,10,369,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,2,0,"0","0",11541,"NaN",2272,17844,17002,16131,25178,NA,NA,0,66145,83.803,0,0,0,0,0,0.119714285714286,0.0558666666666667,0,"sub230",FALSE,"sched10_17Jan20_45min_shuffledv1.json"
