"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","proximity","proxHide","posUncertainty","tpDiscovery","threatSearchDelay","caught","afterEpoch","predatorFirstSeen","failedAttempts","maxPossTime","tpEpoch_MinDisc","ParticipantID","checkAction","schedID"
1,"forage","FALSE",1622116758115,39280,6754,1622116718835,1622116751361,0,4,40,40,743,-1,"TRUE",4,0.2126,640,512,1,2.5,20,1,2,1,"0","0",2164,"NaN",NA,2889,622,NA,NA,NA,NA,0,84130,101.788,-15.746,-15.746,0.0311,6132,3632,0,0,0,0,24000,622,"sub119",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
4,"vigilence4","TRUE",1622116759552,40717,8191,1622116718835,1622116751361,0,4,83,NA,743,-1,"TRUE",4,0.2844,640,512,1,2.5,20,1,2,1,"0","0",1437,"NaN",NA,4326,2059,NA,NA,NA,NA,0,85567,103.225,-14.309,-14.309,0.10295,6132,3632,0,0,0,0,24000,2059,"sub119",TRUE,"sched9_17Jan20_45min_shuffledv1.json"
4,"vigilence4","FALSE",1622116760168,41333,8807,1622116718835,1622116751361,0,4,89,NA,743,-1,"TRUE",4,0.3152,640,512,1,2.5,20,1,2,1,"0","0",2053,"NaN",NA,4942,616,NA,NA,NA,NA,0,86183,103.841,-13.693,-13.693,0.0308,6132,3632,0,0,0,0,24000,2675,"sub119",TRUE,"sched9_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1622116760693,41858,9332,1622116718835,1622116751361,0,4,89,89,832,-1,"TRUE",4,0.3415,640,512,1,2.5,20,1,2,1,"0","0",2578,"NaN",NA,5467,525,NA,NA,NA,NA,0,86708,104.366,-13.168,-13.168,0.02625,6132,3632,0,0,0,0,24000,3200,"sub119",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
4,"vigilence4","FALSE",1622116762250,43415,10889,1622116718835,1622116751361,0,4,79,NA,832,-1,"TRUE",4,0.4194,640,512,1,2.5,20,1,2,1,"0","0",1557,"NaN",NA,7024,2082,NA,NA,NA,NA,0,88265,105.923,-11.611,-11.611,0.1041,6132,3632,0,0,0,0,24000,4757,"sub119",TRUE,"sched9_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1622116762869,44034,11508,1622116718835,1622116751361,0,4,79,79,911,-1,"TRUE",4,0.4503,640,512,1,2.5,20,1,2,1,"0","0",2176,"NaN",NA,7643,619,NA,NA,NA,NA,0,88884,106.542,-10.992,-10.992,0.03095,6132,3632,0,0,0,0,24000,5376,"sub119",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
1,"forage","TRUE",1622116764202,45367,12841,1622116718835,1622116751361,0,4,12,12,911,-1,"TRUE",4,0.517,640,512,1,2.5,20,1,2,1,"0","0",1333,"NaN",NA,8976,1952,NA,NA,NA,NA,0,90217,107.875,-9.659,-9.659,0.0976,6132,3632,0,0,0,0,24000,6709,"sub119",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1622116764659,45824,13298,1622116718835,1622116751361,0,4,12,12,923,-1,"TRUE",4,0.5398,640,512,1,2.5,20,1,2,1,"0","0",457,"NaN",NA,9433,2409,NA,NA,NA,NA,0,90674,108.332,-9.202,-9.202,0.12045,6132,3632,0,0,0,0,24000,7166,"sub119",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
2,"hide","FALSE",1622116766161,47326,14800,1622116718835,1622116751361,0,4,39,NA,923,-1,"TRUE",4,0.6149,640,512,1,2.5,20,1,2,1,"0","0",1502,"NaN",NA,10935,3911,NA,NA,NA,NA,0,92176,109.834,-7.7,-7.7,0.19555,6132,3632,0,0,0,0,24000,8668,"sub119",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
1,"forage","FALSE",1622116788362,69527,12999,1622116718835,1622116775363,0,4,46,46,986,-1,"TRUE",6,0.1247,640,512,1,10.5,20,2,3,1,"0","0",2803,"NaN",13301,10153,7768,4040,891,NA,NA,0,114377,132.035,-17.501,-17.501,0.04455,12108,1608,0,0,0,0,32000,891,"sub119",FALSE,"sched9_17Jan20_45min_shuffledv1.json"
