Condition,Regressor,ROI,Seed,Uncorrected_pvalue,Significant,T_stats,df,Avg_peak_sec,Peak_search_window,Mean,SD,p_wilcoxon,zval_wilcoxon,signedrank_wilcoxon,Full_model,Peak_vals_1,Peak_vals_2,Peak_vals_3,Peak_vals_4,Peak_vals_5,Peak_vals_6,Peak_vals_7,Peak_vals_8,Peak_vals_9,Peak_vals_10,Peak_vals_11,Peak_vals_12,Peak_vals_13,Peak_vals_14,Peak_vals_15,Peak_vals_16,Peak_vals_17,Peak_vals_18,Peak_vals_19,Peak_vals_20,Peak_vals_21,Peak_vals_22,Peak_vals_23
vigilance_successfulChecks_outcome_plus_firstForages,switchToCheck,SN_Pauli,HB,0.221299695391764,0,1.25879188108186,22,2.8150289017341,0.06s-4.98s,0.0362520489334817,0.13811553893281,0.21239270063434,1.24701308257857,179,switchToCheck + timepressure + time + reward + seedTC + constant + PPI1_seedTCXswitchToCheck + PPI2_seedTCXtimepressure + PPI3_switchToCheckXtimepressure + PPI4_seedTCXswitchToCheckXtimepressure,-0.189075440326318,0.237603695932706,0.00900016163933353,0.0705666735961121,0.417006929413495,-0.0268157150598605,-0.188473719144308,0.0905041418415159,0.123489612329506,0.102140236143105,0.00126461538504609,-0.120745501167828,0.0158387750019385,0.00325928207735434,0.0266800947720512,0.0620087484911108,-0.0355215037679815,-0.0162315909424631,0.147841195764182,0.0870431231704856,-0.169727820356749,0.0151878002939434,0.170953330383702
vigilance_successfulChecks_outcome_plus_firstForages,timepressure,SN_Pauli,HB,0.000389355711755135,1,4.17934608313909,22,3.40462427745665,0.06s-4.98s,0.104951218034433,0.120432323585309,0.00113632159621144,3.25439999599773,245,switchToCheck + timepressure + time + reward + seedTC + constant + PPI1_seedTCXswitchToCheck + PPI2_seedTCXtimepressure + PPI3_switchToCheckXtimepressure + PPI4_seedTCXswitchToCheckXtimepressure,0.144450059063877,-0.0556202226060606,0.182985492024399,0.122634422922018,-0.0483509863053579,0.257503954757929,0.303235286270389,0.067821019078797,0.0471771558170811,0.193937467514226,0.0945268439071017,0.109547781153926,0.122197319932369,0.0258757840879263,-0.0228242717963424,0.122310355738775,0.114760769587458,0.144865821172199,0.154551911789986,0.144101293169453,0.362912171948893,-0.179864324657159,0.00514291022008603
vigilance_successfulChecks_outcome_plus_firstForages,time,SN_Pauli,HB,0.0167155491209335,1,-2.58988772661245,22,0.554913294797688,0.06s-4.98s,-0.0375999770708,0.0696258580860721,0.0358493732427727,-2.09863177312003,69,switchToCheck + timepressure + time + reward + seedTC + constant + PPI1_seedTCXswitchToCheck + PPI2_seedTCXtimepressure + PPI3_switchToCheckXtimepressure + PPI4_seedTCXswitchToCheckXtimepressure,-0.0910123614076818,-0.073293496813159,0.0225720013563795,0.00890167413822274,-0.0453100320129087,-0.0203531152813302,-0.211265898310787,0.00173031924699287,0.0256783322966613,-0.106264367630187,-0.0292149070183201,-0.0744583284389198,-0.00926194965296856,-0.0304471182232265,-0.150487299544875,0.038484302723759,-0.0515788272814509,-0.000780281686079852,0.0568588637658173,0.0135286905631798,-0.163764958852972,0.0361709888351394,-0.0112317033996869
vigilance_successfulChecks_outcome_plus_firstForages,reward,SN_Pauli,HB,0.000925946185996063,1,-3.82382949100249,22,2.32369942196532,0.06s-4.98s,-0.0312724574043885,0.0392217899318782,0.000658076343542269,-3.40647476216585,26,switchToCheck + timepressure + time + reward + seedTC + constant + PPI1_seedTCXswitchToCheck + PPI2_seedTCXtimepressure + PPI3_switchToCheckXtimepressure + PPI4_seedTCXswitchToCheckXtimepressure,-0.102381011086229,-0.0262930735957766,-0.0406922278733952,-0.0088235528644703,-0.0141488004525211,0.0322788745090212,-0.0218867665457361,-0.00565990067172679,-0.0275560040640879,0.000571896570843789,-0.114159630691747,0.00909800506946193,-0.0535276170412275,-0.0375880753249345,-0.0644009973676717,-0.120388026445515,-0.0425184927605803,-0.0104519770233076,-0.0156532879292659,0.00154274973059065,-0.0102071833686049,0.00451106878365947,-0.050932489857714
vigilance_successfulChecks_outcome_plus_firstForages,seedTC,SN_Pauli,HB,0.0118265072897814,1,2.74472238390612,22,3.30635838150289,0.06s-4.98s,0.102786443843646,0.179597933271867,0.0137545217686562,2.46361121192352,219,switchToCheck + timepressure + time + reward + seedTC + constant + PPI1_seedTCXswitchToCheck + PPI2_seedTCXtimepressure + PPI3_switchToCheckXtimepressure + PPI4_seedTCXswitchToCheckXtimepressure,0.6206779783819,0.0761168769595526,-0.141298936620621,-0.146891952416109,-0.164059141517376,0.0467815558204934,0.303042728746994,0.269942983112961,0.185369270861461,0.106678227820133,0.0856695170667841,-0.00689853277932586,0.072111257275689,0.0287490126137478,0.021353421329871,-0.0118605656966514,0.336972933844631,0.276222274373891,-0.0967835906374726,0.107373493259195,0.181659999138531,0.103999511042299,0.109159886423287
vigilance_successfulChecks_outcome_plus_firstForages,constant,SN_Pauli,HB,0.000111035441951457,1,-4.69314891081136,22,4.97687861271676,0.06s-4.98s,-0.0676426215876381,0.0691225919088566,0.000658076343542269,-3.40647476216585,26,switchToCheck + timepressure + time + reward + seedTC + constant + PPI1_seedTCXswitchToCheck + PPI2_seedTCXtimepressure + PPI3_switchToCheckXtimepressure + PPI4_seedTCXswitchToCheckXtimepressure,-0.0147532656270817,-0.110509821609544,-0.117414041194289,-0.0370152576603106,-0.0602305460208172,-0.0530027717040583,-0.100123436692815,-0.0888060228281168,-0.118220022568952,-0.185866997708223,-0.148008761181385,-0.00809343983537578,0.0319393330704733,-0.094177750613089,0.0216284755914681,-0.0715947597481222,0.115784282363627,-0.0439625038841071,-0.0284975635097493,-0.0988751201311094,-0.0601024381213676,-0.111026380044701,-0.174851486858031
vigilance_successfulChecks_outcome_plus_firstForages,PPI1_seedTCXswitchToCheck,SN_Pauli,HB,0.125906852287975,0,1.59087121361735,22,3.40462427745665,0.06s-4.98s,0.0350414077951048,0.105635633284795,0.100505586919728,1.64240747461568,192,switchToCheck + timepressure + time + reward + seedTC + constant + PPI1_seedTCXswitchToCheck + PPI2_seedTCXtimepressure + PPI3_switchToCheckXtimepressure + PPI4_seedTCXswitchToCheckXtimepressure,0.275556052543338,0.120716498645698,-0.103722694111435,-0.189176788687827,0.0910508918332349,0.0211286678999819,0.0176985939846614,-0.0146491353337716,0.226012859295478,0.00259466799845921,0.0596581164117909,0.0451819611356265,0.0464230016771656,0.0882006230238992,0.048289645236,-0.104941531890602,-0.0688647062140573,-0.0897569856277481,0.0986703455556079,0.138495522902088,0.00199191337206658,0.0233544850932947,0.0720403745444598
vigilance_successfulChecks_outcome_plus_firstForages,PPI2_seedTCXtimepressure,SN_Pauli,HB,0.0782460804152124,0,1.84697123693803,22,1.93063583815029,0.06s-4.98s,0.0510635084570606,0.132591119261449,0.0680165447462556,1.82489719401742,198,switchToCheck + timepressure + time + reward + seedTC + constant + PPI1_seedTCXswitchToCheck + PPI2_seedTCXtimepressure + PPI3_switchToCheckXtimepressure + PPI4_seedTCXswitchToCheckXtimepressure,0.185663767908732,-0.00237620502741455,0.135150029750481,-0.0386755197433592,0.00606431879184257,-0.0080172958394942,-0.173937315527676,0.0581191646044038,0.135080755636482,-0.00339315598265385,0.348758801239426,0.122066811307361,0.1062870247667,-0.0406389661431264,-0.0658990403428304,0.00701800628075711,0.0165897996840799,0.129508397055411,0.00300550263084663,0.111552322269742,-0.254036788398496,0.114712130223697,0.281858149367481
vigilance_successfulChecks_outcome_plus_firstForages,PPI3_switchToCheckXtimepressure,SN_Pauli,HB,0.0492238629626597,1,2.08159601031588,22,2.71676300578035,0.06s-4.98s,0.0604060570063162,0.13917074732765,0.0415697516289688,2.03780186665279,205,switchToCheck + timepressure + time + reward + seedTC + constant + PPI1_seedTCXswitchToCheck + PPI2_seedTCXtimepressure + PPI3_switchToCheckXtimepressure + PPI4_seedTCXswitchToCheckXtimepressure,0.117273666950072,-0.224676379694471,-0.0272383301490748,0.113043124339261,-0.200895520565496,0.229758131038879,0.0152990631550895,0.115432615096527,-0.00234759187376704,0.158726379296027,0.120189968805579,0.328059115003132,-0.0431562211264507,0.156046207173472,-0.115147243146559,0.0968568945542517,0.16532779523763,0.0450425839938002,-0.0678435648779857,0.0515307365395639,0.275150527669145,0.124175202805691,-0.0412678490790432
vigilance_successfulChecks_outcome_plus_firstForages,PPI4_seedTCXswitchToCheckXtimepressure,SN_Pauli,HB,0.324958211838164,0,-1.00683953497884,22,2.1271676300578,0.06s-4.98s,-0.030132686966091,0.143529614217155,0.542989141266608,-0.608299064672474,118,switchToCheck + timepressure + time + reward + seedTC + constant + PPI1_seedTCXswitchToCheck + PPI2_seedTCXtimepressure + PPI3_switchToCheckXtimepressure + PPI4_seedTCXswitchToCheckXtimepressure,-0.223648688511531,0.0309537486090926,0.133667883882963,-0.13392563159186,0.0106070176430958,-0.00788258035873822,-0.211372888901185,0.00998297822528691,0.107017224428327,-0.0151625898806157,0.197107290767006,0.187712771383274,0.0437032303869536,-0.158349636429933,-0.0394407864664404,0.0878461966987489,0.00255867382116858,0.043040065155641,-0.045743395570711,0.0572918193610946,-0.277565261295869,-0.333196444193341,-0.15825279738252
