,Unnamed: 0,Phase,ActionType,TransitionType,RT,ParticipantID,envIndex,predatorTotal_currEnv,timeInCurrEnv,tpEpoch,noOfCones,predatorSpeed,timePressure,rewAvail_currTP,firstActionPostDisc,NForageBeforeCheck,NCheckBeforeForage
679,0,Pre,check,Check-to-check,-86,sub121,14,3,45595,,3,10,0.41464,26,,,2
680,0,Pre,check,Check-to-check,-82,sub121,14,3,45181,,3,10,0.38152,26,,,3
681,0,Pre,check,Check-to-check,-33,sub121,14,4,60515,,3,10,0.16984,33,,,1
682,0,Pre,check,Check-to-check,-90,sub121,14,4,60048,,3,10,0.24112,28,,,2
683,0,Pre,check,Check-to-check,-85,sub121,14,4,59638,,3,10,0.20832,28,,,3
684,0,Pre,check,Check-to-check,18,sub121,14,5,78321,,3,10,0.1868,13,,,1
685,0,Pre,check,Check-to-check,-90,sub121,14,5,77803,,3,10,0.22232,11,,,2
686,0,Pre,check,Check-to-check,16,sub121,14,5,77393,,3,10,0.18952,11,,,3
687,0,Pre,check,Check-to-check,124,sub121,15,1,1392,,2,10,0.11064,9,,,1
688,0,Pre,check,Check-to-check,69,sub121,15,1,5717,,2,10,0.39592,5,,,1
689,0,Pre,check,Check-to-check,-41,sub121,15,2,23947,,2,10,0.104,51,,,1
690,0,Pre,check,Check-to-check,-76,sub121,15,2,23488,,2,10,0.19808,51,,,2
691,0,Pre,check,Check-to-check,-83,sub121,15,2,23064,,2,10,0.16416,51,,,3
692,0,Pre,check,Check-to-check,-33,sub121,15,3,41958,,2,10,0.116,36,,,1
693,0,Pre,check,Check-to-check,-37,sub121,15,3,41491,,2,10,0.19856,36,,,2
694,0,Pre,check,Check-to-check,20,sub121,15,3,41028,,2,10,0.16152,34,,,3
695,0,Pre,check,Check-to-check,20,sub121,15,4,60148,,2,10,0.17008,43,,,1
696,0,Pre,check,Check-to-check,167,sub121,15,4,66078,,2,10,0.516,26,,,1
697,0,Pre,check,Check-to-check,10,sub121,15,5,85041,,2,10,0.4812,61,,,1
698,0,Pre,check,Check-to-check,-46,sub121,16,4,73937,,1,15,0.025942857,17,,,1
699,0,Pre,check,Check-to-check,-36,sub121,17,1,2154,,2,15,0.055371429,22,,,1
700,0,Pre,check,Check-to-check,5,sub121,17,1,1690,,2,15,0.096114286,38,,,2
701,0,Pre,check,Check-to-check,17,sub121,17,2,21507,,2,15,0.142285714,54,,,1
702,0,Pre,check,Check-to-check,15,sub121,17,2,20990,,2,15,0.112742857,43,,,2
703,0,Pre,check,Check-to-check,65,sub121,17,3,44742,,2,15,0.155142857,45,,,1
704,0,Pre,check,Check-to-check,-41,sub121,17,4,68240,,2,15,0.053257143,16,,,1
705,0,Pre,check,Check-to-check,-27,sub121,17,4,67781,,2,15,0.1568,9,,,2
706,0,Pre,check,Check-to-check,20,sub121,18,1,2304,,3,10,0.18376,28,,,1
707,0,Pre,check,Check-to-check,-87,sub121,18,1,1784,,3,10,0.14216,15,,,2
708,0,Pre,check,Check-to-check,-44,sub121,18,1,1371,,3,10,0.10912,15,,,3
709,0,Pre,check,Check-to-check,16,sub121,18,1,7814,,3,10,0.15256,18,,,1
710,0,Pre,check,Check-to-check,-84,sub121,18,1,7298,,3,10,0.51064,18,,,2
711,0,Pre,check,Check-to-check,16,sub121,18,1,6882,,3,10,0.47736,14,,,3
712,0,Pre,check,Check-to-check,-84,sub121,18,3,36320,,3,10,0.14064,23,,,1
713,0,Pre,check,Check-to-check,-34,sub121,18,3,35904,,3,10,0.22952,23,,,2
714,0,Pre,check,Check-to-check,-94,sub121,18,3,35438,,3,10,0.19224,23,,,3
715,0,Pre,check,Check-to-check,117,sub121,18,5,72227,,3,10,0.3328,26,,,1
716,0,Pre,check,Check-to-check,16,sub121,18,5,71610,,3,10,0.28344,26,,,2
717,0,Pre,check,Check-to-check,83,sub121,18,5,71094,,3,10,0.24216,16,,,3
718,0,Pre,check,Check-to-check,114,sub121,19,1,1540,,2,15,0.0876,24,,,1
719,0,Pre,check,Check-to-check,419,sub121,19,1,926,,2,15,0.052514286,25,,,2
720,0,Pre,check,Check-to-check,-83,sub121,19,2,24910,,2,15,0.047257143,42,,,1
721,0,Pre,check,Check-to-check,-90,sub121,19,2,24493,,2,15,0.141371429,42,,,2
722,0,Pre,check,Check-to-check,9,sub121,19,3,48939,,2,15,0.337714286,26,,,1
723,0,Pre,check,Check-to-check,16,sub121,20,1,2782,,4,10,0.22184,36,,,1
724,0,Pre,check,Check-to-check,17,sub121,20,1,2266,,4,10,0.18056,36,,,2
725,0,Pre,check,Check-to-check,-32,sub121,20,1,1749,,4,10,0.1392,17,,,3
726,0,Pre,check,Check-to-check,-136,sub121,20,2,23899,,4,10,0.2832,13,,,1
727,0,Pre,check,Check-to-check,-192,sub121,20,2,23535,,4,10,0.25408,13,,,2
728,0,Pre,check,Check-to-check,-143,sub121,20,2,23227,,4,10,0.22944,13,,,3
729,0,Pre,check,Check-to-check,123,sub121,20,3,43012,,4,10,0.28184,25,,,1
730,0,Pre,check,Check-to-check,-190,sub121,20,3,42389,,4,10,0.232,25,,,2
731,0,Pre,check,Check-to-check,73,sub121,20,3,42079,,4,10,0.48464,41,,,3
732,0,Pre,check,Check-to-check,-48,sub121,20,4,57609,,4,10,0.28592,23,,,1
733,0,Pre,check,Check-to-check,-92,sub121,20,4,57157,,4,10,0.24976,23,,,2
734,0,Pre,check,Check-to-check,-93,sub121,20,4,56749,,4,10,0.21712,27,,,3
735,0,Pre,check,Check-to-check,-91,sub121,20,5,74837,,4,10,0.18072,19,,,1
736,0,Pre,check,Check-to-check,-38,sub121,20,5,74428,,4,10,0.27136,19,,,2
737,0,Pre,check,Check-to-check,-41,sub121,20,5,73966,,4,10,0.2344,19,,,3
738,0,Pre,check,Check-to-check,-133,sub121,21,1,2319,,3,20,0.0756,8,,,1
739,0,Pre,check,Check-to-check,-40,sub121,21,1,1952,,3,20,0.0864,11,,,2
740,0,Pre,check,Check-to-check,-42,sub121,21,1,1492,,3,20,0.065955556,11,,,3
741,0,Pre,check,Check-to-check,66,sub121,21,2,33196,,3,20,0.274488889,2,,,1
742,0,Pre,check,Check-to-check,60,sub121,21,2,32630,,3,20,0.249333333,7,,,2
744,0,Pre,check,Check-to-check,78,sub121,22,4,53936,,1,10,0.04624,41,,,1
745,0,Pre,check,Check-to-check,72,sub121,23,2,40606,,1,20,0.025422222,23,,,1
746,0,Pre,check,Check-to-check,-77,sub121,24,1,3168,,4,20,0.101333333,4,,,1
747,0,Pre,check,Check-to-check,-40,sub121,24,1,2745,,4,20,0.1216,12,,,2
748,0,Pre,check,Check-to-check,-89,sub121,24,1,2285,,4,20,0.101155556,12,,,3
749,0,Pre,check,Check-to-check,28,sub121,24,2,38706,,4,20,0.386266667,36,,,1
750,0,Pre,check,Check-to-check,18,sub121,24,2,38178,,4,20,0.3628,36,,,2
751,0,Pre,check,Check-to-check,-30,sub121,24,2,37660,,4,20,0.339777778,28,,,3
752,0,Pre,check,Check-to-check,17,sub121,25,1,7292,,1,20,0.022977778,16,,,1
754,0,Pre,check,Check-to-check,-143,sub121,26,4,71256,,1,15,0.0204,25,,,1
755,0,Pre,check,Check-to-check,443,sub123,0,2,41239,,4,20,0.588177778,39,,,1
756,0,Pre,check,Check-to-check,15,sub123,1,2,29303,,2,10,0.21408,52,,,1
757,0,Pre,check,Check-to-check,121,sub123,3,1,3496,,3,10,0.27888,7,,,1
758,0,Pre,check,Check-to-check,15,sub123,3,1,9948,,3,10,0.79504,19,,,1
759,0,Pre,check,Check-to-check,119,sub123,3,3,44571,,3,10,0.12864,34,,,1
760,0,Pre,check,Check-to-check,-34,sub123,3,3,43952,,3,10,0.55664,28,,,2
761,0,Pre,check,Check-to-check,23,sub123,3,3,43486,,3,10,0.51936,28,,,3
762,0,Pre,check,Check-to-check,17,sub123,6,1,4329,,4,10,0.3456,29,,,1
763,0,Pre,check,Check-to-check,168,sub123,6,1,3812,,4,10,0.30424,22,,,2
764,0,Pre,check,Check-to-check,-34,sub123,6,1,3144,,4,10,0.2508,22,,,3
765,0,Pre,check,Check-to-check,386,sub123,6,2,23771,,4,10,0.54008,13,,,1
767,0,Pre,check,Check-to-check,279,sub123,6,5,77812,,4,10,0.5404,6,,,2
768,0,Pre,check,Check-to-check,-41,sub123,7,1,5494,,4,10,0.43888,25,,,1
769,0,Pre,check,Check-to-check,72,sub123,7,6,85786,,4,10,0.54256,20,,,1
770,0,Pre,check,Check-to-check,10,sub123,7,6,85214,,4,10,0.4968,20,,,2
771,0,Pre,check,Check-to-check,73,sub123,9,1,8742,,2,20,0.128977778,68,,,1
772,0,Pre,check,Check-to-check,64,sub123,11,1,8626,,2,15,0.159828571,67,,,1
773,0,Pre,check,Check-to-check,17,sub123,17,3,50606,,4,15,0.547142857,37,,,1
774,0,Pre,check,Check-to-check,374,sub123,18,1,6211,,3,10,0.49632,14,,,1
775,0,Pre,check,Check-to-check,218,sub123,18,1,5337,,3,10,0.4264,29,,,2
776,0,Pre,check,Check-to-check,-40,sub123,18,1,8688,,3,10,0.69448,23,,,1
777,0,Pre,check,Check-to-check,123,sub123,19,2,40021,,4,20,0.622444444,52,,,1
778,0,Pre,check,Check-to-check,222,sub123,20,1,9659,,3,20,0.428977778,31,,,1
779,0,Pre,check,Check-to-check,225,sub123,20,1,8937,,3,20,0.396888889,23,,,2
780,0,Pre,check,Check-to-check,67,sub123,20,1,15776,,3,20,0.336177778,19,,,1
781,0,Pre,check,Check-to-check,377,sub123,23,1,5374,,2,10,0.42928,27,,,1
782,0,Pre,check,Check-to-check,178,sub123,24,1,7519,,3,15,0.4292,18,,,1
783,0,Pre,check,Check-to-check,218,sub123,24,1,6841,,3,15,0.390457143,6,,,2
784,0,Pre,check,Check-to-check,117,sub123,25,2,27183,,4,15,0.466285714,29,,,1
785,0,Pre,check,Check-to-check,468,sub123,25,4,73407,,4,15,0.535885714,23,,,1
786,0,Pre,check,Check-to-check,231,sub123,25,4,72439,,4,15,0.480571429,26,,,2
787,0,Pre,check,Check-to-check,-35,sub123,26,1,6906,,2,10,0.074,14,,,1
788,0,Pre,check,Check-to-check,-40,sub123,26,1,6441,,2,10,0.51472,14,,,2
789,0,Pre,check,Check-to-check,324,sub125,0,3,59884,,4,20,0.348622222,45,,,1
790,0,Pre,check,Check-to-check,421,sub125,0,3,59060,,4,20,0.312,45,,,2
791,0,Pre,check,Check-to-check,121,sub125,0,3,58139,,4,20,0.271066667,20,,,3
792,0,Pre,check,Check-to-check,280,sub125,1,1,3345,,2,10,0.26704,66,,,1
793,0,Pre,check,Check-to-check,-299,sub125,1,2,26449,,2,10,0.09864,59,,,1
794,0,Pre,check,Check-to-check,-190,sub125,1,2,26248,,2,10,0.08256,59,,,2
795,0,Pre,check,Check-to-check,-135,sub125,1,2,25938,,2,10,0.55464,75,,,3
796,0,Pre,check,Check-to-check,12,sub125,1,4,60104,,2,10,0.32848,25,,,1
797,0,Pre,check,Check-to-check,-94,sub125,1,4,59592,,2,10,0.28752,28,,,2
798,0,Pre,check,Check-to-check,-187,sub125,2,3,62857,,2,20,0.037377778,15,,,1
799,0,Pre,check,Check-to-check,28,sub125,2,3,62544,,2,20,0.333511111,15,,,2
800,0,Pre,check,Check-to-check,16,sub125,3,1,3966,,2,10,0.31656,16,,,1
801,0,Pre,check,Check-to-check,-239,sub125,3,4,57484,,2,10,0.06992,30,,,1
802,0,Pre,check,Check-to-check,-194,sub125,3,4,57223,,2,10,0.04904,30,,,2
803,0,Pre,check,Check-to-check,-193,sub125,3,4,56917,,2,10,0.31064,26,,,3
804,0,Pre,check,Check-to-check,-134,sub125,3,5,76171,,2,10,0.0628,71,,,1
805,0,Pre,check,Check-to-check,-81,sub125,3,5,75805,,2,10,0.30224,51,,,2
806,0,Pre,check,Check-to-check,-195,sub125,4,1,6879,,3,20,0.305377778,19,,,1
807,0,Pre,check,Check-to-check,-188,sub125,4,1,6574,,3,20,0.291822222,19,,,2
808,0,Pre,check,Check-to-check,9,sub125,4,1,6262,,3,20,0.277955556,19,,,3
809,0,Pre,check,Check-to-check,-190,sub125,5,2,25299,,4,15,0.153885714,5,,,1
810,0,Pre,check,Check-to-check,-244,sub125,5,2,24989,,4,15,0.136171429,22,,,2
811,0,Pre,check,Check-to-check,-296,sub125,5,2,24733,,4,15,0.121542857,22,,,3
812,0,Pre,check,Check-to-check,25,sub125,5,4,69356,,4,15,0.139085714,55,,,1
813,0,Pre,check,Check-to-check,-193,sub125,5,4,68831,,4,15,0.109085714,41,,,2
814,0,Pre,check,Check-to-check,-349,sub125,5,4,68524,,4,15,0.485942857,41,,,3
815,0,Pre,check,Check-to-check,-242,sub125,6,1,2381,,3,15,0.053314286,24,,,1
816,0,Pre,check,Check-to-check,-291,sub125,6,1,2123,,3,15,0.038571429,24,,,2
817,0,Pre,check,Check-to-check,-293,sub125,6,1,1914,,3,15,0.108971429,22,,,3
818,0,Pre,check,Check-to-check,-245,sub125,6,1,7582,,3,15,0.1264,18,,,1
819,0,Pre,check,Check-to-check,-187,sub125,6,1,7327,,3,15,0.297371429,18,,,2
821,0,Pre,check,Check-to-check,-399,sub125,6,4,75492,,3,15,0.102914286,14,,,1
822,0,Pre,check,Check-to-check,-240,sub125,6,4,75391,,3,15,0.097142857,14,,,2
823,0,Pre,check,Check-to-check,-293,sub125,6,4,75131,,3,15,0.4072,14,,,3
824,0,Pre,check,Check-to-check,-300,sub125,7,1,3715,,4,10,0.16408,30,,,1
825,0,Pre,check,Check-to-check,-295,sub125,7,1,3515,,4,10,0.14808,30,,,2
826,0,Pre,check,Check-to-check,-194,sub125,7,1,3310,,4,10,0.26416,30,,,3
827,0,Pre,check,Check-to-check,-399,sub125,7,6,83736,,4,10,0.18216,42,,,1
828,0,Pre,check,Check-to-check,-242,sub125,7,6,83635,,4,10,0.17408,42,,,2
829,0,Pre,check,Check-to-check,-290,sub125,7,6,83377,,4,10,0.3496,42,,,3
830,0,Pre,check,Check-to-check,-348,sub125,8,1,2119,,3,15,0.076342857,46,,,1
831,0,Pre,check,Check-to-check,-141,sub125,8,1,1967,,3,15,0.067657143,34,,,2
832,0,Pre,check,Check-to-check,-343,sub125,8,1,1608,,3,15,0.091428571,34,,,3
833,0,Pre,check,Check-to-check,-194,sub125,8,2,28828,,3,15,0.335542857,87,,,1
834,0,Pre,check,Check-to-check,-350,sub125,8,2,28522,,3,15,0.318057143,87,,,2
835,0,Pre,check,Check-to-check,-338,sub125,8,2,28372,,3,15,0.309485714,87,,,3
836,0,Pre,check,Check-to-check,-288,sub125,8,4,77486,,3,15,0.092228571,22,,,1
837,0,Pre,check,Check-to-check,-296,sub125,8,4,77274,,3,15,0.080114286,22,,,2
838,0,Pre,check,Check-to-check,-293,sub125,8,4,77070,,3,15,0.518057143,21,,,3
839,0,Pre,check,Check-to-check,-342,sub125,10,1,1556,,2,15,0.088514286,28,,,1
840,0,Pre,check,Check-to-check,-398,sub125,10,1,1398,,2,15,0.079485714,28,,,2
841,0,Pre,check,Check-to-check,-83,sub125,10,1,1296,,2,15,0.073657143,28,,,3
842,0,Pre,check,Check-to-check,-397,sub125,10,1,6516,,2,15,0.038285714,44,,,1
843,0,Pre,check,Check-to-check,-244,sub125,10,1,6413,,2,15,0.0324,44,,,2
844,0,Pre,check,Check-to-check,-189,sub125,10,1,6157,,2,15,0.277771429,44,,,3
845,0,Pre,check,Check-to-check,111,sub125,11,1,2363,,4,15,0.134514286,17,,,1
846,0,Pre,check,Check-to-check,-178,sub125,11,1,1752,,4,15,0.0996,24,,,2
847,0,Pre,check,Check-to-check,-397,sub125,11,1,1430,,4,15,0.0812,24,,,3
848,0,Pre,check,Check-to-check,-187,sub125,11,1,5002,,4,15,0.251371429,19,,,1
849,0,Pre,check,Check-to-check,-299,sub125,11,1,4689,,4,15,0.233485714,19,,,2
850,0,Pre,check,Check-to-check,-399,sub125,11,1,4488,,4,15,0.222,19,,,3
851,0,Pre,check,Check-to-check,-29,sub125,11,3,47639,,4,15,0.139314286,13,,,1
852,0,Pre,check,Check-to-check,-342,sub125,11,3,47168,,4,15,0.293314286,13,,,2
853,0,Pre,check,Check-to-check,-249,sub125,11,3,47010,,4,15,0.284285714,14,,,3
854,0,Pre,check,Check-to-check,-293,sub125,12,1,2632,,1,10,0.01656,15,,,1
855,0,Pre,check,Check-to-check,-199,sub125,12,1,4783,,1,10,0.02408,36,,,1
856,0,Pre,check,Check-to-check,-192,sub125,12,2,28194,,1,10,0.02464,28,,,1
857,0,Pre,check,Check-to-check,-236,sub125,12,3,44995,,1,10,0.02112,22,,,1
858,0,Pre,check,Check-to-check,-294,sub125,12,3,44731,,1,10,0.01648,22,,,2
859,0,Pre,check,Check-to-check,-349,sub125,12,3,44525,,1,10,0.01208,22,,,3
860,0,Pre,check,Check-to-check,-192,sub125,12,5,79335,,1,10,0.02464,33,,,1
861,0,Pre,check,Check-to-check,-137,sub125,13,1,3529,,2,20,0.115777778,5,,,1
862,0,Pre,check,Check-to-check,-394,sub125,13,2,30204,,2,20,0.046266667,24,,,1
863,0,Pre,check,Check-to-check,-296,sub125,13,2,30098,,2,20,0.041555556,24,,,2
864,0,Pre,check,Check-to-check,-287,sub125,13,2,29894,,2,20,0.032488889,51,,,3
865,0,Pre,check,Check-to-check,-246,sub125,13,3,58254,,2,20,0.031733333,18,,,1
866,0,Pre,check,Check-to-check,-40,sub125,13,3,58000,,2,20,0.310755556,17,,,2
867,0,Pre,check,Check-to-check,-297,sub125,14,1,1583,,3,10,0.0696,6,,,1
868,0,Pre,check,Check-to-check,-401,sub125,14,1,1380,,3,10,0.10952,6,,,2
869,0,Pre,check,Check-to-check,-237,sub125,14,1,1281,,3,10,0.1016,6,,,3
870,0,Pre,check,Check-to-check,-342,sub125,14,1,4380,,3,10,0.29336,18,,,1
871,0,Pre,check,Check-to-check,-242,sub125,14,1,4222,,3,10,0.28072,18,,,2
872,0,Pre,check,Check-to-check,-290,sub125,14,1,3964,,3,10,0.26008,7,,,3
873,0,Pre,check,Check-to-check,-298,sub125,14,1,7732,,3,10,0.1728,14,,,1
874,0,Pre,check,Check-to-check,-291,sub125,14,1,7530,,3,10,0.15664,14,,,2
875,0,Pre,check,Check-to-check,-343,sub125,14,1,7321,,3,10,0.13992,14,,,3
876,0,Pre,check,Check-to-check,-298,sub125,14,3,41579,,3,10,0.1396,32,,,1
877,0,Pre,check,Check-to-check,-293,sub125,14,3,41377,,3,10,0.12344,32,,,2
878,0,Pre,check,Check-to-check,-399,sub125,14,3,41170,,3,10,0.10688,32,,,3
879,0,Pre,check,Check-to-check,-397,sub125,14,3,44786,,3,10,0.28928,34,,,1
880,0,Pre,check,Check-to-check,-296,sub125,14,3,44683,,3,10,0.28104,34,,,2
881,0,Pre,check,Check-to-check,-241,sub125,14,3,44479,,3,10,0.26472,34,,,3
882,0,Pre,check,Check-to-check,-89,sub125,14,4,64040,,3,10,0.19736,27,,,1
883,0,Pre,check,Check-to-check,-238,sub125,14,4,63629,,3,10,0.16448,27,,,2
884,0,Pre,check,Check-to-check,-295,sub125,14,4,63367,,3,10,0.50504,27,,,3
886,0,Pre,check,Check-to-check,-294,sub125,15,1,7911,,2,10,0.31368,13,,,1
887,0,Pre,check,Check-to-check,-291,sub125,15,1,7705,,2,10,0.2972,13,,,2
888,0,Pre,check,Check-to-check,-239,sub125,15,1,7496,,2,10,0.28048,13,,,3
889,0,Pre,check,Check-to-check,-291,sub125,15,2,26324,,2,10,0.10336,40,,,1
890,0,Pre,check,Check-to-check,-193,sub125,15,2,26115,,2,10,0.4084,40,,,2
891,0,Pre,check,Check-to-check,-193,sub125,15,2,25808,,2,10,0.38384,45,,,3
892,0,Pre,check,Check-to-check,-396,sub125,15,3,42658,,2,10,0.0952,39,,,1
893,0,Pre,check,Check-to-check,-296,sub125,15,3,42554,,2,10,0.28392,39,,,2
894,0,Pre,check,Check-to-check,-241,sub125,15,3,42350,,2,10,0.2676,39,,,3
895,0,Pre,check,Check-to-check,-342,sub125,15,3,44117,,2,10,0.21192,30,,,1
896,0,Pre,check,Check-to-check,-293,sub125,15,3,45675,,2,10,0.24136,19,,,1
897,0,Pre,check,Check-to-check,-340,sub125,15,3,45468,,2,10,0.2248,19,,,2
898,0,Pre,check,Check-to-check,-294,sub125,15,3,45308,,2,10,0.212,19,,,3
899,0,Pre,check,Check-to-check,-295,sub125,15,4,61882,,2,10,0.06232,44,,,1
900,0,Pre,check,Check-to-check,-397,sub125,15,4,61677,,2,10,0.04592,44,,,2
901,0,Pre,check,Check-to-check,-235,sub125,15,4,61574,,2,10,0.03768,44,,,3
902,0,Pre,check,Check-to-check,-290,sub125,15,4,66271,,2,10,0.14488,29,,,1
903,0,Pre,check,Check-to-check,-295,sub125,15,4,66061,,2,10,0.12808,26,,,2
904,0,Pre,check,Check-to-check,-298,sub125,15,4,65856,,2,10,0.11168,26,,,3
905,0,Pre,check,Check-to-check,-139,sub125,15,5,83368,,2,10,0.14824,46,,,1
906,0,Pre,check,Check-to-check,-299,sub125,15,5,83007,,2,10,0.11936,49,,,2
907,0,Pre,check,Check-to-check,-395,sub125,15,5,82806,,2,10,0.10328,49,,,3
908,0,Pre,check,Check-to-check,264,sub125,16,1,772,,1,15,0.043657143,20,,,1
909,0,Pre,check,Check-to-check,226,sub125,16,2,26335,,1,15,0.041485714,7,,,1
910,0,Pre,check,Check-to-check,-343,sub125,16,2,25609,,1,15,0.008971429,11,,,2
911,0,Pre,check,Check-to-check,-40,sub125,16,2,25452,,1,15,0.026285714,11,,,3
912,0,Pre,check,Check-to-check,-289,sub125,16,3,47896,,1,15,0.012057143,27,,,1
913,0,Pre,check,Check-to-check,-344,sub125,16,3,47685,,1,15,0.008914286,27,,,2
914,0,Pre,check,Check-to-check,-342,sub125,16,3,51496,,1,15,0.009028571,18,,,1
915,0,Pre,check,Check-to-check,-343,sub125,16,3,51338,,1,15,0.008971429,18,,,2
916,0,Pre,check,Check-to-check,-300,sub125,16,3,51181,,1,15,0.011428571,18,,,3
917,0,Pre,check,Check-to-check,-300,sub125,17,3,45902,,2,15,0.0856,49,,,1
918,0,Pre,check,Check-to-check,-289,sub125,17,3,45702,,2,15,0.074171429,49,,,2
919,0,Pre,check,Check-to-check,-295,sub125,17,3,45491,,2,15,0.062114286,49,,,3
920,0,Pre,check,Check-to-check,-287,sub125,17,3,48802,,2,15,0.038914286,39,,,1
921,0,Pre,check,Check-to-check,-32,sub125,17,3,48589,,2,15,0.177028571,39,,,2
922,0,Pre,check,Check-to-check,-342,sub125,17,4,72531,,2,15,0.038114286,18,,,1
923,0,Pre,check,Check-to-check,-299,sub125,17,4,72373,,2,15,0.029085714,18,,,2
924,0,Pre,check,Check-to-check,-192,sub125,17,4,72172,,2,15,0.407657143,18,,,3
925,0,Pre,check,Check-to-check,-245,sub125,18,1,2211,,3,10,0.0948,28,,,1
926,0,Pre,check,Check-to-check,-394,sub125,18,1,1956,,3,10,0.0744,15,,,2
927,0,Pre,check,Check-to-check,-287,sub125,18,1,1850,,3,10,0.14728,15,,,3
928,0,Pre,check,Check-to-check,-349,sub125,18,1,7228,,3,10,0.42176,18,,,1
929,0,Pre,check,Check-to-check,-350,sub125,18,1,7077,,3,10,0.40968,18,,,2
930,0,Pre,check,Check-to-check,-239,sub125,18,1,6927,,3,10,0.39768,14,,,3
931,0,Pre,check,Check-to-check,-290,sub125,18,3,38982,,3,10,0.18928,4,,,1
932,0,Pre,check,Check-to-check,-395,sub125,18,3,38772,,3,10,0.17248,4,,,2
933,0,Pre,check,Check-to-check,-248,sub125,18,3,38667,,3,10,0.4516,4,,,3
934,0,Pre,check,Check-to-check,-400,sub125,18,4,57101,,3,10,0.17328,39,,,1
935,0,Pre,check,Check-to-check,-237,sub125,18,4,57001,,3,10,0.16528,20,,,2
936,0,Pre,check,Check-to-check,-298,sub125,18,4,56738,,3,10,0.45624,20,,,3
937,0,Pre,check,Check-to-check,-348,sub125,19,1,1340,,2,15,0.043942857,24,,,1
938,0,Pre,check,Check-to-check,-243,sub125,19,1,1188,,2,15,0.035257143,24,,,2
939,0,Pre,check,Check-to-check,-140,sub125,19,1,931,,2,15,0.052742857,25,,,3
940,0,Pre,check,Check-to-check,-184,sub125,19,2,26026,,2,15,0.059371429,45,,,1
941,0,Pre,check,Check-to-check,-349,sub125,19,2,25710,,2,15,0.041314286,45,,,2
942,0,Pre,check,Check-to-check,-390,sub125,19,2,25559,,2,15,0.032685714,45,,,3
943,0,Pre,check,Check-to-check,10,sub125,19,3,50440,,2,15,0.117714286,42,,,1
944,0,Pre,check,Check-to-check,-400,sub125,19,3,49930,,2,15,0.088571429,13,,,2
945,0,Pre,check,Check-to-check,-240,sub125,19,3,49830,,2,15,0.082857143,13,,,3
946,0,Pre,check,Check-to-check,-288,sub125,20,1,5646,,4,10,0.45096,24,,,1
947,0,Pre,check,Check-to-check,-291,sub125,20,1,5434,,4,10,0.434,24,,,2
948,0,Pre,check,Check-to-check,-397,sub125,20,1,5225,,4,10,0.41728,24,,,3
949,0,Pre,check,Check-to-check,-397,sub125,20,2,23596,,4,10,0.23096,13,,,1
950,0,Pre,check,Check-to-check,-293,sub125,20,2,23493,,4,10,0.22272,13,,,2
951,0,Pre,check,Check-to-check,-299,sub125,20,2,23286,,4,10,0.20616,13,,,3
952,0,Pre,check,Check-to-check,-242,sub125,20,3,42705,,4,10,0.24272,25,,,1
953,0,Pre,check,Check-to-check,-297,sub125,20,3,42447,,4,10,0.22208,25,,,2
954,0,Pre,check,Check-to-check,-245,sub125,20,3,42244,,4,10,0.20584,25,,,3
955,0,Pre,check,Check-to-check,48,sub125,22,1,555,,1,10,0.04384,20,,,1
956,0,Pre,check,Check-to-check,-293,sub125,22,3,33984,,1,10,0.01656,35,,,1
957,0,Pre,check,Check-to-check,-298,sub125,22,3,33777,,1,10,0.01616,35,,,2
958,0,Pre,check,Check-to-check,-395,sub125,22,3,33575,,1,10,0.0084,35,,,3
959,0,Pre,check,Check-to-check,-294,sub125,22,4,54239,,1,10,0.01648,43,,,1
960,0,Pre,check,Check-to-check,-289,sub125,22,4,54033,,1,10,0.01688,27,,,2
961,0,Pre,check,Check-to-check,-290,sub125,22,5,69239,,1,10,0.0168,39,,,1
962,0,Pre,check,Check-to-check,-296,sub125,22,5,69029,,1,10,0.01632,29,,,2
963,0,Pre,check,Check-to-check,-398,sub125,23,1,5029,,1,20,0.004533333,28,,,1
964,0,Pre,check,Check-to-check,-245,sub125,23,1,4927,,1,20,0.011333333,9,,,2
965,0,Pre,check,Check-to-check,-290,sub125,23,1,8500,,1,20,0.009333333,49,,,1
966,0,Pre,check,Check-to-check,-244,sub125,23,1,8290,,1,20,0.011377778,49,,,2
967,0,Pre,check,Check-to-check,-137,sub125,23,1,8034,,1,20,0.016133333,49,,,3
968,0,Pre,check,Check-to-check,-239,sub125,23,2,40274,,1,20,0.0116,23,,,1
969,0,Pre,check,Check-to-check,-37,sub125,23,2,40013,,1,20,0.020577778,14,,,2
970,0,Pre,check,Check-to-check,-339,sub125,23,2,39550,,1,20,0.007155556,14,,,3
971,0,Pre,check,Check-to-check,-293,sub125,24,1,8149,,4,20,0.142888889,16,,,1
972,0,Pre,check,Check-to-check,-243,sub125,24,1,7942,,4,20,0.133688889,15,,,2
973,0,Pre,check,Check-to-check,-397,sub125,24,1,7685,,4,20,0.122266667,15,,,3
974,0,Pre,check,Check-to-check,161,sub125,25,1,667,,1,20,0.029377778,25,,,1
975,0,Pre,check,Check-to-check,-295,sub125,25,1,7690,,1,20,0.009111111,16,,,1
976,0,Pre,check,Check-to-check,-397,sub125,25,1,7485,,1,20,0.004577778,16,,,2
977,0,Pre,check,Check-to-check,-287,sub125,25,1,7382,,1,20,0.009466667,16,,,3
