"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","proximity","proxHide","posUncertainty","tpDiscovery","threatSearchDelay","caught","afterEpoch","predatorFirstSeen","failedAttempts","maxPossTime","tpEpoch_MinDisc","ParticipantID","checkAction","schedID"
2,"hide","FALSE",1622549867265,9582,9569,1622549857683,1622549857696,0,4,2,NA,54,0,"TRUE",4,0.1534,640,512,1,6.5,20,0,1,0,"0","0",7068,"NaN",4026,1400,832,NA,NA,NA,NA,0,64503,82.161,-16.931,-16.931,0.0416,8737,2237,0,0,0,0,28000,832,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","TRUE",1622549869899,12216,12203,1622549857683,1622549857696,0,4,25,25,54,0,"TRUE",4,0.2851,640,512,1,6.5,20,0,1,0,"0","0",9702,"NaN",775,4034,3466,NA,NA,NA,NA,0,67137,84.795,-14.297,-14.297,0.1733,8737,2237,0,0,0,0,28000,3466,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","TRUE",1622549870265,12582,12569,1622549857683,1622549857696,0,4,25,25,54,0,"TRUE",4,0.3034,640,512,1,6.5,20,0,1,0,"0","0",366,"NaN",1141,4400,3832,NA,NA,NA,NA,0,67503,85.161,-13.931,-13.931,0.1916,8737,2237,0,0,0,0,28000,3832,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","TRUE",1622549870575,12892,12879,1622549857683,1622549857696,0,4,25,25,54,0,"TRUE",4,0.3189,640,512,1,6.5,20,0,1,0,"0","0",310,"NaN",1451,4710,4142,NA,NA,NA,NA,0,67813,85.471,-13.621,-13.621,0.2071,8737,2237,0,0,0,0,28000,4142,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","TRUE",1622549870934,13251,13238,1622549857683,1622549857696,0,4,38,38,54,0,"TRUE",4,0.3368,640,512,1,6.5,20,0,1,0,"0","0",359,"NaN",1810,5069,4501,NA,NA,NA,NA,0,68172,85.83,-13.262,-13.262,0.22505,8737,2237,0,0,0,0,28000,4501,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","TRUE",1622549871248,13565,13552,1622549857683,1622549857696,0,4,38,38,54,0,"TRUE",4,0.3526,640,512,1,6.5,20,0,1,0,"0","0",314,"NaN",2124,5383,4815,NA,NA,NA,NA,0,68486,86.144,-12.948,-12.948,0.24075,8737,2237,0,0,0,0,28000,4815,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622549871966,14283,14270,1622549857683,1622549857696,0,4,13,13,67,0,"TRUE",4,0.3885,640,512,1,6.5,20,0,1,0,"0","0",718,"NaN",2842,6101,5533,NA,NA,NA,NA,0,69204,86.862,-12.23,-12.23,0.27665,8737,2237,0,0,0,0,28000,5533,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
2,"hide","FALSE",1622549873935,16252,16239,1622549857683,1622549857696,0,4,85,NA,67,0,"TRUE",4,0.4869,640,512,1,6.5,20,0,1,0,"0","0",1969,"NaN",4811,8070,7502,NA,NA,NA,NA,0,71173,88.831,-10.261,-10.261,0.3751,8737,2237,0,0,0,0,28000,7502,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
2,"hide","FALSE",1622549896886,39203,11193,1622549857683,1622549885693,0,4,12,NA,206,0,"TRUE",6,0.4345,640,512,1,2.5,20,1,2,0,"0","0",4978,"NaN",12094,3109,2132,1608,732,NA,NA,0,94124,111.782,-11.307,-11.307,0.0366,10461,7961,0,0,0,0,24000,732,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
1,"forage","FALSE",1622549922834,65151,13144,1622549857683,1622549909690,0,4,32,32,454,0,"TRUE",3,0.1321,640,512,1,10.5,20,2,3,0,"0","0",2947,"NaN",13620,997,28080,27556,26680,NA,NA,0,120072,137.73,-17.356,-17.356,0.04985,12147,1647,0,0,0,0,32000,997,"sub222",FALSE,"sched10_17Jan20_45min_shuffledv3.json"
