"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","afterEpoch","failedAttempts","discovery","firstCheck_corrected","lastCheck_corrected","pPredator","timePressure","recheck","ParticipantIDs","checkAction","schedID"
1,"forage","FALSE",1618564303513,1845,1835,1618564301668,1618564301678,0,4,18,18,18,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",NA,"NaN",NA,NA,NA,NA,NA,NA,NA,0,47354,65.012,0,0,0,0,0,0.174761904761905,0.0815555555555556,0,"sub109",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1618564305213,3545,3535,1618564301668,1618564301678,0,4,41,41,59,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",1700,"NaN",NA,NA,NA,NA,NA,NA,NA,0,49054,66.712,0,0,0,0,0,0.336666666666667,0.157111111111111,0,"sub109",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
3,"vigilence3","FALSE",1618564306762,5094,5084,1618564301668,1618564301678,0,4,70,NA,59,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"1","0",1549,"NaN",NA,NA,NA,NA,NA,NA,NA,0,50603,68.261,0,0,0,1,0,0.484190476190476,0.225955555555556,0,"sub109",TRUE,"sched9_17Jan20_45min_shuffledv2.json"
4,"vigilence4","FALSE",1618564307483,5815,5805,1618564301668,1618564301678,0,4,70,NA,59,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",2270,"NaN",NA,721,NA,NA,NA,NA,NA,0,51324,68.982,0,0,0,0,0,0.552857142857143,0.258,1,"sub109",TRUE,"sched9_17Jan20_45min_shuffledv2.json"
5,"vigilence5","FALSE",1618564307999,6331,6321,1618564301668,1618564301678,0,4,57,NA,59,0,"FALSE",NA,NA,NA,NA,0,NA,20,NA,1,0,"0","0",2786,"NaN",NA,1237,516,NA,NA,NA,NA,0,51840,69.498,0,0,0,0,0,0.602,0.280933333333333,1,"sub109",TRUE,"sched9_17Jan20_45min_shuffledv2.json"
6,"vigilence6","FALSE",1618564308516,6848,6838,1618564301668,1618564301678,0,4,57,NA,59,0,"TRUE",3,0.0168,640,512,0,6.5,20,0,1,0,"0","1",3303,"NaN",NA,1754,1033,517,NA,NA,NA,0,52357,70.015,0,0,0,0,1,0.651238095238095,0.303911111111111,1,"sub109",TRUE,"sched9_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1618564309030,7362,7352,1618564301668,1618564301678,0,4,32,32,91,0,"TRUE",3,0.0425,640,512,0,6.5,20,0,1,0,"0","0",3817,"NaN",NA,2268,1547,1031,514,NA,NA,0,52871,70.529,0,0,0,0,0,0.700190476190476,0.1008,0,"sub109",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
1,"forage","TRUE",1618564310485,8817,8807,1618564301668,1618564301678,0,4,54,54,91,0,"TRUE",3,0.1153,640,512,0,6.5,20,0,1,0,"0","0",1455,"NaN",NA,3723,3002,2486,1969,NA,NA,0,54326,71.984,0,0,0,0,0,0.838761904761905,0.165466666666667,0,"sub109",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1618564311103,9435,9425,1618564301668,1618564301678,0,4,2,2,93,0,"TRUE",3,0.1462,640,512,0,6.5,20,0,1,0,"0","0",618,"NaN",NA,4341,3620,3104,2587,NA,NA,0,54944,72.602,0,0,0,0,0,0.897619047619048,0.192933333333333,0,"sub109",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1618564312697,11029,11019,1618564301668,1618564301678,0,4,38,38,131,0,"TRUE",3,0.2259,640,512,0,6.5,20,0,1,0,"0","0",1594,"NaN",NA,5935,5214,4698,4181,NA,NA,0,56538,74.196,0,0,0,0,0,1,0.263777777777778,0,"sub109",FALSE,"sched9_17Jan20_45min_shuffledv2.json"
