"buttonID","buttonName","disabled","rawtimeStamp","timeInCurrEnv","tpEpoch","envStartTime","epochStartTime","envIndex","noOfCones","rewAvail_currTP","rewardGained","totalInProgressBar","lifeCounter","predatorPresent","predatorLocation","predatorProxPerc","predatorProxX","predatorProxY","predatorSeen","predatorDelay","predatorSpeed","predatorIndex_currEnv","predatorTotal_currEnv","timesCaught_currEnv","firstCheck","lastCheck","timeSinceLastForage","timeSinceLastHide","timeSinceLastReturnFromHiding","timeSinceLastCheck_cone3","timeSinceLastCheck_cone4","timeSinceLastCheck_cone5","timeSinceLastCheck_cone6","timeSinceLastCheck_cone7","timeSinceLastCheck_cone8","timeSincelastButtonPress","msec_since_tenth_pulse","sec_since_first_pulse_corrected","proximity","proxHide","posUncertainty","tpDiscovery","threatSearchDelay","caught","afterEpoch","predatorFirstSeen","failedAttempts","maxPossTime","tpEpoch_MinDisc","ParticipantID","checkAction","schedID"
2,"hide","FALSE",1620896768326,14880,14866,1620896753446,1620896753460,0,4,13,NA,185,0,"TRUE",6,0.4181,640,512,1,6.5,20,0,1,0,"0","0",5078,"NaN",NA,7602,2958,1768,1092,NA,NA,0,91779,109.437,-11.634,-11.634,0.0546,13774,7274,0,0,0,0,28000,1092,"sub214",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
5,"vigilence5","FALSE",1620896789659,36213,8202,1620896753446,1620896781457,0,4,80,NA,264,0,"TRUE",5,0.2851,640,512,1,2.5,20,1,2,0,"0","0",2804,"NaN",8171,1662,1037,523,22425,NA,NA,0,113112,130.77,-14.298,-14.298,0.02615,7679,5179,0,0,0,0,24000,523,"sub214",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1620896791419,37973,9962,1620896753446,1620896781457,0,4,79,79,343,0,"TRUE",5,0.3731,640,512,1,2.5,20,1,2,0,"0","0",4564,"NaN",9931,3422,2797,1760,24185,NA,NA,0,114872,132.53,-12.538,-12.538,0.088,7679,5179,0,0,0,0,24000,2283,"sub214",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
2,"hide","FALSE",1620896792977,39531,11520,1620896753446,1620896781457,0,4,12,NA,343,0,"TRUE",5,0.451,640,512,1,2.5,20,1,2,0,"0","0",1558,"NaN",11489,4980,4355,3318,25743,NA,NA,0,116430,134.088,-10.98,-10.98,0.1659,7679,5179,0,0,0,0,24000,3841,"sub214",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
4,"vigilence4","TRUE",1620896821424,67978,15954,1620896753446,1620896805470,0,4,43,NA,464,0,"TRUE",4,0.2727,640,512,1,10.5,20,2,3,0,"0","0",3305,"NaN",16338,989,473,7264,1549,NA,NA,0,144877,162.535,-14.546,-14.546,0.02365,15481,4981,0,0,0,0,32000,473,"sub214",TRUE,"sched10_17Jan20_45min_shuffledv2.json"
1,"forage","FALSE",1620896822151,68705,16681,1620896753446,1620896805470,0,4,26,26,490,0,"TRUE",4,0.309,640,512,1,10.5,20,2,3,0,"0","0",4032,"NaN",17065,1716,727,7991,2276,NA,NA,0,145604,163.262,-13.819,-13.819,0.03635,15481,4981,0,0,0,0,32000,1200,"sub214",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
2,"hide","TRUE",1620896823486,70040,18016,1620896753446,1620896805470,0,4,18,NA,490,0,"TRUE",4,0.3757,640,512,1,10.5,20,2,3,0,"0","0",1335,"NaN",18400,3051,2062,9326,3611,NA,NA,0,146939,164.597,-12.484,-12.484,0.1031,15481,4981,0,0,0,0,32000,2535,"sub214",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
2,"hide","FALSE",1620896824118,70672,18648,1620896753446,1620896805470,0,4,39,NA,490,0,"TRUE",4,0.4073,640,512,1,10.5,20,2,3,0,"0","0",1967,"NaN",19032,3683,2694,9958,4243,NA,NA,0,147571,165.229,-11.852,-11.852,0.1347,15481,4981,0,0,0,0,32000,3167,"sub214",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
2,"hide","FALSE",1620896874147,10932,10924,1620896863215,1620896863223,1,2,90,NA,746,0,"TRUE",4,0.3423,640,512,1,7.5,10,0,1,0,"0","0",4113,"NaN",37572,2100,1121,59987,54272,NA,NA,0,197600,215.258,-6.576,-6.576,0.1121,9803,2303,0,0,0,0,19000,1121,"sub214",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
2,"hide","FALSE",1620896901442,38227,19213,1620896863215,1620896882229,1,2,75,NA,2,1,"TRUE",4,0.8712,640,512,1,10.5,10,1,2,0,"0","0",2522,"NaN",20155,3192,516,87282,81567,NA,NA,0,224895,242.553,-1.287,-1.287,0.0516,18697,8197,0,0,0,0,22000,516,"sub214",FALSE,"sched10_17Jan20_45min_shuffledv2.json"
